operation,index,comparisons
getMin,217,5
extractMin,217,22
getMin,218,4
extractMin,218,21
getMin,219,4
extractMin,219,21
getMin,220,3
extractMin,220,16
getMin,221,4
extractMin,221,23
getMin,222,3
extractMin,222,20
getMin,223,3
extractMin,223,20
getMin,224,2
extractMin,224,13
getMin,225,4
extractMin,225,9
getMin,226,3
extractMin,226,18
getMin,227,3
extractMin,227,20
getMin,228,2
extractMin,228,15
getMin,229,3
extractMin,229,22
getMin,230,2
extractMin,230,17
getMin,231,2
extractMin,231,19
getMin,232,1
extractMin,232,2
getMin,233,8
extractMin,233,27
getMin,234,7
extractMin,234,24
getMin,235,7
extractMin,235,26
getMin,236,6
extractMin,236,17
getMin,237,7
extractMin,237,26
getMin,238,6
extractMin,238,17
getMin,239,6
extractMin,239,25
getMin,240,5
extractMin,240,18
getMin,241,7
extractMin,241,26
getMin,242,6
extractMin,242,23
getMin,243,6
extractMin,243,21
getMin,244,5
extractMin,244,20
getMin,245,6
extractMin,245,21
getMin,246,5
extractMin,246,22
getMin,247,5
extractMin,247,24
getMin,248,4
extractMin,248,9
getMin,249,7
extractMin,249,26
getMin,250,6
extractMin,250,23
getMin,251,6
extractMin,251,21
getMin,252,5
extractMin,252,16
getMin,253,6
extractMin,253,25
getMin,254,5
extractMin,254,18
getMin,255,5
extractMin,255,16
getMin,256,4
extractMin,256,9
getMin,257,6
extractMin,257,21
getMin,258,5
extractMin,258,22
getMin,259,5
extractMin,259,18
getMin,260,4
extractMin,260,15
getMin,261,5
extractMin,261,24
getMin,262,4
extractMin,262,21
getMin,263,4
extractMin,263,23
getMin,264,3
extractMin,264,4
getMin,265,7
extractMin,265,22
getMin,266,6
extractMin,266,23
getMin,267,6
extractMin,267,25
getMin,268,5
extractMin,268,16
getMin,269,6
extractMin,269,25
getMin,270,5
extractMin,270,22
getMin,271,5
extractMin,271,20
getMin,272,4
extractMin,272,11
getMin,273,6
extractMin,273,25
getMin,274,5
extractMin,274,22
getMin,275,5
extractMin,275,24
getMin,276,4
extractMin,276,15
getMin,277,5
extractMin,277,20
getMin,278,4
extractMin,278,21
getMin,279,4
extractMin,279,23
getMin,280,3
extractMin,280,14
getMin,281,6
extractMin,281,21
getMin,282,5
extractMin,282,22
getMin,283,5
extractMin,283,24
getMin,284,4
extractMin,284,19
getMin,285,5
extractMin,285,24
getMin,286,4
extractMin,286,21
getMin,287,4
extractMin,287,23
getMin,288,3
extractMin,288,10
getMin,289,5
extractMin,289,24
getMin,290,4
extractMin,290,21
getMin,291,4
extractMin,291,23
getMin,292,3
extractMin,292,14
getMin,293,4
extractMin,293,19
getMin,294,3
extractMin,294,14
getMin,295,3
extractMin,295,22
getMin,296,2
extractMin,296,5
getMin,297,7
extractMin,297,22
getMin,298,6
extractMin,298,23
getMin,299,6
extractMin,299,21
getMin,300,5
extractMin,300,20
getMin,301,6
extractMin,301,21
getMin,302,5
extractMin,302,14
getMin,303,5
extractMin,303,24
getMin,304,4
extractMin,304,13
getMin,305,6
extractMin,305,17
getMin,306,5
extractMin,306,22
getMin,307,5
extractMin,307,24
getMin,308,4
extractMin,308,19
getMin,309,5
extractMin,309,24
getMin,310,4
extractMin,310,21
getMin,311,4
extractMin,311,19
getMin,312,3
extractMin,312,14
getMin,313,6
extractMin,313,25
getMin,314,5
extractMin,314,22
getMin,315,5
extractMin,315,20
getMin,316,4
extractMin,316,15
getMin,317,5
extractMin,317,24
getMin,318,4
extractMin,318,17
getMin,319,4
extractMin,319,23
getMin,320,3
extractMin,320,12
getMin,321,5
extractMin,321,24
getMin,322,4
extractMin,322,21
getMin,323,4
extractMin,323,19
getMin,324,3
extractMin,324,18
getMin,325,4
extractMin,325,23
getMin,326,3
extractMin,326,20
getMin,327,3
extractMin,327,22
getMin,328,2
extractMin,328,11
getMin,329,6
extractMin,329,25
getMin,330,5
extractMin,330,22
getMin,331,5
extractMin,331,24
getMin,332,4
extractMin,332,19
getMin,333,5
extractMin,333,24
getMin,334,4
extractMin,334,17
getMin,335,4
extractMin,335,23
getMin,336,3
extractMin,336,12
getMin,337,5
extractMin,337,24
getMin,338,4
extractMin,338,17
getMin,339,4
extractMin,339,23
getMin,340,3
extractMin,340,18
getMin,341,4
extractMin,341,19
getMin,342,3
extractMin,342,20
getMin,343,3
extractMin,343,22
getMin,344,2
extractMin,344,9
getMin,345,5
extractMin,345,12
getMin,346,4
extractMin,346,21
getMin,347,4
extractMin,347,23
getMin,348,3
extractMin,348,18
getMin,349,4
extractMin,349,23
getMin,350,3
extractMin,350,20
getMin,351,3
extractMin,351,18
getMin,352,2
extractMin,352,11
getMin,353,4
extractMin,353,23
getMin,354,3
extractMin,354,16
getMin,355,3
extractMin,355,22
getMin,356,2
extractMin,356,17
getMin,357,3
extractMin,357,18
getMin,358,2
extractMin,358,19
getMin,359,2
extractMin,359,21
getMin,360,1
extractMin,360,2
getMin,361,7
extractMin,361,20
getMin,362,6
extractMin,362,23
getMin,363,6
extractMin,363,25
getMin,364,5
extractMin,364,20
getMin,365,6
extractMin,365,25
getMin,366,5
extractMin,366,22
getMin,367,5
extractMin,367,24
getMin,368,4
extractMin,368,9
getMin,369,6
extractMin,369,25
getMin,370,5
extractMin,370,22
getMin,371,5
extractMin,371,24
getMin,372,4
extractMin,372,19
getMin,373,5
extractMin,373,24
getMin,374,4
extractMin,374,11
getMin,375,4
extractMin,375,23
getMin,376,3
extractMin,376,14
getMin,377,6
extractMin,377,25
getMin,378,5
extractMin,378,22
getMin,379,5
extractMin,379,24
getMin,380,4
extractMin,380,19
getMin,381,5
extractMin,381,24
getMin,382,4
extractMin,382,21
getMin,383,4
extractMin,383,23
getMin,384,3
extractMin,384,16
getMin,385,5
extractMin,385,24
getMin,386,4
extractMin,386,21
getMin,387,4
extractMin,387,23
getMin,388,3
extractMin,388,10
getMin,389,4
extractMin,389,17
getMin,390,3
extractMin,390,20
getMin,391,3
extractMin,391,16
getMin,392,2
extractMin,392,11
getMin,393,6
extractMin,393,25
getMin,394,5
extractMin,394,22
getMin,395,5
extractMin,395,18
getMin,396,4
extractMin,396,19
getMin,397,5
extractMin,397,24
getMin,398,4
extractMin,398,21
getMin,399,4
extractMin,399,23
getMin,400,3
extractMin,400,16
getMin,401,5
extractMin,401,24
getMin,402,4
extractMin,402,15
getMin,403,4
extractMin,403,23
getMin,404,3
extractMin,404,18
getMin,405,4
extractMin,405,23
getMin,406,3
extractMin,406,20
getMin,407,3
extractMin,407,16
getMin,408,2
extractMin,408,13
getMin,409,5
extractMin,409,24
getMin,410,4
extractMin,410,21
getMin,411,4
extractMin,411,23
getMin,412,3
extractMin,412,12
getMin,413,4
extractMin,413,23
getMin,414,3
extractMin,414,20
getMin,415,3
extractMin,415,22
getMin,416,2
extractMin,416,15
getMin,417,4
extractMin,417,23
getMin,418,3
extractMin,418,20
getMin,419,3
extractMin,419,22
getMin,420,2
extractMin,420,17
getMin,421,3
extractMin,421,22
getMin,422,2
extractMin,422,19
getMin,423,2
extractMin,423,21
getMin,424,1
extractMin,424,8
getMin,425,6
extractMin,425,25
getMin,426,5
extractMin,426,22
getMin,427,5
extractMin,427,24
getMin,428,4
extractMin,428,19
getMin,429,5
extractMin,429,24
getMin,430,4
extractMin,430,21
getMin,431,4
extractMin,431,23
getMin,432,3
extractMin,432,16
getMin,433,5
extractMin,433,24
getMin,434,4
extractMin,434,21
getMin,435,4
extractMin,435,23
getMin,436,3
extractMin,436,18
getMin,437,4
extractMin,437,23
getMin,438,3
extractMin,438,20
getMin,439,3
extractMin,439,22
getMin,440,2
extractMin,440,13
getMin,441,5
extractMin,441,24
getMin,442,4
extractMin,442,21
getMin,443,4
extractMin,443,23
getMin,444,3
extractMin,444,6
getMin,445,4
extractMin,445,23
getMin,446,3
extractMin,446,20
getMin,447,3
extractMin,447,22
getMin,448,2
extractMin,448,15
getMin,449,4
extractMin,449,23
getMin,450,3
extractMin,450,20
getMin,451,3
extractMin,451,22
getMin,452,2
extractMin,452,17
getMin,453,3
extractMin,453,22
getMin,454,2
extractMin,454,11
getMin,455,2
extractMin,455,21
getMin,456,1
extractMin,456,10
getMin,457,5
extractMin,457,24
getMin,458,4
extractMin,458,21
getMin,459,4
extractMin,459,23
getMin,460,3
extractMin,460,18
getMin,461,4
extractMin,461,23
getMin,462,3
extractMin,462,10
getMin,463,3
extractMin,463,22
getMin,464,2
extractMin,464,15
getMin,465,4
extractMin,465,23
getMin,466,3
extractMin,466,20
getMin,467,3
extractMin,467,22
getMin,468,2
extractMin,468,17
getMin,469,3
extractMin,469,22
getMin,470,2
extractMin,470,19
getMin,471,2
extractMin,471,21
getMin,472,1
extractMin,472,12
getMin,473,4
extractMin,473,23
getMin,474,3
extractMin,474,20
getMin,475,3
extractMin,475,22
getMin,476,2
extractMin,476,17
getMin,477,3
extractMin,477,22
getMin,478,2
extractMin,478,19
getMin,479,2
extractMin,479,21
getMin,480,1
extractMin,480,14
getMin,481,3
extractMin,481,22
getMin,482,2
extractMin,482,19
getMin,483,2
extractMin,483,21
getMin,484,1
extractMin,484,16
getMin,485,2
extractMin,485,21
getMin,486,1
extractMin,486,18
getMin,487,1
extractMin,487,20
getMin,488,0
extractMin,488,1
getMin,489,8
extractMin,489,25
getMin,490,7
extractMin,490,14
getMin,491,7
extractMin,491,24
getMin,492,6
extractMin,492,17
getMin,493,7
extractMin,493,24
getMin,494,6
extractMin,494,21
getMin,495,6
extractMin,495,23
getMin,496,5
extractMin,496,16
getMin,497,7
extractMin,497,20
getMin,498,6
extractMin,498,21
getMin,499,6
extractMin,499,23
getMin,500,5
extractMin,500,12
getMin,501,6
extractMin,501,15
getMin,502,5
extractMin,502,18
getMin,503,5
extractMin,503,20
getMin,504,4
extractMin,504,13
getMin,505,7
extractMin,505,24
getMin,506,6
extractMin,506,15
getMin,507,6
extractMin,507,21
getMin,508,5
extractMin,508,18
getMin,509,6
extractMin,509,21
getMin,510,5
extractMin,510,20
getMin,511,5
extractMin,511,22
getMin,512,4
extractMin,512,15
getMin,513,6
extractMin,513,21
getMin,514,5
extractMin,514,18
getMin,515,5
extractMin,515,22
getMin,516,4
extractMin,516,17
getMin,517,5
extractMin,517,22
getMin,518,4
extractMin,518,17
getMin,519,4
extractMin,519,19
getMin,520,3
extractMin,520,10
getMin,521,7
extractMin,521,24
getMin,522,6
extractMin,522,17
getMin,523,6
extractMin,523,21
getMin,524,5
extractMin,524,18
getMin,525,6
extractMin,525,19
getMin,526,5
extractMin,526,16
getMin,527,5
extractMin,527,22
getMin,528,4
extractMin,528,11
getMin,529,6
extractMin,529,21
getMin,530,5
extractMin,530,18
getMin,531,5
extractMin,531,22
getMin,532,4
extractMin,532,17
getMin,533,5
extractMin,533,22
getMin,534,4
extractMin,534,19
getMin,535,4
extractMin,535,21
getMin,536,3
extractMin,536,10
getMin,537,6
extractMin,537,23
getMin,538,5
extractMin,538,20
getMin,539,5
extractMin,539,22
getMin,540,4
extractMin,540,17
getMin,541,5
extractMin,541,22
getMin,542,4
extractMin,542,17
getMin,543,4
extractMin,543,19
getMin,544,3
extractMin,544,14
getMin,545,5
extractMin,545,22
getMin,546,4
extractMin,546,17
getMin,547,4
extractMin,547,21
getMin,548,3
extractMin,548,16
getMin,549,4
extractMin,549,21
getMin,550,3
extractMin,550,16
getMin,551,3
extractMin,551,16
getMin,552,2
extractMin,552,3
getMin,553,7
extractMin,553,16
getMin,554,6
extractMin,554,21
getMin,555,6
extractMin,555,15
getMin,556,5
extractMin,556,16
getMin,557,6
extractMin,557,23
getMin,558,5
extractMin,558,20
getMin,559,5
extractMin,559,20
getMin,560,4
extractMin,560,15
getMin,561,6
extractMin,561,23
getMin,562,5
extractMin,562,20
getMin,563,5
extractMin,563,20
getMin,564,4
extractMin,564,17
getMin,565,5
extractMin,565,22
getMin,566,4
extractMin,566,17
getMin,567,4
extractMin,567,15
getMin,568,3
extractMin,568,10
getMin,569,6
extractMin,569,23
getMin,570,5
extractMin,570,20
getMin,571,5
extractMin,571,22
getMin,572,4
extractMin,572,17
getMin,573,5
extractMin,573,20
getMin,574,4
extractMin,574,19
getMin,575,4
extractMin,575,21
getMin,576,3
extractMin,576,4
getMin,577,5
extractMin,577,22
getMin,578,4
extractMin,578,17
getMin,579,4
extractMin,579,21
getMin,580,3
extractMin,580,16
getMin,581,4
extractMin,581,19
getMin,582,3
extractMin,582,18
getMin,583,3
extractMin,583,20
getMin,584,2
extractMin,584,9
getMin,585,6
extractMin,585,23
getMin,586,5
extractMin,586,20
getMin,587,5
extractMin,587,20
getMin,588,4
extractMin,588,17
getMin,589,5
extractMin,589,22
getMin,590,4
extractMin,590,17
getMin,591,4
extractMin,591,21
getMin,592,3
extractMin,592,12
getMin,593,5
extractMin,593,22
getMin,594,4
extractMin,594,19
getMin,595,4
extractMin,595,21
getMin,596,3
extractMin,596,16
getMin,597,4
extractMin,597,21
getMin,598,3
extractMin,598,18
getMin,599,3
extractMin,599,12
getMin,600,2
extractMin,600,11
getMin,601,5
extractMin,601,20
getMin,602,4
extractMin,602,19
getMin,603,4
extractMin,603,19
getMin,604,3
extractMin,604,16
getMin,605,4
extractMin,605,21
getMin,606,3
extractMin,606,18
getMin,607,3
extractMin,607,20
getMin,608,2
extractMin,608,3
getMin,609,4
extractMin,609,21
getMin,610,3
extractMin,610,16
getMin,611,3
extractMin,611,20
getMin,612,2
extractMin,612,15
getMin,613,3
extractMin,613,20
getMin,614,2
extractMin,614,17
getMin,615,2
extractMin,615,19
getMin,616,1
extractMin,616,4
getMin,617,7
extractMin,617,24
getMin,618,6
extractMin,618,21
getMin,619,6
extractMin,619,19
getMin,620,5
extractMin,620,14
getMin,621,6
extractMin,621,19
getMin,622,5
extractMin,622,20
getMin,623,5
extractMin,623,18
getMin,624,4
extractMin,624,11
getMin,625,6
extractMin,625,15
getMin,626,5
extractMin,626,20
getMin,627,5
extractMin,627,22
getMin,628,4
extractMin,628,11
getMin,629,5
extractMin,629,22
getMin,630,4
extractMin,630,13
getMin,631,4
extractMin,631,21
getMin,632,3
extractMin,632,8
getMin,633,6
extractMin,633,23
getMin,634,5
extractMin,634,16
getMin,635,5
extractMin,635,22
getMin,636,4
extractMin,636,17
getMin,637,5
extractMin,637,18
getMin,638,4
extractMin,638,19
getMin,639,4
extractMin,639,15
getMin,640,3
extractMin,640,14
getMin,641,5
extractMin,641,22
getMin,642,4
extractMin,642,19
getMin,643,4
extractMin,643,21
getMin,644,3
extractMin,644,16
getMin,645,4
extractMin,645,21
getMin,646,3
extractMin,646,18
getMin,647,3
extractMin,647,20
getMin,648,2
extractMin,648,5
getMin,649,6
extractMin,649,19
getMin,650,5
extractMin,650,16
getMin,651,5
extractMin,651,22
getMin,652,4
extractMin,652,17
getMin,653,5
extractMin,653,22
getMin,654,4
extractMin,654,19
getMin,655,4
extractMin,655,21
getMin,656,3
extractMin,656,14
getMin,657,5
extractMin,657,14
getMin,658,4
extractMin,658,19
getMin,659,4
extractMin,659,21
getMin,660,3
extractMin,660,16
getMin,661,4
extractMin,661,21
getMin,662,3
extractMin,662,18
getMin,663,3
extractMin,663,16
getMin,664,2
extractMin,664,11
getMin,665,5
extractMin,665,18
getMin,666,4
extractMin,666,19
getMin,667,4
extractMin,667,21
getMin,668,3
extractMin,668,16
getMin,669,4
extractMin,669,21
getMin,670,3
extractMin,670,18
getMin,671,3
extractMin,671,20
getMin,672,2
extractMin,672,9
getMin,673,4
extractMin,673,21
getMin,674,3
extractMin,674,18
getMin,675,3
extractMin,675,20
getMin,676,2
extractMin,676,15
getMin,677,3
extractMin,677,20
getMin,678,2
extractMin,678,17
getMin,679,2
extractMin,679,19
getMin,680,1
extractMin,680,2
getMin,681,6
extractMin,681,23
getMin,682,5
extractMin,682,20
getMin,683,5
extractMin,683,22
getMin,684,4
extractMin,684,5
getMin,685,5
extractMin,685,16
getMin,686,4
extractMin,686,19
getMin,687,4
extractMin,687,21
getMin,688,3
extractMin,688,14
getMin,689,5
extractMin,689,22
getMin,690,4
extractMin,690,19
getMin,691,4
extractMin,691,21
getMin,692,3
extractMin,692,16
getMin,693,4
extractMin,693,21
getMin,694,3
extractMin,694,18
getMin,695,3
extractMin,695,20
getMin,696,2
extractMin,696,11
getMin,697,5
extractMin,697,22
getMin,698,4
extractMin,698,19
getMin,699,4
extractMin,699,21
getMin,700,3
extractMin,700,16
getMin,701,4
extractMin,701,21
getMin,702,3
extractMin,702,18
getMin,703,3
extractMin,703,20
getMin,704,2
extractMin,704,13
getMin,705,4
extractMin,705,21
getMin,706,3
extractMin,706,18
getMin,707,3
extractMin,707,20
getMin,708,2
extractMin,708,15
getMin,709,3
extractMin,709,20
getMin,710,2
extractMin,710,17
getMin,711,2
extractMin,711,19
getMin,712,1
extractMin,712,8
getMin,713,5
extractMin,713,22
getMin,714,4
extractMin,714,19
getMin,715,4
extractMin,715,21
getMin,716,3
extractMin,716,16
getMin,717,4
extractMin,717,21
getMin,718,3
extractMin,718,18
getMin,719,3
extractMin,719,12
getMin,720,2
extractMin,720,13
getMin,721,4
extractMin,721,21
getMin,722,3
extractMin,722,18
getMin,723,3
extractMin,723,20
getMin,724,2
extractMin,724,15
getMin,725,3
extractMin,725,12
getMin,726,2
extractMin,726,17
getMin,727,2
extractMin,727,19
getMin,728,1
extractMin,728,10
getMin,729,4
extractMin,729,21
getMin,730,3
extractMin,730,18
getMin,731,3
extractMin,731,20
getMin,732,2
extractMin,732,15
getMin,733,3
extractMin,733,20
getMin,734,2
extractMin,734,17
getMin,735,2
extractMin,735,19
getMin,736,1
extractMin,736,12
getMin,737,3
extractMin,737,20
getMin,738,2
extractMin,738,17
getMin,739,2
extractMin,739,19
getMin,740,1
extractMin,740,14
getMin,741,2
extractMin,741,19
getMin,742,1
extractMin,742,16
getMin,743,1
extractMin,743,18
getMin,744,0
extractMin,744,1
getMin,745,7
extractMin,745,20
getMin,746,6
extractMin,746,17
getMin,747,6
extractMin,747,21
getMin,748,5
extractMin,748,16
getMin,749,6
extractMin,749,21
getMin,750,5
extractMin,750,14
getMin,751,5
extractMin,751,16
getMin,752,4
extractMin,752,13
getMin,753,6
extractMin,753,21
getMin,754,5
extractMin,754,16
getMin,755,5
extractMin,755,18
getMin,756,4
extractMin,756,15
getMin,757,5
extractMin,757,16
getMin,758,4
extractMin,758,17
getMin,759,4
extractMin,759,13
getMin,760,3
extractMin,760,10
getMin,761,6
extractMin,761,21
getMin,762,5
extractMin,762,16
getMin,763,5
extractMin,763,20
getMin,764,4
extractMin,764,5
getMin,765,5
extractMin,765,20
getMin,766,4
extractMin,766,13
getMin,767,4
extractMin,767,11
getMin,768,3
extractMin,768,8
getMin,769,5
extractMin,769,18
getMin,770,4
extractMin,770,17
getMin,771,4
extractMin,771,17
getMin,772,3
extractMin,772,14
getMin,773,4
extractMin,773,17
getMin,774,3
extractMin,774,14
getMin,775,3
extractMin,775,16
getMin,776,2
extractMin,776,7
getMin,777,6
extractMin,777,11
getMin,778,5
extractMin,778,18
getMin,779,5
extractMin,779,18
getMin,780,4
extractMin,780,9
getMin,781,5
extractMin,781,12
getMin,782,4
extractMin,782,17
getMin,783,4
extractMin,783,19
getMin,784,3
extractMin,784,12
getMin,785,5
extractMin,785,20
getMin,786,4
extractMin,786,17
getMin,787,4
extractMin,787,19
getMin,788,3
extractMin,788,14
getMin,789,4
extractMin,789,17
getMin,790,3
extractMin,790,14
getMin,791,3
extractMin,791,18
getMin,792,2
extractMin,792,7
getMin,793,5
extractMin,793,18
getMin,794,4
extractMin,794,17
getMin,795,4
extractMin,795,17
getMin,796,3
extractMin,796,12
getMin,797,4
extractMin,797,17
getMin,798,3
extractMin,798,16
getMin,799,3
extractMin,799,18
getMin,800,2
extractMin,800,11
getMin,801,4
extractMin,801,19
getMin,802,3
extractMin,802,16
getMin,803,3
extractMin,803,18
getMin,804,2
extractMin,804,11
getMin,805,3
extractMin,805,16
getMin,806,2
extractMin,806,15
getMin,807,2
extractMin,807,17
getMin,808,1
extractMin,808,2
getMin,809,6
extractMin,809,11
getMin,810,5
extractMin,810,12
getMin,811,5
extractMin,811,20
getMin,812,4
extractMin,812,15
getMin,813,5
extractMin,813,20
getMin,814,4
extractMin,814,13
getMin,815,4
extractMin,815,19
getMin,816,3
extractMin,816,8
getMin,817,5
extractMin,817,20
getMin,818,4
extractMin,818,17
getMin,819,4
extractMin,819,19
getMin,820,3
extractMin,820,14
getMin,821,4
extractMin,821,19
getMin,822,3
extractMin,822,12
getMin,823,3
extractMin,823,18
getMin,824,2
extractMin,824,9
getMin,825,5
extractMin,825,16
getMin,826,4
extractMin,826,17
getMin,827,4
extractMin,827,19
getMin,828,3
extractMin,828,10
getMin,829,4
extractMin,829,19
getMin,830,3
extractMin,830,8
getMin,831,3
extractMin,831,18
getMin,832,2
extractMin,832,11
getMin,833,4
extractMin,833,19
getMin,834,3
extractMin,834,16
getMin,835,3
extractMin,835,18
getMin,836,2
extractMin,836,13
getMin,837,3
extractMin,837,18
getMin,838,2
extractMin,838,15
getMin,839,2
extractMin,839,17
getMin,840,1
extractMin,840,6
getMin,841,5
extractMin,841,20
getMin,842,4
extractMin,842,17
getMin,843,4
extractMin,843,19
getMin,844,3
extractMin,844,8
getMin,845,4
extractMin,845,19
getMin,846,3
extractMin,846,16
getMin,847,3
extractMin,847,18
getMin,848,2
extractMin,848,11
getMin,849,4
extractMin,849,19
getMin,850,3
extractMin,850,16
getMin,851,3
extractMin,851,12
getMin,852,2
extractMin,852,13
getMin,853,3
extractMin,853,18
getMin,854,2
extractMin,854,3
getMin,855,2
extractMin,855,17
getMin,856,1
extractMin,856,2
getMin,857,4
extractMin,857,19
getMin,858,3
extractMin,858,4
getMin,859,3
extractMin,859,18
getMin,860,2
extractMin,860,5
getMin,861,3
extractMin,861,6
getMin,862,2
extractMin,862,15
getMin,863,2
extractMin,863,17
getMin,864,1
extractMin,864,10
getMin,865,3
extractMin,865,18
getMin,866,2
extractMin,866,15
getMin,867,2
extractMin,867,17
getMin,868,1
extractMin,868,12
getMin,869,2
extractMin,869,17
getMin,870,1
extractMin,870,14
getMin,871,1
extractMin,871,16
getMin,872,0
extractMin,872,1
getMin,873,6
extractMin,873,15
getMin,874,5
extractMin,874,16
getMin,875,5
extractMin,875,16
getMin,876,4
extractMin,876,11
getMin,877,5
extractMin,877,16
getMin,878,4
extractMin,878,15
getMin,879,4
extractMin,879,17
getMin,880,3
extractMin,880,6
getMin,881,5
extractMin,881,18
getMin,882,4
extractMin,882,15
getMin,883,4
extractMin,883,17
getMin,884,3
extractMin,884,12
getMin,885,4
extractMin,885,17
getMin,886,3
extractMin,886,12
getMin,887,3
extractMin,887,4
getMin,888,2
extractMin,888,7
getMin,889,5
extractMin,889,10
getMin,890,4
extractMin,890,15
getMin,891,4
extractMin,891,17
getMin,892,3
extractMin,892,12
getMin,893,4
extractMin,893,17
getMin,894,3
extractMin,894,12
getMin,895,3
extractMin,895,16
getMin,896,2
extractMin,896,9
getMin,897,4
extractMin,897,17
getMin,898,3
extractMin,898,14
getMin,899,3
extractMin,899,16
getMin,900,2
extractMin,900,9
getMin,901,3
extractMin,901,14
getMin,902,2
extractMin,902,13
getMin,903,2
extractMin,903,13
getMin,904,1
extractMin,904,2
getMin,905,5
extractMin,905,18
getMin,906,4
extractMin,906,15
getMin,907,4
extractMin,907,17
getMin,908,3
extractMin,908,12
getMin,909,4
extractMin,909,17
getMin,910,3
extractMin,910,14
getMin,911,3
extractMin,911,16
getMin,912,2
extractMin,912,5
getMin,913,4
extractMin,913,17
getMin,914,3
extractMin,914,14
getMin,915,3
extractMin,915,16
getMin,916,2
extractMin,916,11
getMin,917,3
extractMin,917,4
getMin,918,2
extractMin,918,13
getMin,919,2
extractMin,919,15
getMin,920,1
extractMin,920,6
getMin,921,4
extractMin,921,17
getMin,922,3
extractMin,922,14
getMin,923,3
extractMin,923,16
getMin,924,2
extractMin,924,11
getMin,925,3
extractMin,925,16
getMin,926,2
extractMin,926,13
getMin,927,2
extractMin,927,15
getMin,928,1
extractMin,928,2
getMin,929,3
extractMin,929,16
getMin,930,2
extractMin,930,13
getMin,931,2
extractMin,931,15
getMin,932,1
extractMin,932,10
getMin,933,2
extractMin,933,15
getMin,934,1
extractMin,934,12
getMin,935,1
extractMin,935,14
getMin,936,0
extractMin,936,1
getMin,937,5
extractMin,937,16
getMin,938,4
extractMin,938,13
getMin,939,4
extractMin,939,11
getMin,940,3
extractMin,940,10
getMin,941,4
extractMin,941,11
getMin,942,3
extractMin,942,10
getMin,943,3
extractMin,943,14
getMin,944,2
extractMin,944,3
getMin,945,4
extractMin,945,15
getMin,946,3
extractMin,946,12
getMin,947,3
extractMin,947,12
getMin,948,2
extractMin,948,7
getMin,949,3
extractMin,949,14
getMin,950,2
extractMin,950,9
getMin,951,2
extractMin,951,13
getMin,952,1
extractMin,952,4
getMin,953,4
extractMin,953,15
getMin,954,3
extractMin,954,8
getMin,955,3
extractMin,955,14
getMin,956,2
extractMin,956,9
getMin,957,3
extractMin,957,14
getMin,958,2
extractMin,958,11
getMin,959,2
extractMin,959,13
getMin,960,1
extractMin,960,2
getMin,961,3
extractMin,961,14
getMin,962,2
extractMin,962,5
getMin,963,2
extractMin,963,7
getMin,964,1
extractMin,964,2
getMin,965,2
extractMin,965,13
getMin,966,1
extractMin,966,10
getMin,967,1
extractMin,967,12
getMin,968,0
extractMin,968,1
getMin,969,4
extractMin,969,9
getMin,970,3
extractMin,970,10
getMin,971,3
extractMin,971,12
getMin,972,2
extractMin,972,7
getMin,973,3
extractMin,973,12
getMin,974,2
extractMin,974,9
getMin,975,2
extractMin,975,11
getMin,976,1
extractMin,976,4
getMin,977,3
extractMin,977,4
getMin,978,2
extractMin,978,9
getMin,979,2
extractMin,979,11
getMin,980,1
extractMin,980,6
getMin,981,2
extractMin,981,3
getMin,982,1
extractMin,982,8
getMin,983,1
extractMin,983,10
getMin,984,0
extractMin,984,1
getMin,985,3
extractMin,985,10
getMin,986,2
extractMin,986,7
getMin,987,2
extractMin,987,9
getMin,988,1
extractMin,988,4
getMin,989,2
extractMin,989,9
getMin,990,1
extractMin,990,6
getMin,991,1
extractMin,991,8
getMin,992,0
extractMin,992,1
getMin,993,2
extractMin,993,5
getMin,994,1
extractMin,994,2
getMin,995,1
extractMin,995,6
getMin,996,0
extractMin,996,1
getMin,997,1
extractMin,997,4
getMin,998,0
extractMin,998,1
getMin,999,0
extractMin,999,1
