n,rep_id,kruskal_ms,prim_ms
8200,1,26709,3849.96
8200,7,26659.5,3931.13
8200,6,26935.6,3959.29
8200,8,28570.6,3643.45
8200,9,28635.5,3447.44
8200,5,29196.1,5444.33
8200,2,29074.7,6051.42
8200,11,29270.6,6648.31
8200,3,28750.7,8268.56
8200,4,29408.2,7329.63
8200,10,36852.7,13804.3
8300,0,27992.6,3882.23
8300,6,27971,3937.49
8300,1,28199.5,3940.61
8300,7,28231.1,3904.58
8300,2,29468.1,4101.15
8300,8,29727.7,4148.21
8300,3,29891.1,4226.38
8300,9,30013.9,4600.51
8300,11,34535.3,12720.6
8300,10,35036.3,14055.4
8300,5,38989.4,19871.9
8300,4,35133.6,24247.8
8400,7,27394.8,4158.15
8400,0,27430.6,4053.17
8400,1,28034.5,3955.85
8400,6,28443.8,4032.31
8400,8,29182.9,4455.99
8400,2,29588.7,4668.2
8400,9,29409,4620.17
8400,3,29665.6,6215.98
8400,11,42710.4,16198.2
8400,10,42529,18740.2
8400,5,42920.2,19305.9
8400,4,49084.3,13405.1
8500,0,28195.3,3867
8500,7,28439.4,3999.16
8500,1,28532.3,3977.94
8500,6,28379.5,4161.16
8500,9,29425.3,3923.38
8500,3,29898.2,3698.63
8500,2,29981.5,4676.53
8500,8,29880.3,8802.09
8500,10,40651.1,16217.5
8500,4,47823.8,9677.55
8500,11,41726.3,15346.4
8500,5,32616.6,24839.8
8600,0,29900.1,4037.49
8600,6,30094.5,4004.51
8600,7,30172.8,4254.8
8600,9,31191.4,3969.1
8600,1,31879.7,4473.76
8600,2,31744.2,5753.79
8600,3,31228.6,8494.29
8600,8,31782.2,9044.8
8600,4,58157.5,6357.82
8600,10,58893.5,6680.25
8600,11,53916.5,11523.3
8600,5,53408.2,12205.4
8700,6,30242,4408.14
8700,1,30537.2,4402.55
8700,0,30875.2,4273.42
8700,7,31035.2,4269
8700,3,32309.3,4714.53
8700,2,32402,4838.84
8700,8,32420.5,5757.8
8700,9,32375.7,10887
8700,5,61170.9,10037.7
8700,10,53858.7,22698.7
8700,11,58672.4,17697.2
8700,4,50631.7,28964.3
8800,0,30325.4,4705.97
8800,6,31025.8,4618.46
8800,7,31019.4,4609.25
8800,2,31352.8,5386
8800,9,31602.8,5076.46
8800,8,31810.2,5091.07
8800,1,32182.4,7895.48
8800,3,32531.9,12854.5
8800,11,61711.1,2445.32
8800,5,53082.7,12772
8800,4,61696.4,4449.26
8800,10,35830.7,35392.2
8900,7,32853.9,4369.75
8900,6,33037.6,4390.06
8900,0,33180.5,4461.89
8900,2,33207.9,4414.46
8900,1,32920.5,5089.14
8900,8,33523.8,4989.55
8900,9,33354.3,5309.11
8900,3,33320,5604.43
8900,11,35323.8,3910.14
8900,10,35352.3,5530.45
8900,5,36864,13900.2
8900,4,35596.3,17036.3
9000,6,31958.1,4205.56
9000,1,32018.3,4265.37
9000,7,32054.9,4340.3
9000,0,33043.1,4852.89
9000,8,33486.9,5801.75
9000,3,33309.6,6347.6
9000,9,33252,8496.64
9000,2,33279.7,9299.92
9000,4,38338.2,28290.1
9000,5,42250.4,28058.8
9000,10,38682.6,36432.6
9000,11,41480.4,34940.4
9100,6,32956.2,4181.29
9100,3,32678.2,4901.11
9100,0,34033,4411.43
9100,2,33338.5,4863.73
9100,9,34068.9,4823.13
9100,4,33819.6,5384.88
9100,5,34244.5,6720.08
9100,10,34063.8,8836.03
9100,7,33742.1,10950.6
9100,1,33776.3,10797.6
9100,11,33849.2,13107.5
9100,8,33176.7,14862.7
9200,1,33043.1,4896.99
9200,6,33732.6,5020.05
9200,7,33145.6,4774.57
9200,5,35013.3,4691.15
9200,0,34740.6,4919.25
9200,2,34372.9,4814.74
9200,3,34918.9,5384.81
9200,4,34618.4,8908.18
9200,9,34550.8,9216.59
9200,10,34572.5,9996.69
9200,11,34397.9,15174.4
9200,8,34782.1,25653.5
9300,8,34025.2,4871.75
9300,1,33412,4769.51
9300,5,33320.5,4884.03
9300,0,33925.7,4906.55
9300,2,34336.9,5477.52
9300,6,34132.4,4957
9300,7,35418.4,4680.4
9300,3,35057.7,6580.1
9300,4,35282.6,6329.78
9300,11,35425.9,11604.6
9300,10,35668.9,12986.7
9300,9,35069.1,16207
9400,0,33006.8,4760.46
9400,6,33875.1,4424.03
9400,1,33537.4,4326.32
9400,7,33647.7,4399.54
9400,2,35409.1,6961.62
9400,4,35663.9,6188.77
9400,8,36126.6,11893.5
9400,10,36850.2,15680.1
9400,11,36437.7,23975.5
9400,3,36928.1,24739
9400,9,36473.1,27626.1
9400,5,36850.8,27699.8
9500,1,34633.9,4855.53
9500,7,34963.1,5021.98
9500,3,36112.9,5242.51
9500,8,36056.1,5477.36
9500,0,35547.3,5243.47
9500,10,37733,5671.45
9500,6,36462.7,5045
9500,11,37557.3,6256.71
9500,9,36875.8,8026.43
9500,5,38402.5,7560.51
9500,4,38029.1,10462.5
9500,2,37602,15697.4
9600,0,35653.4,4995.58
9600,1,36423.9,4959.68
9600,7,35912.5,5079.2
9600,6,36728.1,5066.66
9600,8,36854.2,7337.98
9600,10,38565,7080.26
9600,9,37438.2,7048.64
9600,11,39337.3,7488.3
9600,3,37287.2,11472.4
9600,4,38929.3,11704.2
9600,2,37559.8,13057.4
9600,5,38738.2,16490.5
9700,1,37167.8,5033.28
9700,7,37117.1,5545.05
9700,2,36936.2,5425.35
9700,8,37563.3,5280.62
9700,9,37572,5346.77
9700,3,37539.4,5600.41
9700,6,37131.8,5598.25
9700,0,37945.1,5470.08
9700,5,39359.3,6043.53
9700,4,38932.6,10246.7
9700,11,38554.6,13350.5
9700,10,39315.3,18370.9
9800,6,39483.3,5181.95
9800,7,39385.4,5273.27
9800,0,39704.2,5211.98
9800,1,39648.6,5258.42
9800,3,41754,5854.39
9800,9,41650.7,6032.19
9800,2,41829.8,5777.65
9800,8,42153.2,6392.05
9800,11,57930.7,28027.6
9800,4,52392.7,31666.8
9800,5,76716.1,15090.9
9800,10,75961.7,19902.4
9900,7,39316.8,5498
9900,6,39301.1,5559.92
9900,0,39501.8,5501.91
9900,1,39041.4,5605.8
9900,3,41527.3,5280.29
9900,2,41370.1,5222.8
9900,9,41515.6,5336.27
9900,8,42066.6,6449.45
9900,5,60122.1,30320.7
9900,11,70129.2,23313.2
9900,10,65201.8,33752.1
9900,4,74557.9,24480.6
10000,0,41440.3,5965.91
10000,7,41781.9,5765.54
10000,6,41754.7,5862.4
10000,1,42765.8,5783.63
10000,2,43385.2,5585.79
10000,3,43877.1,5574.88
10000,9,43207.3,7608.95
10000,8,44545.2,9088.21
10000,11,70593.9,16381.2
10000,10,77438.8,12924.1
10000,4,71299.3,19320
10000,5,71606.5,19007.5
