n;min;p
630000;18;0.5
630000;21;0.5
630000;22;0.5
630000;31;0.5
630000;19;0.5
630000;20;0.5
630000;25;0.5
630000;23;0.5
630000;24;0.5
630000;21;0.5
630000;22;0.5
630000;21;0.5
630000;27;0.5
630000;21;0.5
630000;22;0.5
630000;21;0.5
630000;22;0.5
630000;23;0.5
630000;22;0.5
630000;19;0.5
630000;23;0.5
630000;22;0.5
630000;24;0.5
630000;22;0.5
630000;21;0.5
630000;22;0.5
630000;21;0.5
630000;22;0.5
630000;23;0.5
630000;22;0.5
630000;21;0.5
630000;23;0.5
630000;21;0.5
630000;20;0.5
630000;23;0.5
630000;20;0.5
630000;21;0.5
630000;24;0.5
630000;19;0.5
630000;19;0.5
630000;21;0.5
630000;25;0.5
630000;22;0.5
630000;21;0.5
640000;24;0.5
640000;21;0.5
640000;23;0.5
640000;20;0.5
640000;21;0.5
640000;20;0.5
640000;19;0.5
640000;22;0.5
640000;21;0.5
640000;21;0.5
640000;23;0.5
640000;27;0.5
640000;22;0.5
640000;21;0.5
640000;21;0.5
640000;22;0.5
640000;24;0.5
640000;21;0.5
640000;21;0.5
640000;22;0.5
640000;20;0.5
640000;21;0.5
640000;25;0.5
640000;22;0.5
640000;22;0.5
640000;22;0.5
640000;20;0.5
640000;23;0.5
640000;22;0.5
640000;19;0.5
640000;20;0.5
640000;24;0.5
640000;28;0.5
640000;20;0.5
640000;20;0.5
640000;21;0.5
640000;27;0.5
640000;24;0.5
640000;24;0.5
640000;23;0.5
640000;19;0.5
640000;23;0.5
640000;22;0.5
640000;21;0.5
640000;20;0.5
640000;21;0.5
640000;23;0.5
640000;22;0.5
640000;19;0.5
640000;21;0.5
650000;24;0.5
650000;23;0.5
650000;26;0.5
650000;20;0.5
650000;22;0.5
650000;20;0.5
650000;21;0.5
650000;22;0.5
650000;26;0.5
650000;22;0.5
650000;22;0.5
650000;20;0.5
650000;23;0.5
650000;23;0.5
650000;24;0.5
650000;20;0.5
650000;25;0.5
650000;24;0.5
650000;25;0.5
650000;20;0.5
650000;22;0.5
650000;22;0.5
650000;20;0.5
650000;21;0.5
650000;20;0.5
650000;21;0.5
650000;23;0.5
650000;21;0.5
650000;20;0.5
650000;19;0.5
650000;21;0.5
650000;22;0.5
650000;20;0.5
650000;20;0.5
650000;24;0.5
650000;20;0.5
650000;20;0.5
650000;22;0.5
650000;22;0.5
650000;22;0.5
650000;20;0.5
650000;25;0.5
650000;19;0.5
650000;20;0.5
650000;23;0.5
650000;19;0.5
650000;23;0.5
650000;22;0.5
650000;20;0.5
650000;22;0.5
660000;22;0.5
660000;22;0.5
660000;21;0.5
660000;20;0.5
660000;22;0.5
660000;22;0.5
660000;26;0.5
660000;22;0.5
660000;21;0.5
660000;23;0.5
660000;24;0.5
660000;19;0.5
660000;21;0.5
660000;20;0.5
660000;26;0.5
660000;25;0.5
660000;21;0.5
660000;23;0.5
660000;18;0.5
660000;20;0.5
660000;20;0.5
660000;20;0.5
660000;22;0.5
660000;21;0.5
660000;20;0.5
660000;23;0.5
660000;20;0.5
660000;22;0.5
660000;22;0.5
660000;19;0.5
660000;19;0.5
660000;20;0.5
660000;22;0.5
660000;20;0.5
660000;23;0.5
660000;21;0.5
660000;22;0.5
660000;20;0.5
660000;21;0.5
660000;20;0.5
660000;25;0.5
660000;20;0.5
660000;30;0.5
660000;21;0.5
660000;21;0.5
660000;19;0.5
660000;23;0.5
660000;22;0.5
660000;21;0.5
660000;22;0.5
670000;20;0.5
670000;21;0.5
670000;20;0.5
670000;24;0.5
670000;20;0.5
670000;24;0.5
670000;21;0.5
670000;21;0.5
670000;21;0.5
670000;20;0.5
670000;21;0.5
670000;19;0.5
670000;21;0.5
670000;23;0.5
670000;21;0.5
670000;22;0.5
670000;24;0.5
670000;21;0.5
670000;20;0.5
670000;22;0.5
670000;20;0.5
670000;21;0.5
670000;21;0.5
670000;25;0.5
670000;26;0.5
670000;20;0.5
670000;22;0.5
670000;20;0.5
670000;24;0.5
670000;22;0.5
670000;24;0.5
670000;21;0.5
670000;22;0.5
670000;20;0.5
670000;20;0.5
670000;20;0.5
670000;22;0.5
670000;21;0.5
670000;18;0.5
670000;21;0.5
670000;21;0.5
670000;23;0.5
670000;23;0.5
670000;29;0.5
670000;23;0.5
670000;20;0.5
670000;24;0.5
670000;20;0.5
670000;24;0.5
670000;22;0.5
680000;21;0.5
680000;20;0.5
680000;21;0.5
680000;21;0.5
680000;22;0.5
680000;22;0.5
680000;21;0.5
680000;20;0.5
680000;30;0.5
680000;27;0.5
680000;21;0.5
680000;25;0.5
680000;23;0.5
680000;23;0.5
680000;24;0.5
680000;19;0.5
680000;22;0.5
680000;24;0.5
680000;23;0.5
680000;23;0.5
680000;21;0.5
680000;20;0.5
680000;22;0.5
680000;20;0.5
680000;20;0.5
680000;20;0.5
680000;21;0.5
680000;20;0.5
680000;22;0.5
680000;22;0.5
680000;25;0.5
680000;20;0.5
680000;23;0.5
680000;23;0.5
680000;22;0.5
680000;20;0.5
680000;22;0.5
680000;20;0.5
680000;20;0.5
680000;21;0.5
680000;23;0.5
680000;18;0.5
680000;32;0.5
680000;21;0.5
680000;25;0.5
680000;22;0.5
680000;22;0.5
680000;21;0.5
680000;23;0.5
680000;20;0.5
690000;22;0.5
690000;23;0.5
690000;22;0.5
690000;21;0.5
690000;22;0.5
690000;22;0.5
690000;21;0.5
690000;20;0.5
690000;22;0.5
690000;21;0.5
690000;22;0.5
690000;21;0.5
690000;21;0.5
690000;22;0.5
690000;26;0.5
690000;22;0.5
690000;22;0.5
690000;23;0.5
690000;20;0.5
690000;23;0.5
690000;23;0.5
690000;21;0.5
690000;24;0.5
690000;19;0.5
690000;23;0.5
690000;20;0.5
690000;20;0.5
690000;22;0.5
690000;26;0.5
690000;21;0.5
690000;24;0.5
690000;22;0.5
690000;20;0.5
690000;21;0.5
690000;22;0.5
690000;23;0.5
690000;24;0.5
690000;24;0.5
690000;21;0.5
690000;24;0.5
690000;19;0.5
690000;22;0.5
690000;20;0.5
690000;25;0.5
690000;20;0.5
690000;22;0.5
690000;21;0.5
690000;21;0.5
690000;22;0.5
690000;23;0.5
700000;21;0.5
700000;25;0.5
700000;22;0.5
700000;21;0.5
700000;20;0.5
700000;21;0.5
700000;20;0.5
700000;21;0.5
700000;21;0.5
700000;19;0.5
700000;21;0.5
700000;22;0.5
700000;22;0.5
700000;21;0.5
700000;25;0.5
700000;23;0.5
700000;21;0.5
700000;20;0.5
700000;23;0.5
700000;21;0.5
700000;18;0.5
700000;23;0.5
700000;25;0.5
700000;20;0.5
700000;23;0.5
700000;25;0.5
700000;20;0.5
700000;21;0.5
700000;20;0.5
700000;24;0.5
700000;25;0.5
700000;19;0.5
700000;25;0.5
700000;24;0.5
700000;21;0.5
700000;20;0.5
700000;20;0.5
700000;21;0.5
700000;22;0.5
700000;21;0.5
700000;20;0.5
700000;22;0.5
700000;20;0.5
700000;21;0.5
700000;21;0.5
700000;22;0.5
700000;22;0.5
700000;24;0.5
700000;23;0.5
700000;21;0.5
710000;22;0.5
710000;22;0.5
710000;20;0.5
710000;21;0.5
710000;21;0.5
710000;21;0.5
710000;26;0.5
710000;30;0.5
710000;25;0.5
710000;22;0.5
710000;24;0.5
710000;20;0.5
710000;20;0.5
710000;22;0.5
710000;21;0.5
710000;22;0.5
710000;22;0.5
710000;20;0.5
710000;22;0.5
710000;21;0.5
710000;21;0.5
710000;21;0.5
710000;22;0.5
710000;22;0.5
710000;24;0.5
710000;22;0.5
710000;26;0.5
710000;22;0.5
710000;27;0.5
710000;21;0.5
710000;20;0.5
710000;23;0.5
710000;26;0.5
710000;19;0.5
710000;21;0.5
710000;23;0.5
710000;22;0.5
710000;18;0.5
710000;21;0.5
710000;22;0.5
710000;22;0.5
710000;23;0.5
710000;25;0.5
710000;29;0.5
710000;22;0.5
710000;21;0.5
710000;21;0.5
710000;25;0.5
710000;21;0.5
710000;20;0.5
720000;22;0.5
720000;21;0.5
720000;19;0.5
720000;20;0.5
720000;20;0.5
720000;21;0.5
720000;20;0.5
720000;19;0.5
720000;22;0.5
720000;22;0.5
720000;19;0.5
720000;20;0.5
720000;22;0.5
720000;19;0.5
720000;20;0.5
720000;24;0.5
720000;23;0.5
720000;23;0.5
720000;22;0.5
720000;21;0.5
720000;27;0.5
720000;22;0.5
720000;22;0.5
720000;29;0.5
720000;20;0.5
720000;21;0.5
720000;23;0.5
720000;19;0.5
720000;22;0.5
720000;24;0.5
720000;23;0.5
720000;21;0.5
720000;25;0.5
720000;25;0.5
720000;20;0.5
720000;20;0.5
720000;24;0.5
720000;19;0.5
720000;20;0.5
720000;21;0.5
720000;21;0.5
720000;22;0.5
720000;22;0.5
720000;23;0.5
720000;26;0.5
720000;23;0.5
720000;21;0.5
720000;21;0.5
720000;22;0.5
720000;22;0.5
730000;24;0.5
730000;21;0.5
730000;23;0.5
730000;25;0.5
730000;25;0.5
730000;21;0.5
730000;23;0.5
730000;23;0.5
730000;20;0.5
730000;22;0.5
730000;25;0.5
730000;23;0.5
730000;20;0.5
730000;22;0.5
730000;22;0.5
730000;21;0.5
730000;21;0.5
730000;23;0.5
730000;21;0.5
730000;21;0.5
730000;23;0.5
730000;20;0.5
730000;19;0.5
730000;21;0.5
730000;20;0.5
730000;22;0.5
730000;21;0.5
730000;21;0.5
730000;24;0.5
730000;21;0.5
730000;19;0.5
730000;20;0.5
730000;23;0.5
730000;19;0.5
730000;23;0.5
730000;20;0.5
730000;23;0.5
730000;25;0.5
730000;20;0.5
730000;23;0.5
730000;21;0.5
730000;19;0.5
730000;21;0.5
730000;20;0.5
730000;21;0.5
730000;25;0.5
730000;22;0.5
730000;25;0.5
730000;21;0.5
730000;24;0.5
740000;22;0.5
740000;23;0.5
740000;23;0.5
740000;23;0.5
740000;22;0.5
740000;23;0.5
740000;28;0.5
740000;23;0.5
740000;20;0.5
740000;21;0.5
740000;21;0.5
740000;22;0.5
740000;28;0.5
740000;23;0.5
740000;32;0.5
740000;22;0.5
740000;23;0.5
740000;20;0.5
740000;25;0.5
740000;21;0.5
740000;22;0.5
740000;21;0.5
740000;24;0.5
740000;20;0.5
740000;20;0.5
740000;22;0.5
740000;21;0.5
740000;22;0.5
740000;22;0.5
740000;20;0.5
740000;22;0.5
740000;20;0.5
740000;22;0.5
740000;22;0.5
740000;20;0.5
740000;19;0.5
740000;27;0.5
740000;25;0.5
740000;19;0.5
740000;20;0.5
740000;23;0.5
740000;20;0.5
740000;19;0.5
740000;21;0.5
740000;22;0.5
740000;19;0.5
740000;22;0.5
740000;19;0.5
740000;24;0.5
740000;20;0.5
750000;21;0.5
750000;24;0.5
750000;21;0.5
750000;22;0.5
750000;26;0.5
750000;24;0.5
750000;20;0.5
750000;22;0.5
750000;26;0.5
750000;24;0.5
750000;22;0.5
750000;20;0.5
750000;22;0.5
750000;23;0.5
750000;26;0.5
750000;20;0.5
750000;26;0.5
750000;21;0.5
750000;19;0.5
750000;24;0.5
750000;21;0.5
750000;21;0.5
750000;24;0.5
750000;21;0.5
750000;24;0.5
750000;25;0.5
750000;23;0.5
750000;22;0.5
750000;22;0.5
750000;21;0.5
750000;23;0.5
750000;19;0.5
750000;23;0.5
750000;22;0.5
750000;19;0.5
750000;24;0.5
750000;21;0.5
750000;20;0.5
750000;26;0.5
750000;22;0.5
750000;21;0.5
750000;26;0.5
750000;20;0.5
750000;21;0.5
750000;23;0.5
750000;21;0.5
750000;22;0.5
750000;21;0.5
750000;22;0.5
750000;23;0.5
760000;20;0.5
760000;22;0.5
760000;22;0.5
760000;21;0.5
760000;21;0.5
760000;20;0.5
760000;22;0.5
760000;24;0.5
760000;22;0.5
760000;26;0.5
760000;21;0.5
760000;21;0.5
760000;21;0.5
760000;21;0.5
760000;21;0.5
760000;19;0.5
760000;20;0.5
760000;20;0.5
760000;19;0.5
760000;22;0.5
760000;22;0.5
760000;24;0.5
760000;26;0.5
760000;22;0.5
760000;21;0.5
760000;22;0.5
760000;20;0.5
760000;21;0.5
760000;21;0.5
760000;21;0.5
760000;23;0.5
760000;24;0.5
760000;23;0.5
760000;22;0.5
760000;22;0.5
760000;21;0.5
760000;22;0.5
760000;21;0.5
760000;23;0.5
760000;24;0.5
760000;21;0.5
760000;22;0.5
760000;22;0.5
760000;21;0.5
760000;21;0.5
760000;24;0.5
760000;21;0.5
760000;20;0.5
760000;20;0.5
760000;23;0.5
770000;21;0.5
770000;22;0.5
770000;22;0.5
770000;20;0.5
770000;20;0.5
770000;21;0.5
770000;22;0.5
770000;21;0.5
770000;21;0.5
770000;21;0.5
770000;23;0.5
770000;24;0.5
770000;22;0.5
770000;22;0.5
770000;19;0.5
770000;20;0.5
770000;21;0.5
770000;24;0.5
770000;20;0.5
770000;21;0.5
770000;25;0.5
770000;20;0.5
770000;22;0.5
770000;19;0.5
770000;21;0.5
770000;21;0.5
770000;24;0.5
770000;21;0.5
770000;21;0.5
770000;24;0.5
770000;23;0.5
770000;23;0.5
770000;21;0.5
770000;22;0.5
770000;24;0.5
770000;21;0.5
770000;21;0.5
770000;20;0.5
770000;23;0.5
770000;22;0.5
770000;24;0.5
770000;23;0.5
770000;22;0.5
770000;21;0.5
770000;22;0.5
770000;19;0.5
770000;31;0.5
770000;21;0.5
770000;20;0.5
770000;24;0.5
780000;22;0.5
780000;21;0.5
780000;21;0.5
780000;20;0.5
780000;20;0.5
780000;24;0.5
780000;22;0.5
780000;21;0.5
780000;21;0.5
780000;22;0.5
780000;23;0.5
780000;21;0.5
780000;23;0.5
780000;21;0.5
780000;21;0.5
780000;22;0.5
780000;20;0.5
780000;22;0.5
780000;25;0.5
780000;20;0.5
780000;21;0.5
780000;20;0.5
780000;21;0.5
780000;23;0.5
780000;27;0.5
780000;23;0.5
780000;21;0.5
780000;24;0.5
780000;20;0.5
780000;21;0.5
780000;21;0.5
780000;21;0.5
780000;24;0.5
780000;22;0.5
780000;28;0.5
780000;21;0.5
780000;21;0.5
780000;22;0.5
780000;24;0.5
780000;20;0.5
780000;21;0.5
780000;22;0.5
780000;21;0.5
780000;23;0.5
780000;21;0.5
780000;20;0.5
780000;22;0.5
780000;20;0.5
780000;21;0.5
780000;21;0.5
790000;21;0.5
790000;23;0.5
790000;23;0.5
790000;21;0.5
790000;22;0.5
790000;21;0.5
790000;22;0.5
790000;24;0.5
790000;21;0.5
790000;20;0.5
790000;22;0.5
790000;21;0.5
790000;22;0.5
790000;23;0.5
790000;24;0.5
790000;24;0.5
790000;21;0.5
790000;23;0.5
790000;23;0.5
790000;20;0.5
790000;22;0.5
790000;20;0.5
790000;20;0.5
790000;21;0.5
790000;24;0.5
790000;21;0.5
790000;23;0.5
790000;22;0.5
790000;20;0.5
790000;24;0.5
790000;20;0.5
790000;23;0.5
790000;21;0.5
790000;22;0.5
790000;22;0.5
790000;23;0.5
790000;21;0.5
790000;22;0.5
790000;20;0.5
790000;21;0.5
790000;21;0.5
790000;23;0.5
790000;20;0.5
790000;25;0.5
790000;20;0.5
790000;22;0.5
790000;24;0.5
790000;21;0.5
790000;25;0.5
790000;20;0.5
800000;19;0.5
800000;23;0.5
800000;21;0.5
800000;22;0.5
800000;20;0.5
800000;22;0.5
800000;24;0.5
800000;22;0.5
800000;26;0.5
800000;21;0.5
800000;22;0.5
800000;20;0.5
800000;22;0.5
800000;22;0.5
800000;19;0.5
800000;22;0.5
800000;20;0.5
800000;21;0.5
800000;21;0.5
800000;21;0.5
800000;20;0.5
800000;23;0.5
800000;23;0.5
800000;21;0.5
800000;22;0.5
800000;22;0.5
800000;23;0.5
800000;19;0.5
800000;19;0.5
800000;20;0.5
800000;22;0.5
800000;22;0.5
800000;23;0.5
800000;23;0.5
800000;27;0.5
800000;27;0.5
800000;21;0.5
800000;19;0.5
800000;22;0.5
800000;24;0.5
800000;21;0.5
800000;22;0.5
800000;25;0.5
800000;21;0.5
800000;28;0.5
800000;24;0.5
800000;22;0.5
800000;20;0.5
800000;20;0.5
800000;25;0.5
810000;23;0.5
810000;20;0.5
810000;21;0.5
810000;20;0.5
810000;23;0.5
810000;24;0.5
810000;21;0.5
810000;20;0.5
810000;25;0.5
810000;21;0.5
810000;21;0.5
810000;21;0.5
810000;22;0.5
810000;20;0.5
810000;25;0.5
810000;30;0.5
810000;22;0.5
810000;22;0.5
810000;20;0.5
810000;23;0.5
810000;24;0.5
810000;21;0.5
810000;22;0.5
810000;23;0.5
810000;21;0.5
810000;24;0.5
810000;20;0.5
810000;20;0.5
810000;22;0.5
810000;24;0.5
810000;22;0.5
810000;19;0.5
810000;22;0.5
810000;23;0.5
810000;31;0.5
810000;22;0.5
810000;21;0.5
810000;22;0.5
810000;26;0.5
810000;21;0.5
810000;19;0.5
810000;23;0.5
810000;22;0.5
810000;25;0.5
810000;21;0.5
810000;22;0.5
810000;21;0.5
810000;19;0.5
810000;21;0.5
810000;22;0.5
820000;21;0.5
820000;21;0.5
820000;25;0.5
820000;21;0.5
820000;23;0.5
820000;20;0.5
820000;27;0.5
820000;21;0.5
820000;21;0.5
820000;18;0.5
820000;21;0.5
820000;24;0.5
820000;23;0.5
820000;22;0.5
820000;27;0.5
820000;20;0.5
820000;20;0.5
820000;24;0.5
820000;19;0.5
820000;21;0.5
820000;22;0.5
820000;19;0.5
820000;31;0.5
820000;27;0.5
820000;20;0.5
820000;20;0.5
820000;21;0.5
820000;22;0.5
820000;19;0.5
820000;26;0.5
820000;23;0.5
820000;23;0.5
820000;21;0.5
820000;24;0.5
820000;21;0.5
820000;22;0.5
820000;23;0.5
820000;23;0.5
820000;21;0.5
820000;23;0.5
820000;21;0.5
820000;21;0.5
820000;22;0.5
820000;24;0.5
820000;23;0.5
820000;24;0.5
820000;24;0.5
820000;21;0.5
820000;21;0.5
820000;20;0.5
830000;24;0.5
830000;20;0.5
830000;21;0.5
830000;20;0.5
830000;22;0.5
830000;22;0.5
830000;26;0.5
830000;23;0.5
830000;25;0.5
830000;24;0.5
830000;22;0.5
830000;21;0.5
830000;22;0.5
830000;23;0.5
830000;23;0.5
830000;23;0.5
830000;21;0.5
830000;22;0.5
830000;23;0.5
830000;23;0.5
830000;19;0.5
830000;21;0.5
830000;20;0.5
830000;23;0.5
830000;22;0.5
830000;23;0.5
830000;21;0.5
830000;23;0.5
830000;22;0.5
830000;25;0.5
830000;20;0.5
830000;26;0.5
830000;23;0.5
830000;23;0.5
830000;21;0.5
830000;23;0.5
830000;19;0.5
830000;22;0.5
830000;23;0.5
830000;21;0.5
830000;21;0.5
830000;22;0.5
830000;24;0.5
830000;20;0.5
830000;21;0.5
830000;23;0.5
830000;20;0.5
830000;21;0.5
830000;23;0.5
830000;25;0.5
840000;21;0.5
840000;21;0.5
840000;21;0.5
840000;23;0.5
840000;21;0.5
840000;22;0.5
840000;24;0.5
840000;24;0.5
840000;20;0.5
840000;21;0.5
840000;20;0.5
840000;20;0.5
840000;21;0.5
840000;25;0.5
840000;20;0.5
840000;26;0.5
840000;24;0.5
840000;26;0.5
840000;21;0.5
840000;23;0.5
840000;23;0.5
840000;20;0.5
840000;22;0.5
840000;24;0.5
840000;26;0.5
840000;20;0.5
840000;22;0.5
840000;22;0.5
840000;21;0.5
840000;22;0.5
840000;21;0.5
840000;20;0.5
840000;24;0.5
840000;21;0.5
840000;20;0.5
840000;21;0.5
840000;24;0.5
840000;25;0.5
840000;22;0.5
840000;20;0.5
840000;21;0.5
840000;22;0.5
840000;21;0.5
840000;23;0.5
840000;22;0.5
840000;21;0.5
840000;21;0.5
840000;22;0.5
840000;21;0.5
840000;22;0.5
850000;24;0.5
850000;25;0.5
850000;24;0.5
850000;26;0.5
850000;23;0.5
850000;21;0.5
850000;21;0.5
850000;20;0.5
850000;21;0.5
850000;24;0.5
850000;20;0.5
850000;21;0.5
850000;20;0.5
850000;29;0.5
850000;22;0.5
850000;22;0.5
850000;19;0.5
850000;24;0.5
850000;20;0.5
850000;23;0.5
850000;21;0.5
850000;19;0.5
850000;20;0.5
850000;20;0.5
850000;19;0.5
850000;19;0.5
850000;20;0.5
850000;20;0.5
850000;20;0.5
850000;23;0.5
850000;24;0.5
850000;22;0.5
850000;21;0.5
850000;23;0.5
850000;24;0.5
850000;22;0.5
850000;27;0.5
850000;22;0.5
850000;22;0.5
850000;20;0.5
850000;20;0.5
850000;22;0.5
850000;25;0.5
850000;20;0.5
850000;21;0.5
850000;22;0.5
850000;21;0.5
850000;20;0.5
850000;20;0.5
850000;22;0.5
860000;21;0.5
860000;23;0.5
860000;22;0.5
860000;23;0.5
860000;24;0.5
860000;21;0.5
860000;21;0.5
860000;21;0.5
860000;23;0.5
860000;21;0.5
860000;23;0.5
860000;21;0.5
860000;27;0.5
860000;22;0.5
860000;26;0.5
860000;25;0.5
860000;21;0.5
860000;21;0.5
860000;20;0.5
860000;23;0.5
860000;22;0.5
860000;21;0.5
860000;19;0.5
860000;23;0.5
860000;22;0.5
860000;23;0.5
860000;26;0.5
860000;27;0.5
860000;22;0.5
860000;20;0.5
860000;21;0.5
860000;26;0.5
860000;22;0.5
860000;26;0.5
860000;21;0.5
860000;22;0.5
860000;23;0.5
860000;20;0.5
860000;21;0.5
860000;21;0.5
860000;22;0.5
860000;22;0.5
860000;22;0.5
860000;19;0.5
860000;25;0.5
860000;21;0.5
860000;21;0.5
860000;21;0.5
860000;27;0.5
860000;19;0.5
870000;20;0.5
870000;21;0.5
870000;25;0.5
870000;22;0.5
870000;22;0.5
870000;22;0.5
870000;23;0.5
870000;22;0.5
870000;23;0.5
870000;21;0.5
870000;25;0.5
870000;22;0.5
870000;21;0.5
870000;22;0.5
870000;20;0.5
870000;20;0.5
870000;20;0.5
870000;21;0.5
870000;20;0.5
870000;20;0.5
870000;20;0.5
870000;22;0.5
870000;20;0.5
870000;23;0.5
870000;24;0.5
870000;20;0.5
870000;24;0.5
870000;23;0.5
870000;22;0.5
870000;21;0.5
870000;21;0.5
870000;23;0.5
870000;21;0.5
870000;23;0.5
870000;23;0.5
870000;21;0.5
870000;24;0.5
870000;22;0.5
870000;21;0.5
870000;26;0.5
870000;25;0.5
870000;22;0.5
870000;22;0.5
870000;21;0.5
870000;23;0.5
870000;27;0.5
870000;21;0.5
870000;22;0.5
870000;25;0.5
870000;24;0.5
880000;23;0.5
880000;26;0.5
880000;21;0.5
880000;23;0.5
880000;22;0.5
880000;24;0.5
880000;20;0.5
880000;20;0.5
880000;24;0.5
880000;20;0.5
880000;20;0.5
880000;23;0.5
880000;21;0.5
880000;23;0.5
880000;20;0.5
880000;20;0.5
880000;25;0.5
880000;22;0.5
880000;25;0.5
880000;23;0.5
880000;22;0.5
880000;23;0.5
880000;22;0.5
880000;22;0.5
880000;23;0.5
880000;22;0.5
880000;23;0.5
880000;26;0.5
880000;20;0.5
880000;20;0.5
880000;21;0.5
880000;23;0.5
880000;21;0.5
880000;22;0.5
880000;21;0.5
880000;21;0.5
880000;21;0.5
880000;21;0.5
880000;20;0.5
880000;21;0.5
880000;23;0.5
880000;20;0.5
880000;25;0.5
880000;22;0.5
880000;23;0.5
880000;21;0.5
880000;24;0.5
880000;22;0.5
880000;22;0.5
880000;24;0.5
890000;22;0.5
890000;21;0.5
890000;24;0.5
890000;21;0.5
890000;23;0.5
890000;21;0.5
890000;23;0.5
890000;21;0.5
890000;23;0.5
890000;21;0.5
890000;23;0.5
890000;22;0.5
890000;21;0.5
890000;20;0.5
890000;21;0.5
890000;25;0.5
890000;23;0.5
890000;19;0.5
890000;23;0.5
890000;21;0.5
890000;21;0.5
890000;26;0.5
890000;22;0.5
890000;24;0.5
890000;25;0.5
890000;30;0.5
890000;24;0.5
890000;21;0.5
890000;22;0.5
890000;22;0.5
890000;19;0.5
890000;21;0.5
890000;20;0.5
890000;23;0.5
890000;23;0.5
890000;24;0.5
890000;24;0.5
890000;22;0.5
890000;21;0.5
890000;23;0.5
890000;21;0.5
890000;22;0.5
890000;21;0.5
890000;21;0.5
890000;22;0.5
890000;21;0.5
890000;25;0.5
890000;23;0.5
890000;22;0.5
890000;21;0.5
900000;22;0.5
900000;22;0.5
900000;25;0.5
900000;22;0.5
900000;21;0.5
900000;22;0.5
900000;24;0.5
900000;21;0.5
900000;21;0.5
900000;25;0.5
900000;19;0.5
900000;20;0.5
900000;22;0.5
900000;25;0.5
900000;22;0.5
900000;23;0.5
900000;19;0.5
900000;20;0.5
900000;24;0.5
900000;22;0.5
900000;23;0.5
900000;23;0.5
900000;23;0.5
900000;21;0.5
900000;19;0.5
900000;23;0.5
900000;23;0.5
900000;21;0.5
900000;22;0.5
900000;21;0.5
900000;22;0.5
900000;23;0.5
900000;22;0.5
900000;26;0.5
900000;22;0.5
900000;19;0.5
900000;22;0.5
900000;23;0.5
900000;21;0.5
900000;21;0.5
900000;21;0.5
900000;23;0.5
900000;20;0.5
900000;24;0.5
900000;21;0.5
900000;21;0.5
900000;23;0.5
900000;24;0.5
900000;24;0.5
900000;20;0.5
910000;22;0.5
910000;21;0.5
910000;25;0.5
910000;27;0.5
910000;23;0.5
910000;21;0.5
910000;21;0.5
910000;24;0.5
910000;22;0.5
910000;23;0.5
910000;21;0.5
910000;21;0.5
910000;20;0.5
910000;22;0.5
910000;24;0.5
910000;23;0.5
910000;25;0.5
910000;22;0.5
910000;20;0.5
910000;22;0.5
910000;20;0.5
910000;23;0.5
910000;20;0.5
910000;22;0.5
910000;24;0.5
910000;24;0.5
910000;22;0.5
910000;22;0.5
910000;21;0.5
910000;22;0.5
910000;22;0.5
910000;22;0.5
910000;24;0.5
910000;23;0.5
910000;20;0.5
910000;24;0.5
910000;22;0.5
910000;24;0.5
910000;22;0.5
910000;20;0.5
910000;22;0.5
910000;24;0.5
910000;28;0.5
910000;24;0.5
910000;21;0.5
910000;21;0.5
910000;23;0.5
910000;22;0.5
910000;23;0.5
910000;22;0.5
920000;22;0.5
920000;21;0.5
920000;23;0.5
920000;22;0.5
920000;21;0.5
920000;22;0.5
920000;21;0.5
920000;22;0.5
920000;23;0.5
920000;24;0.5
920000;22;0.5
920000;25;0.5
920000;22;0.5
920000;22;0.5
920000;23;0.5
920000;22;0.5
920000;20;0.5
920000;21;0.5
920000;25;0.5
920000;22;0.5
920000;23;0.5
920000;21;0.5
920000;22;0.5
920000;22;0.5
920000;21;0.5
920000;21;0.5
920000;21;0.5
920000;22;0.5
920000;20;0.5
920000;23;0.5
920000;20;0.5
920000;24;0.5
920000;24;0.5
920000;22;0.5
920000;21;0.5
920000;21;0.5
920000;21;0.5
920000;22;0.5
920000;22;0.5
920000;21;0.5
920000;19;0.5
920000;21;0.5
920000;22;0.5
920000;21;0.5
920000;20;0.5
920000;21;0.5
920000;19;0.5
920000;25;0.5
920000;19;0.5
920000;21;0.5
930000;21;0.5
930000;20;0.5
930000;21;0.5
930000;22;0.5
930000;21;0.5
930000;25;0.5
930000;25;0.5
930000;21;0.5
930000;25;0.5
930000;23;0.5
930000;22;0.5
930000;21;0.5
930000;26;0.5
930000;25;0.5
930000;21;0.5
930000;25;0.5
930000;21;0.5
930000;19;0.5
930000;25;0.5
930000;22;0.5
930000;24;0.5
930000;22;0.5
930000;23;0.5
930000;22;0.5
930000;22;0.5
930000;23;0.5
930000;21;0.5
930000;19;0.5
930000;23;0.5
930000;22;0.5
930000;24;0.5
930000;22;0.5
930000;21;0.5
930000;23;0.5
930000;24;0.5
930000;25;0.5
930000;22;0.5
930000;20;0.5
930000;23;0.5
930000;20;0.5
930000;21;0.5
930000;24;0.5
930000;21;0.5
930000;19;0.5
930000;21;0.5
930000;24;0.5
930000;23;0.5
930000;21;0.5
930000;21;0.5
930000;25;0.5
940000;24;0.5
940000;26;0.5
940000;30;0.5
940000;25;0.5
940000;22;0.5
940000;22;0.5
940000;20;0.5
940000;22;0.5
940000;21;0.5
940000;22;0.5
