n;min;p
320000;23;0.5
320000;20;0.5
320000;21;0.5
320000;23;0.5
320000;23;0.5
320000;22;0.5
320000;20;0.5
320000;21;0.5
320000;22;0.5
320000;19;0.5
320000;19;0.5
320000;22;0.5
320000;23;0.5
320000;19;0.5
320000;21;0.5
320000;20;0.5
320000;19;0.5
320000;18;0.5
320000;20;0.5
320000;19;0.5
320000;22;0.5
320000;19;0.5
320000;26;0.5
320000;23;0.5
320000;29;0.5
320000;22;0.5
320000;19;0.5
320000;21;0.5
320000;20;0.5
320000;21;0.5
320000;22;0.5
320000;21;0.5
320000;22;0.5
320000;22;0.5
320000;22;0.5
320000;21;0.5
320000;18;0.5
320000;22;0.5
320000;20;0.5
320000;18;0.5
320000;24;0.5
320000;21;0.5
320000;21;0.5
320000;20;0.5
320000;20;0.5
320000;18;0.5
320000;18;0.5
320000;26;0.5
330000;18;0.5
330000;21;0.5
330000;22;0.5
330000;22;0.5
330000;21;0.5
330000;21;0.5
330000;20;0.5
330000;20;0.5
330000;21;0.5
330000;20;0.5
330000;21;0.5
330000;20;0.5
330000;23;0.5
330000;22;0.5
330000;21;0.5
330000;19;0.5
330000;21;0.5
330000;21;0.5
330000;22;0.5
330000;21;0.5
330000;19;0.5
330000;20;0.5
330000;21;0.5
330000;20;0.5
330000;20;0.5
330000;20;0.5
330000;25;0.5
330000;20;0.5
330000;20;0.5
330000;20;0.5
330000;18;0.5
330000;19;0.5
330000;19;0.5
330000;18;0.5
330000;20;0.5
330000;20;0.5
330000;21;0.5
330000;20;0.5
330000;20;0.5
330000;20;0.5
330000;19;0.5
330000;23;0.5
330000;20;0.5
330000;20;0.5
330000;26;0.5
330000;19;0.5
330000;23;0.5
330000;19;0.5
330000;21;0.5
330000;23;0.5
340000;20;0.5
340000;20;0.5
340000;22;0.5
340000;19;0.5
340000;17;0.5
340000;20;0.5
340000;19;0.5
340000;21;0.5
340000;20;0.5
340000;21;0.5
340000;20;0.5
340000;20;0.5
340000;22;0.5
340000;20;0.5
340000;20;0.5
340000;21;0.5
340000;20;0.5
340000;23;0.5
340000;20;0.5
340000;21;0.5
340000;21;0.5
340000;21;0.5
340000;20;0.5
340000;20;0.5
340000;18;0.5
340000;26;0.5
340000;20;0.5
340000;20;0.5
340000;17;0.5
340000;21;0.5
340000;22;0.5
340000;21;0.5
340000;19;0.5
340000;21;0.5
340000;18;0.5
340000;23;0.5
340000;21;0.5
340000;21;0.5
340000;20;0.5
340000;20;0.5
340000;23;0.5
340000;22;0.5
340000;20;0.5
340000;19;0.5
340000;24;0.5
340000;20;0.5
340000;23;0.5
340000;18;0.5
340000;20;0.5
340000;19;0.5
350000;20;0.5
350000;21;0.5
350000;19;0.5
350000;19;0.5
350000;26;0.5
350000;20;0.5
350000;18;0.5
350000;19;0.5
350000;25;0.5
350000;19;0.5
350000;23;0.5
350000;21;0.5
350000;19;0.5
350000;21;0.5
350000;19;0.5
350000;19;0.5
350000;20;0.5
350000;23;0.5
350000;21;0.5
350000;19;0.5
350000;22;0.5
350000;21;0.5
350000;20;0.5
350000;23;0.5
350000;20;0.5
350000;22;0.5
350000;19;0.5
350000;19;0.5
350000;22;0.5
350000;20;0.5
350000;21;0.5
350000;20;0.5
350000;21;0.5
350000;23;0.5
350000;18;0.5
350000;19;0.5
350000;19;0.5
350000;21;0.5
350000;20;0.5
350000;21;0.5
350000;18;0.5
350000;24;0.5
350000;23;0.5
350000;20;0.5
350000;22;0.5
350000;19;0.5
350000;20;0.5
350000;19;0.5
350000;19;0.5
350000;19;0.5
360000;23;0.5
360000;24;0.5
360000;21;0.5
360000;20;0.5
360000;19;0.5
360000;20;0.5
360000;21;0.5
360000;19;0.5
360000;19;0.5
360000;19;0.5
360000;24;0.5
360000;22;0.5
360000;20;0.5
360000;23;0.5
360000;20;0.5
360000;21;0.5
360000;20;0.5
360000;24;0.5
360000;20;0.5
360000;26;0.5
360000;19;0.5
360000;21;0.5
360000;20;0.5
360000;19;0.5
360000;19;0.5
360000;20;0.5
360000;19;0.5
360000;19;0.5
360000;20;0.5
360000;23;0.5
360000;21;0.5
360000;24;0.5
360000;20;0.5
360000;21;0.5
360000;20;0.5
360000;24;0.5
360000;20;0.5
360000;22;0.5
360000;31;0.5
360000;21;0.5
360000;20;0.5
360000;24;0.5
360000;20;0.5
360000;22;0.5
360000;21;0.5
360000;19;0.5
360000;19;0.5
360000;19;0.5
360000;21;0.5
360000;20;0.5
370000;19;0.5
370000;19;0.5
370000;20;0.5
370000;20;0.5
370000;21;0.5
370000;19;0.5
370000;22;0.5
370000;19;0.5
370000;21;0.5
370000;20;0.5
370000;18;0.5
370000;21;0.5
370000;19;0.5
370000;19;0.5
370000;23;0.5
370000;20;0.5
370000;19;0.5
370000;20;0.5
370000;20;0.5
370000;19;0.5
370000;20;0.5
370000;20;0.5
370000;19;0.5
370000;21;0.5
370000;24;0.5
370000;21;0.5
370000;20;0.5
370000;19;0.5
370000;22;0.5
370000;24;0.5
370000;21;0.5
370000;21;0.5
370000;24;0.5
370000;20;0.5
370000;20;0.5
370000;21;0.5
370000;19;0.5
370000;20;0.5
370000;21;0.5
370000;22;0.5
370000;21;0.5
370000;18;0.5
370000;25;0.5
370000;21;0.5
370000;20;0.5
370000;19;0.5
370000;17;0.5
370000;18;0.5
370000;23;0.5
370000;18;0.5
380000;20;0.5
380000;19;0.5
380000;19;0.5
380000;21;0.5
380000;28;0.5
380000;21;0.5
380000;19;0.5
380000;21;0.5
380000;22;0.5
380000;20;0.5
380000;19;0.5
380000;22;0.5
380000;21;0.5
380000;18;0.5
380000;21;0.5
380000;22;0.5
380000;20;0.5
380000;20;0.5
380000;25;0.5
380000;21;0.5
380000;20;0.5
380000;19;0.5
380000;20;0.5
380000;22;0.5
380000;20;0.5
380000;22;0.5
380000;22;0.5
380000;23;0.5
380000;23;0.5
380000;20;0.5
380000;19;0.5
380000;27;0.5
380000;24;0.5
380000;20;0.5
380000;20;0.5
380000;20;0.5
380000;23;0.5
380000;19;0.5
380000;21;0.5
380000;24;0.5
380000;23;0.5
380000;21;0.5
380000;18;0.5
380000;19;0.5
380000;20;0.5
380000;19;0.5
380000;24;0.5
380000;23;0.5
380000;20;0.5
380000;21;0.5
390000;20;0.5
390000;24;0.5
390000;22;0.5
390000;21;0.5
390000;20;0.5
390000;22;0.5
390000;21;0.5
390000;21;0.5
390000;21;0.5
390000;19;0.5
390000;21;0.5
390000;26;0.5
390000;21;0.5
390000;20;0.5
390000;21;0.5
390000;23;0.5
390000;22;0.5
390000;20;0.5
390000;20;0.5
390000;19;0.5
390000;19;0.5
390000;21;0.5
390000;20;0.5
390000;20;0.5
390000;20;0.5
390000;23;0.5
390000;19;0.5
390000;20;0.5
390000;21;0.5
390000;19;0.5
390000;19;0.5
390000;20;0.5
390000;20;0.5
390000;25;0.5
390000;19;0.5
390000;29;0.5
390000;21;0.5
390000;19;0.5
390000;19;0.5
390000;21;0.5
390000;21;0.5
390000;21;0.5
390000;21;0.5
390000;20;0.5
390000;18;0.5
390000;20;0.5
390000;22;0.5
390000;21;0.5
390000;22;0.5
390000;24;0.5
400000;23;0.5
400000;22;0.5
400000;25;0.5
400000;22;0.5
400000;20;0.5
400000;20;0.5
400000;19;0.5
400000;21;0.5
400000;20;0.5
400000;19;0.5
400000;21;0.5
400000;21;0.5
400000;20;0.5
400000;20;0.5
400000;20;0.5
400000;20;0.5
400000;20;0.5
400000;24;0.5
400000;21;0.5
400000;22;0.5
400000;21;0.5
400000;23;0.5
400000;19;0.5
400000;22;0.5
400000;23;0.5
400000;23;0.5
400000;19;0.5
400000;21;0.5
400000;20;0.5
400000;19;0.5
400000;21;0.5
400000;23;0.5
400000;19;0.5
400000;21;0.5
400000;22;0.5
400000;22;0.5
400000;22;0.5
400000;22;0.5
400000;21;0.5
400000;20;0.5
400000;20;0.5
400000;20;0.5
400000;23;0.5
400000;20;0.5
400000;18;0.5
400000;23;0.5
400000;21;0.5
400000;19;0.5
400000;20;0.5
400000;21;0.5
410000;23;0.5
410000;22;0.5
410000;21;0.5
410000;22;0.5
410000;19;0.5
410000;23;0.5
410000;20;0.5
410000;23;0.5
410000;24;0.5
410000;21;0.5
410000;21;0.5
410000;21;0.5
410000;22;0.5
410000;22;0.5
410000;21;0.5
410000;20;0.5
410000;20;0.5
410000;19;0.5
410000;20;0.5
410000;20;0.5
410000;23;0.5
410000;23;0.5
410000;22;0.5
410000;27;0.5
410000;19;0.5
410000;19;0.5
410000;20;0.5
410000;21;0.5
410000;19;0.5
410000;21;0.5
410000;21;0.5
410000;22;0.5
410000;22;0.5
410000;18;0.5
410000;21;0.5
410000;21;0.5
410000;23;0.5
410000;20;0.5
410000;18;0.5
410000;21;0.5
410000;18;0.5
410000;19;0.5
410000;20;0.5
410000;20;0.5
410000;23;0.5
410000;23;0.5
410000;27;0.5
410000;23;0.5
410000;24;0.5
410000;21;0.5
420000;21;0.5
420000;20;0.5
420000;22;0.5
420000;18;0.5
420000;20;0.5
420000;22;0.5
420000;19;0.5
420000;22;0.5
420000;24;0.5
420000;19;0.5
420000;20;0.5
420000;20;0.5
420000;21;0.5
420000;22;0.5
420000;19;0.5
420000;20;0.5
420000;20;0.5
420000;22;0.5
420000;22;0.5
420000;19;0.5
420000;22;0.5
420000;27;0.5
420000;22;0.5
420000;20;0.5
420000;20;0.5
420000;22;0.5
420000;21;0.5
420000;20;0.5
420000;21;0.5
420000;18;0.5
420000;20;0.5
420000;19;0.5
420000;22;0.5
420000;19;0.5
420000;22;0.5
420000;21;0.5
420000;22;0.5
420000;19;0.5
420000;21;0.5
420000;19;0.5
420000;19;0.5
420000;20;0.5
420000;20;0.5
420000;22;0.5
420000;20;0.5
420000;23;0.5
420000;22;0.5
420000;24;0.5
420000;20;0.5
420000;21;0.5
430000;21;0.5
430000;20;0.5
430000;23;0.5
430000;22;0.5
430000;22;0.5
430000;20;0.5
430000;24;0.5
430000;24;0.5
430000;23;0.5
430000;25;0.5
430000;21;0.5
430000;21;0.5
430000;19;0.5
430000;22;0.5
430000;18;0.5
430000;21;0.5
430000;20;0.5
430000;20;0.5
430000;20;0.5
430000;21;0.5
430000;21;0.5
430000;19;0.5
430000;20;0.5
430000;21;0.5
430000;20;0.5
430000;20;0.5
430000;18;0.5
430000;20;0.5
430000;24;0.5
430000;20;0.5
430000;20;0.5
430000;20;0.5
430000;23;0.5
430000;19;0.5
430000;19;0.5
430000;22;0.5
430000;19;0.5
430000;20;0.5
430000;19;0.5
430000;22;0.5
430000;20;0.5
430000;19;0.5
430000;19;0.5
430000;21;0.5
430000;24;0.5
430000;22;0.5
430000;23;0.5
430000;20;0.5
430000;22;0.5
430000;19;0.5
440000;22;0.5
440000;20;0.5
440000;20;0.5
440000;20;0.5
440000;19;0.5
440000;19;0.5
440000;23;0.5
440000;20;0.5
440000;20;0.5
440000;20;0.5
440000;19;0.5
440000;21;0.5
440000;22;0.5
440000;19;0.5
440000;20;0.5
440000;21;0.5
440000;23;0.5
440000;20;0.5
440000;19;0.5
440000;19;0.5
440000;23;0.5
440000;22;0.5
440000;19;0.5
440000;22;0.5
440000;22;0.5
440000;19;0.5
440000;20;0.5
440000;23;0.5
440000;21;0.5
440000;17;0.5
440000;26;0.5
440000;23;0.5
440000;21;0.5
440000;19;0.5
440000;22;0.5
440000;24;0.5
440000;19;0.5
440000;21;0.5
440000;20;0.5
440000;21;0.5
440000;19;0.5
440000;20;0.5
440000;18;0.5
440000;22;0.5
440000;19;0.5
440000;21;0.5
440000;21;0.5
440000;21;0.5
440000;22;0.5
440000;20;0.5
450000;21;0.5
450000;21;0.5
450000;23;0.5
450000;22;0.5
450000;22;0.5
450000;20;0.5
450000;18;0.5
450000;21;0.5
450000;19;0.5
450000;20;0.5
450000;21;0.5
450000;24;0.5
450000;22;0.5
450000;21;0.5
450000;23;0.5
450000;22;0.5
450000;23;0.5
450000;23;0.5
450000;21;0.5
450000;22;0.5
450000;20;0.5
450000;21;0.5
450000;19;0.5
450000;19;0.5
450000;19;0.5
450000;22;0.5
450000;20;0.5
450000;20;0.5
450000;21;0.5
450000;19;0.5
450000;20;0.5
450000;22;0.5
450000;21;0.5
450000;20;0.5
450000;27;0.5
450000;20;0.5
450000;21;0.5
450000;21;0.5
450000;20;0.5
450000;19;0.5
450000;20;0.5
450000;18;0.5
450000;20;0.5
450000;20;0.5
450000;20;0.5
450000;22;0.5
450000;21;0.5
450000;21;0.5
450000;21;0.5
450000;20;0.5
460000;21;0.5
460000;19;0.5
460000;21;0.5
460000;23;0.5
460000;19;0.5
460000;19;0.5
460000;22;0.5
460000;20;0.5
460000;20;0.5
460000;23;0.5
460000;23;0.5
460000;22;0.5
460000;19;0.5
460000;23;0.5
460000;20;0.5
460000;22;0.5
460000;20;0.5
460000;21;0.5
460000;21;0.5
460000;21;0.5
460000;19;0.5
460000;21;0.5
460000;21;0.5
460000;19;0.5
460000;20;0.5
460000;23;0.5
460000;20;0.5
460000;22;0.5
460000;20;0.5
460000;19;0.5
460000;20;0.5
460000;18;0.5
460000;19;0.5
460000;21;0.5
460000;19;0.5
460000;20;0.5
460000;20;0.5
460000;22;0.5
460000;21;0.5
460000;21;0.5
460000;21;0.5
460000;21;0.5
460000;19;0.5
460000;22;0.5
460000;19;0.5
460000;20;0.5
460000;21;0.5
460000;22;0.5
460000;22;0.5
460000;21;0.5
470000;21;0.5
470000;23;0.5
470000;19;0.5
470000;19;0.5
470000;23;0.5
470000;20;0.5
470000;19;0.5
470000;20;0.5
470000;22;0.5
470000;24;0.5
470000;19;0.5
470000;24;0.5
470000;24;0.5
470000;22;0.5
470000;20;0.5
470000;22;0.5
470000;22;0.5
470000;29;0.5
470000;24;0.5
470000;22;0.5
470000;19;0.5
470000;19;0.5
470000;19;0.5
470000;19;0.5
470000;21;0.5
470000;21;0.5
470000;24;0.5
470000;19;0.5
470000;20;0.5
470000;22;0.5
470000;20;0.5
470000;23;0.5
470000;21;0.5
470000;20;0.5
470000;20;0.5
470000;24;0.5
470000;21;0.5
470000;20;0.5
470000;20;0.5
470000;22;0.5
470000;24;0.5
470000;20;0.5
470000;19;0.5
470000;19;0.5
470000;21;0.5
470000;22;0.5
470000;18;0.5
470000;20;0.5
470000;21;0.5
470000;20;0.5
480000;22;0.5
480000;23;0.5
480000;23;0.5
480000;22;0.5
480000;24;0.5
480000;22;0.5
480000;25;0.5
480000;21;0.5
480000;20;0.5
480000;20;0.5
480000;19;0.5
480000;21;0.5
480000;20;0.5
480000;19;0.5
480000;22;0.5
480000;23;0.5
480000;21;0.5
480000;20;0.5
480000;22;0.5
480000;21;0.5
480000;22;0.5
480000;23;0.5
480000;20;0.5
480000;19;0.5
480000;21;0.5
480000;21;0.5
480000;21;0.5
480000;21;0.5
480000;20;0.5
480000;21;0.5
480000;22;0.5
480000;21;0.5
480000;20;0.5
480000;20;0.5
480000;21;0.5
480000;23;0.5
480000;21;0.5
480000;21;0.5
480000;19;0.5
480000;22;0.5
480000;20;0.5
480000;19;0.5
480000;23;0.5
480000;24;0.5
480000;21;0.5
480000;21;0.5
480000;21;0.5
480000;21;0.5
480000;23;0.5
480000;21;0.5
490000;25;0.5
490000;19;0.5
490000;21;0.5
490000;19;0.5
490000;22;0.5
490000;22;0.5
490000;20;0.5
490000;26;0.5
490000;21;0.5
490000;23;0.5
490000;21;0.5
490000;20;0.5
490000;20;0.5
490000;21;0.5
490000;19;0.5
490000;21;0.5
490000;19;0.5
490000;22;0.5
490000;22;0.5
490000;27;0.5
490000;18;0.5
490000;19;0.5
490000;22;0.5
490000;22;0.5
490000;23;0.5
490000;19;0.5
490000;23;0.5
490000;22;0.5
490000;21;0.5
490000;21;0.5
490000;20;0.5
490000;19;0.5
490000;21;0.5
490000;21;0.5
490000;19;0.5
490000;18;0.5
490000;21;0.5
490000;21;0.5
490000;23;0.5
490000;26;0.5
490000;20;0.5
490000;19;0.5
490000;20;0.5
490000;23;0.5
490000;21;0.5
490000;21;0.5
490000;19;0.5
490000;20;0.5
490000;23;0.5
490000;26;0.5
500000;19;0.5
500000;21;0.5
500000;19;0.5
500000;21;0.5
500000;20;0.5
500000;25;0.5
500000;25;0.5
500000;24;0.5
500000;27;0.5
500000;20;0.5
500000;19;0.5
500000;20;0.5
500000;20;0.5
500000;19;0.5
500000;20;0.5
500000;20;0.5
500000;20;0.5
500000;20;0.5
500000;19;0.5
500000;20;0.5
500000;20;0.5
500000;22;0.5
500000;20;0.5
500000;21;0.5
500000;19;0.5
500000;19;0.5
500000;21;0.5
500000;21;0.5
500000;21;0.5
500000;20;0.5
500000;19;0.5
500000;19;0.5
500000;23;0.5
500000;20;0.5
500000;20;0.5
500000;25;0.5
500000;21;0.5
500000;18;0.5
500000;25;0.5
500000;21;0.5
500000;23;0.5
500000;19;0.5
500000;23;0.5
500000;19;0.5
500000;20;0.5
500000;21;0.5
500000;21;0.5
500000;21;0.5
500000;24;0.5
500000;21;0.5
510000;20;0.5
510000;21;0.5
510000;22;0.5
510000;24;0.5
510000;24;0.5
510000;22;0.5
510000;21;0.5
510000;24;0.5
510000;21;0.5
510000;21;0.5
510000;19;0.5
510000;23;0.5
510000;21;0.5
510000;22;0.5
510000;22;0.5
510000;25;0.5
510000;21;0.5
510000;22;0.5
510000;20;0.5
510000;23;0.5
510000;20;0.5
510000;20;0.5
510000;22;0.5
510000;20;0.5
510000;26;0.5
510000;21;0.5
510000;20;0.5
510000;20;0.5
510000;22;0.5
510000;23;0.5
510000;21;0.5
510000;29;0.5
510000;22;0.5
510000;20;0.5
510000;20;0.5
510000;21;0.5
510000;19;0.5
510000;21;0.5
510000;19;0.5
510000;23;0.5
510000;23;0.5
510000;22;0.5
510000;23;0.5
510000;19;0.5
510000;21;0.5
510000;21;0.5
510000;21;0.5
510000;21;0.5
510000;21;0.5
510000;25;0.5
520000;25;0.5
520000;19;0.5
520000;20;0.5
520000;23;0.5
520000;20;0.5
520000;24;0.5
520000;21;0.5
520000;20;0.5
520000;24;0.5
520000;19;0.5
520000;22;0.5
520000;20;0.5
520000;26;0.5
520000;20;0.5
520000;19;0.5
520000;22;0.5
520000;19;0.5
520000;20;0.5
520000;22;0.5
520000;21;0.5
520000;21;0.5
520000;22;0.5
520000;21;0.5
520000;22;0.5
520000;22;0.5
520000;20;0.5
520000;22;0.5
520000;21;0.5
520000;21;0.5
520000;25;0.5
520000;21;0.5
520000;20;0.5
520000;24;0.5
520000;23;0.5
520000;19;0.5
520000;21;0.5
520000;21;0.5
520000;22;0.5
520000;20;0.5
520000;24;0.5
520000;23;0.5
520000;20;0.5
520000;19;0.5
520000;20;0.5
520000;23;0.5
520000;21;0.5
520000;20;0.5
520000;21;0.5
520000;21;0.5
520000;21;0.5
530000;22;0.5
530000;21;0.5
530000;19;0.5
530000;21;0.5
530000;20;0.5
530000;20;0.5
530000;20;0.5
530000;22;0.5
530000;22;0.5
530000;22;0.5
530000;22;0.5
530000;23;0.5
530000;20;0.5
530000;22;0.5
530000;21;0.5
530000;21;0.5
530000;20;0.5
530000;26;0.5
530000;20;0.5
530000;20;0.5
530000;22;0.5
530000;20;0.5
530000;19;0.5
530000;21;0.5
530000;19;0.5
530000;21;0.5
530000;20;0.5
530000;21;0.5
530000;21;0.5
530000;20;0.5
530000;20;0.5
530000;21;0.5
530000;19;0.5
530000;22;0.5
530000;20;0.5
530000;21;0.5
530000;19;0.5
530000;18;0.5
530000;21;0.5
530000;20;0.5
530000;22;0.5
530000;20;0.5
530000;24;0.5
530000;21;0.5
530000;21;0.5
530000;23;0.5
530000;21;0.5
530000;20;0.5
530000;25;0.5
530000;22;0.5
540000;22;0.5
540000;21;0.5
540000;23;0.5
540000;20;0.5
540000;19;0.5
540000;20;0.5
540000;20;0.5
540000;19;0.5
540000;21;0.5
540000;21;0.5
540000;21;0.5
540000;19;0.5
540000;20;0.5
540000;23;0.5
540000;21;0.5
540000;27;0.5
540000;20;0.5
540000;20;0.5
540000;19;0.5
540000;22;0.5
540000;19;0.5
540000;20;0.5
540000;23;0.5
540000;21;0.5
540000;22;0.5
540000;22;0.5
540000;22;0.5
540000;19;0.5
540000;22;0.5
540000;22;0.5
540000;19;0.5
540000;22;0.5
540000;21;0.5
540000;23;0.5
540000;20;0.5
540000;27;0.5
540000;22;0.5
540000;21;0.5
540000;21;0.5
540000;21;0.5
540000;22;0.5
540000;20;0.5
540000;19;0.5
540000;22;0.5
540000;29;0.5
540000;21;0.5
540000;20;0.5
540000;22;0.5
540000;24;0.5
540000;24;0.5
550000;24;0.5
550000;21;0.5
550000;21;0.5
550000;20;0.5
550000;20;0.5
550000;22;0.5
550000;23;0.5
550000;23;0.5
550000;22;0.5
550000;25;0.5
550000;23;0.5
550000;20;0.5
550000;21;0.5
550000;21;0.5
550000;22;0.5
550000;19;0.5
550000;22;0.5
550000;23;0.5
550000;22;0.5
550000;22;0.5
550000;26;0.5
550000;19;0.5
550000;21;0.5
550000;21;0.5
550000;22;0.5
550000;22;0.5
550000;21;0.5
550000;20;0.5
550000;21;0.5
550000;20;0.5
550000;23;0.5
550000;22;0.5
550000;21;0.5
550000;21;0.5
550000;23;0.5
550000;20;0.5
550000;25;0.5
550000;22;0.5
550000;20;0.5
550000;20;0.5
550000;20;0.5
550000;22;0.5
550000;22;0.5
550000;21;0.5
550000;22;0.5
550000;19;0.5
550000;21;0.5
550000;23;0.5
550000;21;0.5
550000;19;0.5
560000;22;0.5
560000;20;0.5
560000;19;0.5
560000;20;0.5
560000;22;0.5
560000;20;0.5
560000;20;0.5
560000;19;0.5
560000;20;0.5
560000;21;0.5
560000;21;0.5
560000;24;0.5
560000;24;0.5
560000;21;0.5
560000;19;0.5
560000;20;0.5
560000;21;0.5
560000;20;0.5
560000;23;0.5
560000;19;0.5
560000;24;0.5
560000;22;0.5
560000;22;0.5
560000;21;0.5
560000;21;0.5
560000;21;0.5
560000;20;0.5
560000;19;0.5
560000;23;0.5
560000;19;0.5
560000;19;0.5
560000;20;0.5
560000;22;0.5
560000;24;0.5
560000;24;0.5
560000;21;0.5
560000;24;0.5
560000;20;0.5
560000;21;0.5
560000;26;0.5
560000;22;0.5
560000;26;0.5
560000;19;0.5
560000;20;0.5
560000;20;0.5
560000;23;0.5
560000;21;0.5
560000;19;0.5
560000;20;0.5
560000;20;0.5
570000;23;0.5
570000;20;0.5
570000;21;0.5
570000;21;0.5
570000;21;0.5
570000;21;0.5
570000;21;0.5
570000;20;0.5
570000;22;0.5
570000;23;0.5
570000;21;0.5
570000;20;0.5
570000;23;0.5
570000;26;0.5
570000;20;0.5
570000;20;0.5
570000;23;0.5
570000;21;0.5
570000;21;0.5
570000;19;0.5
570000;21;0.5
570000;26;0.5
570000;23;0.5
570000;23;0.5
570000;21;0.5
570000;19;0.5
570000;21;0.5
570000;20;0.5
570000;20;0.5
570000;22;0.5
570000;22;0.5
570000;22;0.5
570000;23;0.5
570000;20;0.5
570000;20;0.5
570000;21;0.5
570000;26;0.5
570000;20;0.5
570000;21;0.5
570000;24;0.5
570000;22;0.5
570000;22;0.5
570000;19;0.5
570000;23;0.5
570000;20;0.5
570000;21;0.5
570000;21;0.5
570000;20;0.5
570000;20;0.5
570000;22;0.5
580000;23;0.5
580000;19;0.5
580000;23;0.5
580000;22;0.5
580000;22;0.5
580000;23;0.5
580000;20;0.5
580000;19;0.5
580000;20;0.5
580000;21;0.5
580000;29;0.5
580000;21;0.5
580000;21;0.5
580000;21;0.5
580000;20;0.5
580000;23;0.5
580000;20;0.5
580000;20;0.5
580000;21;0.5
580000;20;0.5
580000;23;0.5
580000;20;0.5
580000;23;0.5
580000;28;0.5
580000;23;0.5
580000;25;0.5
580000;21;0.5
580000;24;0.5
580000;22;0.5
580000;28;0.5
580000;21;0.5
580000;23;0.5
580000;23;0.5
580000;21;0.5
580000;22;0.5
580000;20;0.5
580000;22;0.5
580000;22;0.5
580000;25;0.5
580000;21;0.5
580000;20;0.5
580000;26;0.5
580000;22;0.5
580000;24;0.5
580000;20;0.5
580000;24;0.5
580000;24;0.5
580000;21;0.5
580000;24;0.5
580000;22;0.5
590000;23;0.5
590000;24;0.5
590000;19;0.5
590000;22;0.5
590000;20;0.5
590000;22;0.5
590000;20;0.5
590000;21;0.5
590000;21;0.5
590000;22;0.5
590000;20;0.5
590000;20;0.5
590000;25;0.5
590000;24;0.5
590000;20;0.5
590000;19;0.5
590000;23;0.5
590000;22;0.5
590000;19;0.5
590000;22;0.5
590000;22;0.5
590000;23;0.5
590000;19;0.5
590000;20;0.5
590000;25;0.5
590000;22;0.5
590000;23;0.5
590000;22;0.5
590000;22;0.5
590000;24;0.5
590000;21;0.5
590000;23;0.5
590000;18;0.5
590000;20;0.5
590000;21;0.5
590000;20;0.5
590000;22;0.5
590000;22;0.5
590000;21;0.5
590000;19;0.5
590000;22;0.5
590000;20;0.5
590000;21;0.5
590000;22;0.5
590000;20;0.5
590000;26;0.5
590000;21;0.5
590000;21;0.5
590000;23;0.5
590000;22;0.5
600000;20;0.5
600000;20;0.5
600000;21;0.5
600000;23;0.5
600000;22;0.5
600000;23;0.5
600000;20;0.5
600000;22;0.5
600000;20;0.5
600000;22;0.5
600000;23;0.5
600000;25;0.5
600000;19;0.5
600000;20;0.5
600000;22;0.5
600000;20;0.5
600000;29;0.5
600000;21;0.5
600000;21;0.5
600000;23;0.5
600000;21;0.5
600000;19;0.5
600000;21;0.5
600000;22;0.5
600000;23;0.5
600000;20;0.5
600000;21;0.5
600000;18;0.5
600000;21;0.5
600000;22;0.5
600000;19;0.5
600000;21;0.5
600000;22;0.5
600000;19;0.5
600000;24;0.5
600000;22;0.5
600000;22;0.5
600000;22;0.5
600000;24;0.5
600000;25;0.5
600000;21;0.5
600000;23;0.5
600000;19;0.5
600000;21;0.5
600000;22;0.5
600000;20;0.5
600000;19;0.5
600000;22;0.5
600000;18;0.5
600000;20;0.5
610000;23;0.5
610000;21;0.5
610000;20;0.5
610000;24;0.5
610000;21;0.5
610000;21;0.5
610000;19;0.5
610000;23;0.5
610000;20;0.5
610000;19;0.5
610000;21;0.5
610000;20;0.5
610000;21;0.5
610000;22;0.5
610000;21;0.5
610000;22;0.5
610000;21;0.5
610000;21;0.5
610000;22;0.5
610000;21;0.5
610000;21;0.5
610000;20;0.5
610000;21;0.5
610000;21;0.5
610000;20;0.5
610000;20;0.5
610000;20;0.5
610000;19;0.5
610000;22;0.5
610000;21;0.5
610000;21;0.5
610000;20;0.5
610000;22;0.5
610000;22;0.5
610000;20;0.5
610000;19;0.5
610000;20;0.5
610000;24;0.5
610000;20;0.5
610000;25;0.5
610000;21;0.5
610000;22;0.5
610000;23;0.5
610000;20;0.5
610000;21;0.5
610000;22;0.5
610000;22;0.5
610000;23;0.5
610000;22;0.5
610000;25;0.5
620000;26;0.5
620000;19;0.5
620000;25;0.5
620000;22;0.5
620000;20;0.5
620000;21;0.5
620000;22;0.5
620000;19;0.5
620000;20;0.5
620000;19;0.5
620000;22;0.5
620000;19;0.5
620000;22;0.5
620000;23;0.5
620000;20;0.5
620000;20;0.5
620000;24;0.5
620000;23;0.5
620000;22;0.5
620000;24;0.5
620000;19;0.5
620000;21;0.5
620000;19;0.5
620000;21;0.5
620000;20;0.5
620000;18;0.5
620000;25;0.5
620000;22;0.5
620000;20;0.5
620000;20;0.5
620000;20;0.5
620000;20;0.5
620000;23;0.5
620000;22;0.5
620000;20;0.5
620000;25;0.5
620000;22;0.5
620000;21;0.5
620000;21;0.5
620000;20;0.5
620000;19;0.5
620000;21;0.5
620000;21;0.5
620000;20;0.5
620000;19;0.5
620000;19;0.5
620000;22;0.5
620000;21;0.5
620000;23;0.5
620000;21;0.5
630000;23;0.5
630000;21;0.5
630000;18;0.5
630000;22;0.5
630000;25;0.5
630000;20;0.5
