n;min;p
320000;128;0.1
320000;122;0.1
320000;128;0.1
320000;123;0.1
320000;117;0.1
320000;139;0.1
320000;177;0.1
320000;136;0.1
320000;122;0.1
320000;121;0.1
320000;156;0.1
320000;123;0.1
320000;122;0.1
320000;121;0.1
320000;125;0.1
320000;125;0.1
320000;134;0.1
320000;131;0.1
320000;113;0.1
320000;114;0.1
320000;143;0.1
320000;124;0.1
320000;111;0.1
320000;108;0.1
320000;123;0.1
320000;115;0.1
320000;119;0.1
320000;137;0.1
320000;114;0.1
320000;133;0.1
320000;112;0.1
320000;129;0.1
320000;121;0.1
320000;115;0.1
320000;128;0.1
320000;120;0.1
320000;120;0.1
320000;130;0.1
320000;121;0.1
320000;117;0.1
320000;142;0.1
320000;118;0.1
320000;135;0.1
320000;119;0.1
320000;118;0.1
320000;129;0.1
320000;109;0.1
320000;110;0.1
330000;143;0.1
330000;130;0.1
330000;111;0.1
330000;134;0.1
330000;121;0.1
330000;121;0.1
330000;121;0.1
330000;131;0.1
330000;127;0.1
330000;142;0.1
330000;111;0.1
330000;122;0.1
330000;123;0.1
330000;137;0.1
330000;156;0.1
330000;115;0.1
330000;130;0.1
330000;143;0.1
330000;122;0.1
330000;134;0.1
330000;131;0.1
330000;129;0.1
330000;132;0.1
330000;111;0.1
330000;124;0.1
330000;119;0.1
330000;128;0.1
330000;129;0.1
330000;113;0.1
330000;119;0.1
330000;128;0.1
330000;136;0.1
330000;126;0.1
330000;161;0.1
330000;115;0.1
330000;119;0.1
330000;134;0.1
330000;142;0.1
330000;123;0.1
330000;119;0.1
330000;125;0.1
330000;125;0.1
330000;118;0.1
330000;125;0.1
330000;132;0.1
330000;121;0.1
330000;140;0.1
330000;141;0.1
330000;114;0.1
330000;120;0.1
340000;139;0.1
340000;154;0.1
340000;123;0.1
340000;115;0.1
340000;129;0.1
340000;120;0.1
340000;139;0.1
340000;146;0.1
340000;117;0.1
340000;128;0.1
340000;141;0.1
340000;123;0.1
340000;115;0.1
340000;113;0.1
340000;121;0.1
340000;141;0.1
340000;119;0.1
340000;112;0.1
340000;125;0.1
340000;117;0.1
340000;117;0.1
340000;124;0.1
340000;128;0.1
340000;119;0.1
340000;130;0.1
340000;117;0.1
340000;150;0.1
340000;120;0.1
340000;124;0.1
340000;132;0.1
340000;111;0.1
340000;140;0.1
340000;112;0.1
340000;134;0.1
340000;126;0.1
340000;135;0.1
340000;117;0.1
340000;154;0.1
340000;120;0.1
340000;143;0.1
340000;114;0.1
340000;124;0.1
340000;151;0.1
340000;131;0.1
340000;132;0.1
340000;139;0.1
340000;140;0.1
340000;121;0.1
340000;127;0.1
340000;120;0.1
350000;131;0.1
350000;132;0.1
350000;122;0.1
350000;118;0.1
350000;122;0.1
350000;130;0.1
350000;131;0.1
350000;120;0.1
350000;134;0.1
350000;143;0.1
350000;127;0.1
350000;135;0.1
350000;160;0.1
350000;116;0.1
350000;131;0.1
350000;133;0.1
350000;128;0.1
350000;124;0.1
350000;126;0.1
350000;105;0.1
350000;131;0.1
350000;123;0.1
350000;162;0.1
350000;110;0.1
350000;125;0.1
350000;122;0.1
350000;130;0.1
350000;113;0.1
350000;153;0.1
350000;126;0.1
350000;118;0.1
350000;131;0.1
350000;117;0.1
350000;130;0.1
350000;136;0.1
350000;114;0.1
350000;126;0.1
350000;124;0.1
350000;117;0.1
350000;125;0.1
350000;118;0.1
350000;131;0.1
350000;114;0.1
350000;125;0.1
350000;120;0.1
350000;134;0.1
350000;127;0.1
350000;114;0.1
350000;116;0.1
350000;116;0.1
360000;113;0.1
360000;125;0.1
360000;126;0.1
360000;128;0.1
360000;114;0.1
360000;123;0.1
360000;118;0.1
360000;114;0.1
360000;116;0.1
360000;118;0.1
360000;132;0.1
360000;137;0.1
360000;120;0.1
360000;144;0.1
360000;129;0.1
360000;116;0.1
360000;114;0.1
360000;110;0.1
360000;115;0.1
360000;127;0.1
360000;113;0.1
360000;119;0.1
360000;121;0.1
360000;124;0.1
360000;149;0.1
360000;128;0.1
360000;131;0.1
360000;117;0.1
360000;139;0.1
360000;139;0.1
360000;118;0.1
360000;116;0.1
360000;129;0.1
360000;131;0.1
360000;140;0.1
360000;126;0.1
360000;125;0.1
360000;127;0.1
360000;121;0.1
360000;128;0.1
360000;119;0.1
360000;148;0.1
360000;114;0.1
360000;147;0.1
360000;126;0.1
360000;130;0.1
360000;124;0.1
360000;124;0.1
360000;148;0.1
360000;129;0.1
370000;146;0.1
370000;134;0.1
370000;115;0.1
370000;123;0.1
370000;146;0.1
370000;123;0.1
370000;128;0.1
370000;117;0.1
370000;119;0.1
370000;125;0.1
370000;136;0.1
370000;130;0.1
370000;110;0.1
370000;132;0.1
370000;131;0.1
370000;107;0.1
370000;113;0.1
370000;131;0.1
370000;133;0.1
370000;126;0.1
370000;116;0.1
370000;143;0.1
370000;158;0.1
370000;128;0.1
370000;158;0.1
370000;105;0.1
370000;117;0.1
370000;149;0.1
370000;130;0.1
370000;127;0.1
370000;129;0.1
370000;151;0.1
370000;172;0.1
370000;122;0.1
370000;117;0.1
370000;120;0.1
370000;139;0.1
370000;124;0.1
370000;139;0.1
370000;110;0.1
370000;118;0.1
370000;141;0.1
370000;172;0.1
370000;141;0.1
370000;121;0.1
370000;156;0.1
370000;118;0.1
370000;127;0.1
370000;125;0.1
370000;118;0.1
380000;130;0.1
380000;116;0.1
380000;121;0.1
380000;134;0.1
380000;128;0.1
380000;111;0.1
380000;110;0.1
380000;130;0.1
380000;142;0.1
380000;116;0.1
380000;141;0.1
380000;117;0.1
380000;112;0.1
380000;121;0.1
380000;125;0.1
380000;154;0.1
380000;134;0.1
380000;157;0.1
380000;124;0.1
380000;125;0.1
380000;130;0.1
380000;110;0.1
380000;133;0.1
380000;118;0.1
380000;147;0.1
380000;134;0.1
380000;123;0.1
380000;122;0.1
380000;122;0.1
380000;113;0.1
380000;124;0.1
380000;118;0.1
380000;124;0.1
380000;144;0.1
380000;119;0.1
380000;114;0.1
380000;122;0.1
380000;122;0.1
380000;130;0.1
380000;132;0.1
380000;141;0.1
380000;136;0.1
380000;127;0.1
380000;123;0.1
380000;124;0.1
380000;125;0.1
380000;162;0.1
380000;132;0.1
380000;127;0.1
380000;122;0.1
390000;167;0.1
390000;152;0.1
390000;127;0.1
390000;151;0.1
390000;108;0.1
390000;113;0.1
390000;115;0.1
390000;146;0.1
390000;120;0.1
390000;115;0.1
390000;118;0.1
390000;129;0.1
390000;119;0.1
390000;131;0.1
390000;131;0.1
390000;117;0.1
390000;125;0.1
390000;139;0.1
390000;121;0.1
390000;141;0.1
390000;127;0.1
390000;146;0.1
390000;133;0.1
390000;136;0.1
390000;123;0.1
390000;123;0.1
390000;127;0.1
390000;140;0.1
390000;142;0.1
390000;133;0.1
390000;131;0.1
390000;125;0.1
390000;117;0.1
390000;120;0.1
390000;129;0.1
390000;143;0.1
390000;137;0.1
390000;121;0.1
390000;151;0.1
390000;121;0.1
390000;126;0.1
390000;128;0.1
390000;123;0.1
390000;167;0.1
390000;124;0.1
390000;122;0.1
390000;117;0.1
390000;121;0.1
390000;121;0.1
390000;136;0.1
400000;122;0.1
400000;123;0.1
400000;170;0.1
400000;155;0.1
400000;146;0.1
400000;116;0.1
400000;142;0.1
400000;115;0.1
400000;131;0.1
400000;148;0.1
400000;122;0.1
400000;159;0.1
400000;143;0.1
400000;133;0.1
400000;140;0.1
400000;137;0.1
400000;143;0.1
400000;117;0.1
400000;122;0.1
400000;119;0.1
400000;120;0.1
400000;136;0.1
400000;117;0.1
400000;178;0.1
400000;136;0.1
400000;135;0.1
400000;154;0.1
400000;158;0.1
400000;122;0.1
400000;143;0.1
400000;121;0.1
400000;163;0.1
400000;118;0.1
400000;136;0.1
400000;140;0.1
400000;125;0.1
400000;152;0.1
400000;119;0.1
400000;139;0.1
400000;146;0.1
400000;143;0.1
400000;134;0.1
400000;114;0.1
400000;119;0.1
400000;187;0.1
400000;127;0.1
400000;136;0.1
400000;130;0.1
400000;166;0.1
400000;132;0.1
410000;116;0.1
410000;129;0.1
410000;128;0.1
410000;121;0.1
410000;121;0.1
410000;125;0.1
410000;159;0.1
410000;127;0.1
410000;151;0.1
410000;113;0.1
410000;120;0.1
410000;133;0.1
410000;121;0.1
410000;106;0.1
410000;122;0.1
410000;129;0.1
410000;119;0.1
410000;136;0.1
410000;119;0.1
410000;119;0.1
410000;119;0.1
410000;127;0.1
410000;141;0.1
410000;142;0.1
410000;131;0.1
410000;131;0.1
410000;145;0.1
410000;145;0.1
410000;111;0.1
410000;145;0.1
410000;126;0.1
410000;118;0.1
410000;124;0.1
410000;127;0.1
410000;137;0.1
410000;125;0.1
410000;143;0.1
410000;141;0.1
410000;142;0.1
410000;119;0.1
410000;123;0.1
410000;142;0.1
410000;122;0.1
410000;136;0.1
410000;130;0.1
410000;123;0.1
410000;113;0.1
410000;133;0.1
410000;127;0.1
410000;136;0.1
420000;141;0.1
420000;132;0.1
420000;131;0.1
420000;185;0.1
420000;123;0.1
420000;144;0.1
420000;142;0.1
420000;134;0.1
420000;126;0.1
420000;128;0.1
420000;128;0.1
420000;118;0.1
420000;117;0.1
420000;137;0.1
420000;120;0.1
420000;138;0.1
420000;130;0.1
420000;120;0.1
420000;112;0.1
420000;139;0.1
420000;122;0.1
420000;134;0.1
420000;138;0.1
420000;114;0.1
420000;121;0.1
420000;112;0.1
420000;116;0.1
420000;134;0.1
420000;159;0.1
420000;122;0.1
420000;149;0.1
420000;125;0.1
420000;133;0.1
420000;129;0.1
420000;144;0.1
420000;121;0.1
420000;125;0.1
420000;150;0.1
420000;119;0.1
420000;124;0.1
420000;126;0.1
420000;152;0.1
420000;155;0.1
420000;154;0.1
420000;119;0.1
420000;131;0.1
420000;120;0.1
420000;137;0.1
420000;141;0.1
420000;128;0.1
430000;123;0.1
430000;127;0.1
430000;124;0.1
430000;132;0.1
430000;134;0.1
430000;121;0.1
430000;145;0.1
430000;144;0.1
430000;128;0.1
430000;135;0.1
430000;125;0.1
430000;131;0.1
430000;134;0.1
430000;126;0.1
430000;124;0.1
430000;121;0.1
430000;126;0.1
430000;160;0.1
430000;123;0.1
430000;125;0.1
430000;139;0.1
430000;113;0.1
430000;139;0.1
430000;121;0.1
430000;129;0.1
430000;124;0.1
430000;132;0.1
430000;154;0.1
430000;138;0.1
430000;127;0.1
430000;131;0.1
430000;135;0.1
430000;128;0.1
430000;131;0.1
430000;125;0.1
430000;119;0.1
430000;124;0.1
430000;116;0.1
430000;141;0.1
430000;126;0.1
430000;137;0.1
430000;126;0.1
430000;135;0.1
430000;121;0.1
430000;132;0.1
430000;132;0.1
430000;135;0.1
430000;126;0.1
430000;141;0.1
430000;131;0.1
440000;131;0.1
440000;132;0.1
440000;126;0.1
440000;161;0.1
440000;142;0.1
440000;140;0.1
440000;114;0.1
440000;114;0.1
440000;115;0.1
440000;147;0.1
440000;125;0.1
440000;127;0.1
440000;125;0.1
440000;143;0.1
440000;149;0.1
440000;127;0.1
440000;133;0.1
440000;123;0.1
440000;137;0.1
440000;112;0.1
440000;115;0.1
440000;120;0.1
440000;124;0.1
440000;139;0.1
440000;123;0.1
440000;118;0.1
440000;118;0.1
440000;128;0.1
440000;134;0.1
440000;131;0.1
440000;119;0.1
440000;124;0.1
440000;131;0.1
440000;122;0.1
440000;121;0.1
440000;136;0.1
440000;145;0.1
440000;136;0.1
440000;123;0.1
440000;135;0.1
440000;147;0.1
440000;125;0.1
440000;159;0.1
440000;134;0.1
440000;125;0.1
440000;124;0.1
440000;128;0.1
440000;119;0.1
440000;113;0.1
440000;142;0.1
450000;120;0.1
450000;133;0.1
450000;123;0.1
450000;145;0.1
450000;127;0.1
450000;138;0.1
450000;119;0.1
450000;137;0.1
450000;124;0.1
450000;123;0.1
450000;120;0.1
450000;135;0.1
450000;120;0.1
450000;113;0.1
450000;126;0.1
450000;126;0.1
450000;134;0.1
450000;123;0.1
450000;119;0.1
450000;143;0.1
450000;130;0.1
450000;121;0.1
450000;143;0.1
450000;133;0.1
450000;147;0.1
450000;117;0.1
450000;134;0.1
450000;118;0.1
450000;146;0.1
450000;121;0.1
450000;115;0.1
450000;134;0.1
450000;122;0.1
450000;130;0.1
450000;155;0.1
450000;117;0.1
450000;124;0.1
450000;138;0.1
450000;146;0.1
450000;109;0.1
450000;144;0.1
450000;117;0.1
450000;133;0.1
450000;126;0.1
450000;124;0.1
450000;137;0.1
450000;126;0.1
450000;136;0.1
450000;148;0.1
450000;125;0.1
460000;120;0.1
460000;146;0.1
460000;129;0.1
460000;136;0.1
460000;123;0.1
460000;123;0.1
460000;139;0.1
460000;117;0.1
460000;149;0.1
460000;132;0.1
460000;122;0.1
460000;124;0.1
460000;115;0.1
460000;139;0.1
460000;124;0.1
460000;115;0.1
460000;155;0.1
460000;154;0.1
460000;129;0.1
460000;154;0.1
460000;116;0.1
460000;125;0.1
460000;124;0.1
460000;121;0.1
460000;117;0.1
460000;125;0.1
460000;129;0.1
460000;124;0.1
460000;134;0.1
460000;121;0.1
460000;112;0.1
460000;153;0.1
460000;127;0.1
460000;151;0.1
460000;138;0.1
460000;154;0.1
460000;131;0.1
460000;123;0.1
460000;133;0.1
460000;125;0.1
460000;116;0.1
460000;129;0.1
460000;111;0.1
460000;145;0.1
460000;127;0.1
460000;144;0.1
460000;141;0.1
460000;145;0.1
460000;125;0.1
460000;122;0.1
470000;126;0.1
470000;121;0.1
470000;125;0.1
470000;116;0.1
470000;119;0.1
470000;113;0.1
470000;117;0.1
470000;128;0.1
470000;127;0.1
470000;133;0.1
470000;123;0.1
470000;132;0.1
470000;152;0.1
470000;116;0.1
470000;132;0.1
470000;120;0.1
470000;143;0.1
470000;118;0.1
470000;124;0.1
470000;152;0.1
470000;128;0.1
470000;145;0.1
470000;149;0.1
470000;116;0.1
470000;133;0.1
470000;124;0.1
470000;123;0.1
470000;129;0.1
470000;120;0.1
470000;126;0.1
470000;128;0.1
470000;129;0.1
470000;122;0.1
470000;126;0.1
470000;123;0.1
470000;148;0.1
470000;116;0.1
470000;132;0.1
470000;127;0.1
470000;143;0.1
470000;127;0.1
470000;126;0.1
470000;138;0.1
470000;129;0.1
470000;133;0.1
470000;133;0.1
470000;128;0.1
470000;119;0.1
470000;134;0.1
470000;123;0.1
480000;137;0.1
480000;126;0.1
480000;121;0.1
480000;126;0.1
480000;116;0.1
480000;140;0.1
480000;120;0.1
480000;160;0.1
480000;115;0.1
480000;148;0.1
480000;154;0.1
480000;141;0.1
480000;131;0.1
480000;134;0.1
480000;139;0.1
480000;127;0.1
480000;123;0.1
480000;152;0.1
480000;122;0.1
480000;142;0.1
480000;173;0.1
480000;118;0.1
480000;162;0.1
480000;136;0.1
480000;124;0.1
480000;121;0.1
480000;149;0.1
480000;132;0.1
480000;137;0.1
480000;127;0.1
480000;128;0.1
480000;145;0.1
480000;135;0.1
480000;117;0.1
480000;129;0.1
480000;132;0.1
480000;130;0.1
480000;138;0.1
480000;141;0.1
480000;121;0.1
480000;120;0.1
480000;137;0.1
480000;134;0.1
480000;164;0.1
480000;117;0.1
480000;119;0.1
480000;139;0.1
480000;141;0.1
480000;125;0.1
480000;126;0.1
490000;124;0.1
490000;131;0.1
490000;147;0.1
490000;124;0.1
490000;123;0.1
490000;135;0.1
490000;116;0.1
490000;116;0.1
490000;128;0.1
490000;141;0.1
490000;129;0.1
490000;137;0.1
490000;122;0.1
490000;131;0.1
490000;118;0.1
490000;117;0.1
490000;121;0.1
490000;141;0.1
490000;142;0.1
490000;117;0.1
490000;125;0.1
490000;126;0.1
490000;166;0.1
490000;132;0.1
490000;162;0.1
490000;122;0.1
490000;123;0.1
490000;128;0.1
490000;133;0.1
490000;129;0.1
490000;117;0.1
490000;120;0.1
490000;125;0.1
490000;143;0.1
490000;118;0.1
490000;122;0.1
490000;128;0.1
490000;119;0.1
490000;121;0.1
490000;146;0.1
490000;156;0.1
490000;159;0.1
490000;160;0.1
490000;127;0.1
490000;130;0.1
490000;134;0.1
490000;128;0.1
490000;117;0.1
490000;126;0.1
490000;170;0.1
500000;149;0.1
500000;126;0.1
500000;140;0.1
500000;115;0.1
500000;153;0.1
500000;125;0.1
500000;130;0.1
500000;131;0.1
500000;135;0.1
500000;114;0.1
500000;124;0.1
500000;123;0.1
500000;154;0.1
500000;116;0.1
500000;120;0.1
500000;149;0.1
500000;144;0.1
500000;158;0.1
500000;131;0.1
500000;116;0.1
500000;126;0.1
500000;130;0.1
500000;142;0.1
500000;131;0.1
500000;139;0.1
500000;134;0.1
500000;138;0.1
500000;123;0.1
500000;115;0.1
500000;135;0.1
500000;114;0.1
500000;138;0.1
500000;123;0.1
500000;133;0.1
500000;135;0.1
500000;133;0.1
500000;116;0.1
500000;164;0.1
500000;145;0.1
500000;117;0.1
500000;126;0.1
500000;113;0.1
500000;127;0.1
500000;115;0.1
500000;118;0.1
500000;132;0.1
500000;136;0.1
500000;126;0.1
500000;141;0.1
500000;141;0.1
510000;137;0.1
510000;151;0.1
510000;108;0.1
510000;137;0.1
510000;126;0.1
510000;188;0.1
510000;139;0.1
510000;134;0.1
510000;144;0.1
510000;124;0.1
510000;139;0.1
510000;113;0.1
510000;145;0.1
510000;153;0.1
510000;154;0.1
510000;139;0.1
510000;131;0.1
510000;149;0.1
510000;118;0.1
510000;149;0.1
510000;132;0.1
510000;120;0.1
510000;135;0.1
510000;125;0.1
510000;136;0.1
510000;119;0.1
510000;125;0.1
510000;140;0.1
510000;130;0.1
510000;142;0.1
510000;114;0.1
510000;129;0.1
510000;123;0.1
510000;119;0.1
510000;138;0.1
510000;147;0.1
510000;118;0.1
510000;163;0.1
510000;121;0.1
510000;148;0.1
510000;125;0.1
510000;133;0.1
510000;126;0.1
510000;142;0.1
510000;121;0.1
510000;128;0.1
510000;133;0.1
510000;131;0.1
510000;117;0.1
510000;121;0.1
520000;115;0.1
520000;137;0.1
520000;121;0.1
520000;151;0.1
520000;127;0.1
520000;126;0.1
520000;149;0.1
520000;146;0.1
520000;139;0.1
520000;134;0.1
520000;138;0.1
520000;131;0.1
520000;141;0.1
520000;122;0.1
520000;132;0.1
520000;124;0.1
520000;121;0.1
520000;128;0.1
520000;135;0.1
520000;126;0.1
520000;130;0.1
520000;151;0.1
520000;133;0.1
520000;127;0.1
520000;130;0.1
520000;130;0.1
520000;139;0.1
520000;109;0.1
520000;138;0.1
520000;134;0.1
520000;138;0.1
520000;144;0.1
520000;115;0.1
520000;137;0.1
520000;120;0.1
520000;144;0.1
520000;135;0.1
520000;123;0.1
520000;135;0.1
520000;110;0.1
520000;146;0.1
520000;137;0.1
520000;131;0.1
520000;128;0.1
520000;120;0.1
520000;127;0.1
520000;160;0.1
520000;123;0.1
520000;135;0.1
520000;132;0.1
530000;114;0.1
530000;136;0.1
530000;137;0.1
530000;123;0.1
530000;167;0.1
530000;127;0.1
530000;117;0.1
530000;124;0.1
530000;126;0.1
530000;119;0.1
530000;146;0.1
530000;125;0.1
530000;116;0.1
530000;122;0.1
530000;130;0.1
530000;130;0.1
530000;125;0.1
530000;131;0.1
530000;121;0.1
530000;135;0.1
530000;158;0.1
530000;131;0.1
530000;144;0.1
530000;120;0.1
530000;132;0.1
530000;113;0.1
530000;115;0.1
530000;123;0.1
530000;131;0.1
530000;135;0.1
530000;128;0.1
530000;120;0.1
530000;144;0.1
530000;130;0.1
530000;128;0.1
530000;125;0.1
530000;122;0.1
530000;128;0.1
530000;136;0.1
530000;131;0.1
530000;119;0.1
530000;121;0.1
530000;111;0.1
530000;123;0.1
530000;125;0.1
530000;120;0.1
530000;151;0.1
530000;117;0.1
530000;126;0.1
530000;132;0.1
540000;134;0.1
540000;163;0.1
540000;140;0.1
540000;131;0.1
540000;167;0.1
540000;119;0.1
540000;129;0.1
540000;139;0.1
540000;151;0.1
540000;121;0.1
540000;131;0.1
540000;148;0.1
540000;128;0.1
540000;137;0.1
540000;128;0.1
540000;120;0.1
540000;121;0.1
540000;117;0.1
540000;127;0.1
540000;151;0.1
540000;132;0.1
540000;123;0.1
540000;158;0.1
540000;133;0.1
540000;132;0.1
540000;131;0.1
540000;119;0.1
540000;150;0.1
540000;136;0.1
540000;161;0.1
540000;119;0.1
540000;132;0.1
540000;129;0.1
540000;148;0.1
540000;119;0.1
540000;118;0.1
540000;167;0.1
540000;128;0.1
540000;123;0.1
540000;132;0.1
540000;123;0.1
540000;136;0.1
540000;118;0.1
540000;155;0.1
540000;126;0.1
540000;155;0.1
540000;132;0.1
540000;116;0.1
540000;119;0.1
540000;131;0.1
550000;122;0.1
550000;139;0.1
550000;159;0.1
550000;133;0.1
550000;134;0.1
550000;111;0.1
550000;127;0.1
550000;144;0.1
550000;124;0.1
550000;140;0.1
550000;128;0.1
550000;141;0.1
550000;137;0.1
550000;143;0.1
550000;130;0.1
550000;124;0.1
550000;133;0.1
550000;124;0.1
550000;135;0.1
550000;121;0.1
550000;135;0.1
550000;120;0.1
550000;123;0.1
550000;117;0.1
550000;138;0.1
550000;139;0.1
550000;126;0.1
550000;149;0.1
550000;150;0.1
550000;138;0.1
550000;151;0.1
550000;120;0.1
550000;129;0.1
550000;117;0.1
550000;130;0.1
550000;140;0.1
550000;145;0.1
550000;120;0.1
550000;139;0.1
550000;124;0.1
550000;142;0.1
550000;121;0.1
550000;147;0.1
550000;129;0.1
550000;132;0.1
550000;143;0.1
550000;127;0.1
550000;141;0.1
550000;129;0.1
550000;135;0.1
560000;133;0.1
560000;116;0.1
560000;125;0.1
560000;142;0.1
560000;149;0.1
560000;140;0.1
560000;126;0.1
560000;125;0.1
560000;133;0.1
560000;128;0.1
560000;130;0.1
560000;140;0.1
560000;120;0.1
560000;123;0.1
560000;121;0.1
560000;128;0.1
560000;135;0.1
560000;161;0.1
560000;134;0.1
560000;129;0.1
560000;130;0.1
560000;133;0.1
560000;138;0.1
560000;137;0.1
560000;128;0.1
560000;122;0.1
560000;139;0.1
560000;137;0.1
560000;123;0.1
560000;125;0.1
560000;118;0.1
560000;124;0.1
560000;120;0.1
560000;127;0.1
560000;185;0.1
560000;157;0.1
560000;132;0.1
560000;129;0.1
560000;137;0.1
560000;133;0.1
560000;124;0.1
560000;112;0.1
560000;120;0.1
560000;145;0.1
560000;148;0.1
560000;131;0.1
560000;138;0.1
560000;123;0.1
560000;140;0.1
560000;126;0.1
570000;139;0.1
570000;140;0.1
570000;131;0.1
570000;124;0.1
570000;129;0.1
570000;136;0.1
570000;111;0.1
570000;137;0.1
570000;125;0.1
570000;139;0.1
570000;152;0.1
570000;134;0.1
570000;147;0.1
570000;137;0.1
570000;139;0.1
570000;141;0.1
570000;120;0.1
570000;147;0.1
570000;127;0.1
570000;134;0.1
570000;118;0.1
570000;130;0.1
570000;118;0.1
570000;136;0.1
570000;167;0.1
570000;118;0.1
570000;127;0.1
570000;116;0.1
570000;118;0.1
570000;135;0.1
570000;126;0.1
570000;131;0.1
570000;126;0.1
570000;116;0.1
570000;131;0.1
570000;151;0.1
570000;144;0.1
570000;121;0.1
570000;157;0.1
570000;144;0.1
570000;150;0.1
570000;135;0.1
570000;136;0.1
570000;126;0.1
570000;134;0.1
570000;122;0.1
570000;148;0.1
570000;134;0.1
570000;132;0.1
570000;123;0.1
580000;128;0.1
580000;124;0.1
580000;147;0.1
580000;136;0.1
580000;123;0.1
580000;134;0.1
580000;141;0.1
580000;139;0.1
580000;123;0.1
580000;143;0.1
580000;142;0.1
580000;119;0.1
580000;148;0.1
580000;136;0.1
580000;135;0.1
580000;129;0.1
580000;134;0.1
580000;128;0.1
580000;136;0.1
580000;126;0.1
580000;132;0.1
580000;124;0.1
580000;121;0.1
580000;140;0.1
580000;126;0.1
580000;129;0.1
580000;135;0.1
580000;131;0.1
580000;130;0.1
580000;139;0.1
580000;132;0.1
580000;170;0.1
580000;133;0.1
580000;125;0.1
580000;121;0.1
580000;141;0.1
580000;141;0.1
580000;142;0.1
580000;128;0.1
580000;120;0.1
580000;146;0.1
580000;119;0.1
580000;127;0.1
580000;129;0.1
580000;129;0.1
580000;148;0.1
580000;136;0.1
580000;124;0.1
580000;160;0.1
580000;152;0.1
590000;134;0.1
590000;130;0.1
590000;123;0.1
590000;122;0.1
590000;110;0.1
590000;127;0.1
590000;149;0.1
590000;138;0.1
590000;134;0.1
590000;125;0.1
590000;135;0.1
590000;113;0.1
590000;132;0.1
590000;121;0.1
590000;143;0.1
590000;131;0.1
590000;173;0.1
590000;129;0.1
590000;131;0.1
590000;122;0.1
590000;140;0.1
590000;141;0.1
590000;122;0.1
590000;125;0.1
590000;129;0.1
590000;137;0.1
590000;130;0.1
590000;127;0.1
590000;121;0.1
590000;135;0.1
590000;130;0.1
590000;146;0.1
590000;138;0.1
590000;142;0.1
590000;137;0.1
590000;140;0.1
590000;130;0.1
590000;120;0.1
590000;135;0.1
590000;133;0.1
590000;132;0.1
590000;145;0.1
590000;134;0.1
590000;154;0.1
590000;133;0.1
590000;148;0.1
590000;145;0.1
590000;155;0.1
590000;131;0.1
590000;137;0.1
600000;118;0.1
600000;128;0.1
600000;127;0.1
600000;122;0.1
600000;177;0.1
600000;129;0.1
600000;130;0.1
600000;140;0.1
600000;143;0.1
600000;140;0.1
600000;120;0.1
600000;120;0.1
600000;121;0.1
600000;126;0.1
600000;132;0.1
600000;124;0.1
600000;142;0.1
600000;125;0.1
600000;124;0.1
600000;129;0.1
600000;131;0.1
600000;184;0.1
600000;135;0.1
600000;122;0.1
600000;128;0.1
600000;122;0.1
600000;142;0.1
600000;125;0.1
600000;120;0.1
600000;119;0.1
600000;125;0.1
600000;158;0.1
600000;124;0.1
600000;126;0.1
600000;132;0.1
600000;137;0.1
600000;132;0.1
600000;140;0.1
600000;125;0.1
600000;129;0.1
600000;126;0.1
600000;122;0.1
600000;129;0.1
600000;139;0.1
600000;132;0.1
600000;130;0.1
600000;131;0.1
600000;133;0.1
600000;137;0.1
600000;140;0.1
610000;137;0.1
610000;111;0.1
610000;121;0.1
610000;131;0.1
610000;125;0.1
610000;160;0.1
610000;120;0.1
610000;114;0.1
610000;123;0.1
610000;146;0.1
610000;160;0.1
610000;125;0.1
610000;122;0.1
610000;124;0.1
610000;129;0.1
610000;118;0.1
610000;126;0.1
610000;128;0.1
610000;125;0.1
610000;136;0.1
610000;134;0.1
610000;157;0.1
610000;148;0.1
610000;117;0.1
610000;126;0.1
610000;179;0.1
610000;122;0.1
610000;130;0.1
610000;137;0.1
610000;131;0.1
610000;132;0.1
610000;144;0.1
610000;121;0.1
610000;137;0.1
610000;151;0.1
610000;145;0.1
610000;134;0.1
610000;124;0.1
610000;130;0.1
610000;119;0.1
610000;114;0.1
610000;133;0.1
610000;137;0.1
610000;175;0.1
610000;152;0.1
610000;137;0.1
610000;143;0.1
610000;128;0.1
610000;122;0.1
610000;135;0.1
620000;127;0.1
620000;120;0.1
620000;126;0.1
620000;219;0.1
620000;150;0.1
620000;131;0.1
620000;111;0.1
620000;146;0.1
620000;144;0.1
620000;114;0.1
620000;142;0.1
620000;127;0.1
620000;155;0.1
620000;136;0.1
620000;136;0.1
620000;120;0.1
620000;129;0.1
620000;125;0.1
620000;153;0.1
620000;147;0.1
620000;128;0.1
620000;132;0.1
620000;139;0.1
620000;132;0.1
620000;152;0.1
620000;117;0.1
620000;116;0.1
620000;144;0.1
620000;126;0.1
620000;130;0.1
620000;125;0.1
620000;161;0.1
620000;132;0.1
620000;116;0.1
620000;157;0.1
620000;133;0.1
620000;127;0.1
620000;120;0.1
620000;127;0.1
620000;132;0.1
620000;139;0.1
620000;119;0.1
620000;143;0.1
620000;130;0.1
620000;126;0.1
620000;148;0.1
620000;144;0.1
620000;120;0.1
620000;145;0.1
620000;134;0.1
630000;123;0.1
630000;123;0.1
630000;128;0.1
630000;133;0.1
630000;141;0.1
630000;133;0.1
