n;Bn;Un;Cn;Dn;Dn-Cn
28000;2614;10302;283893;320687;36794
28000;1166;10294;282275;342846;60571
28000;1828;10201;293738;361040;67302
28000;2209;10338;360323;406810;46487
28000;907;10215;292195;374981;82786
28000;2752;10314;344435;433365;88930
28000;1594;10347;312319;324345;12026
28000;1818;10236;299371;363560;64189
28000;1352;10378;321992;347596;25604
28000;2308;10268;284441;360372;75931
28000;1860;10294;394578;401001;6423
28000;2270;10271;291847;390852;99005
28000;2257;10301;315151;372988;57837
28000;722;10271;338343;369145;30802
28000;1575;10349;293883;376783;82900
28000;1101;10270;369163;394381;25218
28000;1205;10382;379230;406349;27119
28000;1332;10312;286726;370253;83527
28000;2461;10308;390609;406943;16334
28000;1232;10259;345158;350434;5276
28000;1804;10212;280970;389679;108709
28000;800;10268;355443;412531;57088
28000;1762;10300;284174;339039;54865
28000;1365;10243;337308;345423;8115
28000;1295;10246;342699;364086;21387
28000;881;10264;255531;373559;118028
28000;1475;10324;264043;353929;89886
28000;2001;10393;277467;400550;123083
28000;1420;10296;346247;407879;61632
28000;1950;10160;332294;380127;47833
28000;1447;10263;359306;365119;5813
28000;1522;10370;293134;373999;80865
28000;1302;10289;275167;369764;94597
28000;2175;10337;279548;361755;82207
28000;1026;10353;274637;351453;76816
28000;453;10321;288068;410504;122436
28000;1831;10265;350964;354905;3941
29000;1642;10728;291366;391965;100599
29000;536;10676;274153;402780;128627
29000;929;10681;284500;401651;117151
29000;662;10706;398512;406181;7669
29000;1938;10657;349215;392361;43146
29000;1949;10562;312320;355038;42718
29000;1107;10624;340713;426195;85482
29000;967;10669;284734;338173;53439
29000;2273;10691;299238;386545;87307
29000;1491;10719;242614;379842;137228
29000;1055;10744;285361;349073;63712
29000;495;10764;296099;426982;130883
29000;1369;10772;304214;371925;67711
29000;1691;10591;370066;419049;48983
29000;1701;10619;308151;438980;130829
29000;1190;10564;260012;359619;99607
29000;867;10734;310515;322247;11732
29000;1691;10592;325843;397859;72016
29000;894;10731;284701;387835;103134
29000;2579;10597;297894;415843;117949
29000;1988;10576;352999;372230;19231
29000;1238;10650;305913;403011;97098
29000;817;10627;312575;375255;62680
29000;1589;10649;278427;334692;56265
29000;2494;10574;316255;379506;63251
29000;2041;10552;297728;347654;49926
29000;2414;10705;254168;330387;76219
29000;1651;10650;322960;376638;53678
29000;1341;10735;438017;452649;14632
29000;989;10649;320171;362038;41867
29000;724;10711;306062;386520;80458
29000;1941;10510;341527;384289;42762
29000;2819;10622;329631;349340;19709
29000;2457;10615;324754;419127;94373
29000;1794;10679;291216;358028;66812
29000;2036;10670;297159;328497;31338
29000;1891;10664;394625;404591;9966
29000;1837;10588;284962;396265;111303
29000;182;10707;334271;369981;35710
29000;1402;10633;329977;385960;55983
29000;998;10691;341136;419526;78390
29000;1613;10705;313506;380629;67123
29000;1075;10686;270992;353796;82804
29000;1471;10643;330399;380535;50136
29000;862;10641;292619;437590;144971
29000;1431;10706;272460;364427;91967
29000;2153;10757;304620;366951;62331
29000;1052;10642;399678;401054;1376
29000;1991;10720;284465;383776;99311
29000;1106;10656;309547;350457;40910
30000;1931;11095;349210;434740;85530
30000;1611;11033;320890;454154;133264
30000;970;11058;389860;431295;41435
30000;1220;11096;334610;352540;17930
30000;1543;10980;333960;379447;45487
30000;2020;10966;272093;333740;61647
30000;2331;11073;321679;401672;79993
30000;843;11115;310614;392820;82206
30000;1469;11026;362769;378274;15505
30000;2607;11023;318947;430539;111592
30000;2106;11073;290856;361421;70565
30000;1805;11035;294416;391629;97213
30000;1437;11014;347669;400765;53096
30000;1018;10934;322932;405036;82104
30000;1108;11023;372694;395505;22811
30000;1768;11002;333267;399330;66063
30000;1695;11083;291829;376671;84842
30000;2194;11085;294054;366859;72805
30000;2282;11003;328455;406932;78477
30000;1356;11113;362960;450766;87806
30000;2787;10999;434492;434516;24
30000;1516;11005;266581;378167;111586
30000;649;11065;307239;442205;134966
30000;1648;10989;328399;504575;176176
30000;1870;11072;331557;431531;99974
30000;491;11142;301060;403252;102192
30000;1241;11078;305747;393521;87774
30000;2258;11025;334387;358241;23854
30000;1157;11057;339237;363551;24314
30000;1274;10977;490449;536645;46196
30000;675;11022;308288;429402;121114
30000;400;11034;376273;461046;84773
30000;1418;11007;354798;415937;61139
30000;1329;10975;327257;478156;150899
30000;1927;11069;464221;486242;22021
30000;1952;11011;320002;376010;56008
30000;1635;11025;332891;399050;66159
30000;1136;10995;280498;357199;76701
30000;1936;11032;321091;413261;92170
30000;2274;11080;291677;398488;106811
30000;1435;11120;396505;424657;28152
30000;2096;10986;327888;361676;33788
30000;2047;11057;320077;359649;39572
30000;528;11093;291911;381290;89379
30000;1880;11068;359012;469068;110056
30000;1992;11028;346459;370421;23962
30000;1255;11031;344510;503597;159087
30000;1684;11031;291388;467411;176023
30000;2468;11005;373148;459418;86270
30000;2248;10949;295488;410360;114872
31000;1353;11251;381820;414962;33142
31000;2380;11549;318024;436630;118606
31000;3018;11477;351005;391354;40349
31000;1196;11357;332699;379897;47198
31000;854;11310;337870;391485;53615
31000;1264;11400;351626;388393;36767
31000;2135;11386;397466;431767;34301
31000;1182;11381;289980;380763;90783
31000;1482;11395;265701;406461;140760
31000;1186;11233;308706;361580;52874
31000;1025;11409;292922;479083;186161
31000;1923;11409;319481;397814;78333
31000;747;11347;318041;397944;79903
31000;1728;11493;324649;374896;50247
31000;1075;11450;308794;384963;76169
31000;625;11380;349244;513381;164137
31000;1945;11372;306400;378895;72495
31000;1329;11331;390894;416113;25219
31000;1165;11441;294079;372884;78805
31000;2692;11434;302685;438084;135399
31000;800;11389;361626;440449;78823
31000;1323;11405;336994;410941;73947
31000;1841;11497;367949;452185;84236
31000;1177;11410;491506;614242;122736
31000;2116;11395;303174;406936;103762
31000;769;11405;389873;409530;19657
31000;1093;11325;327740;376382;48642
31000;1130;11357;336108;409504;73396
31000;1490;11455;298466;413820;115354
31000;2320;11341;325045;447033;121988
31000;987;11367;293694;388540;94846
31000;1242;11434;347342;445129;97787
31000;2699;11379;321293;348196;26903
31000;1950;11414;480258;497285;17027
31000;1419;11341;301967;378195;76228
31000;1252;11281;349433;445942;96509
31000;1779;11506;322342;387621;65279
31000;2364;11474;296602;469280;172678
31000;1001;11401;299951;357145;57194
31000;1409;11358;403394;438679;35285
31000;1825;11336;279096;362316;83220
31000;899;11464;299456;420314;120858
31000;2425;11418;348694;448973;100279
31000;2358;11506;342787;477879;135092
31000;2807;11322;303944;354530;50586
31000;1593;11455;335986;433414;97428
31000;2317;11419;341505;391764;50259
31000;2438;11429;301327;448197;146870
31000;1740;11374;311933;432184;120251
31000;2425;11323;344895;386442;41547
32000;1789;11767;311064;381341;70277
32000;1021;11808;313364;442147;128783
32000;1973;11695;333203;423626;90423
32000;1690;11697;346388;441507;95119
32000;2365;11878;345624;414536;68912
32000;669;11800;289331;438433;149102
32000;1719;11750;384071;424475;40404
32000;1199;11754;328552;434360;105808
32000;816;11804;354087;472669;118582
32000;2807;11845;354144;451166;97022
32000;1793;11706;373872;434245;60373
32000;1530;11774;450910;478713;27803
32000;1591;11790;347274;410164;62890
32000;1333;11748;355544;442283;86739
32000;674;11834;291329;391786;100457
32000;2433;11796;392235;519867;127632
32000;1877;11723;334087;493987;159900
32000;2140;11755;347486;469744;122258
32000;1029;11777;349333;420426;71093
32000;2433;11843;417224;424354;7130
32000;1880;11823;295127;401293;106166
32000;1187;11808;299626;374321;74695
32000;1919;11726;316912;450713;133801
32000;1011;11790;337730;390686;52956
32000;576;11819;312723;400249;87526
32000;2209;11817;340204;445100;104896
32000;1453;11799;371792;440183;68391
32000;2062;11743;354344;413132;58788
32000;1322;11771;419034;561467;142433
32000;2109;11834;439116;446906;7790
32000;1581;11644;347782;417408;69626
32000;2926;11788;406986;414617;7631
32000;1215;11817;423654;443359;19705
32000;1824;11744;302600;389057;86457
32000;821;11798;316976;456154;139178
32000;2653;11805;466158;527797;61639
32000;1171;11851;304272;491248;186976
32000;2488;11736;326132;470853;144721
32000;1702;11818;303615;363395;59780
32000;1232;11814;340157;414963;74806
32000;1007;11766;332667;452853;120186
32000;1018;11742;320074;400641;80567
32000;2576;11785;371642;442665;71023
32000;2160;11849;357899;439072;81173
32000;1391;11900;332517;376546;44029
32000;1479;11811;349693;422659;72966
32000;1979;11743;266599;393752;127153
32000;1679;11767;346950;368672;21722
32000;953;11769;405810;411435;5625
32000;2049;11670;373454;412937;39483
33000;1285;12118;299016;403981;104965
33000;1278;12127;307894;505767;197873
33000;1626;12132;333160;406492;73332
33000;333;12209;408652;460335;51683
33000;1290;12036;301288;440773;139485
33000;675;12163;474122;594217;120095
33000;2222;12124;320173;474788;154615
33000;1233;12131;393376;423486;30110
33000;1752;12086;414482;415797;1315
33000;711;12047;363273;449444;86171
33000;2361;12140;378816;502768;123952
33000;2010;12168;329887;491390;161503
33000;2481;12109;382321;448115;65794
33000;2073;12098;357229;372956;15727
33000;642;12099;362027;476284;114257
33000;1396;12137;367780;386593;18813
33000;2154;12214;378564;424861;46297
33000;2366;12154;444003;450801;6798
33000;2230;12051;435514;482887;47373
33000;2070;12123;345512;429617;84105
33000;2711;12086;365066;459754;94688
33000;2035;12190;521347;524454;3107
33000;469;12083;397543;400132;2589
33000;1094;12133;420767;450492;29725
33000;1614;12030;444644;446815;2171
33000;2138;12105;319644;557059;237415
33000;3021;12221;362321;433976;71655
33000;2340;12104;456680;457600;920
33000;1615;12121;356922;391777;34855
33000;1541;12161;358791;505726;146935
33000;1296;12131;298140;532047;233907
33000;2133;12149;304593;437069;132476
33000;1382;12142;394212;410649;16437
33000;1506;12287;369302;482861;113559
33000;1186;12154;352408;431850;79442
33000;1155;12097;333821;444557;110736
33000;1761;12206;343543;519152;175609
33000;1225;12072;424360;508486;84126
33000;1790;12235;361043;435949;74906
33000;2568;12317;406253;414875;8622
33000;1900;12048;297010;460763;163753
33000;1505;12148;381269;479711;98442
33000;2175;12123;310958;399926;88968
33000;1154;12104;278543;381161;102618
33000;2008;12123;376673;447680;71007
33000;1942;12166;373558;422391;48833
33000;2421;12122;339922;448648;108726
33000;763;12212;528783;538960;10177
33000;1395;12142;339863;439829;99966
33000;1655;12177;378267;425596;47329
34000;1744;12531;331457;425282;93825
34000;2245;12495;392594;427103;34509
34000;1712;12537;480239;482558;2319
34000;1981;12523;307606;418865;111259
34000;2171;12477;439876;528357;88481
34000;2003;12396;366534;406747;40213
34000;1465;12534;372772;424352;51580
34000;1984;12541;416379;441678;25299
34000;801;12464;377798;570499;192701
34000;2559;12490;353992;420061;66069
34000;1304;12447;382851;427266;44415
34000;663;12466;357735;437554;79819
34000;3103;12539;355668;403508;47840
34000;1478;12505;419397;489296;69899
34000;1907;12549;399655;450189;50534
34000;1136;12464;374055;471884;97829
34000;969;12533;381349;444659;63310
34000;1571;12493;378195;533350;155155
34000;289;12517;380193;438678;58485
34000;2811;12505;425889;437930;12041
34000;1621;12561;331216;422625;91409
34000;1976;12498;309931;444871;134940
34000;517;12506;347206;549323;202117
34000;1645;12433;334439;412837;78398
34000;378;12551;489413;519487;30074
34000;2095;12611;366055;466197;100142
34000;2694;12494;387957;441210;53253
34000;1941;12558;383238;461516;78278
34000;1477;12438;337141;442051;104910
34000;1501;12516;373913;417967;44054
34000;1474;12456;435534;517178;81644
34000;1969;12556;327053;413894;86841
34000;2393;12456;419747;482643;62896
34000;1550;12462;426531;524521;97990
34000;1744;12577;396792;426892;30100
34000;2420;12453;340219;488181;147962
34000;3380;12584;432147;449106;16959
34000;1857;12455;367275;472862;105587
34000;1633;12503;333505;423175;89670
34000;1337;12395;324664;401348;76684
34000;834;12457;396615;417373;20758
34000;1650;12592;372932;501471;128539
34000;1590;12475;410004;465490;55486
34000;935;12562;407848;528709;120861
34000;2444;12435;372608;401828;29220
34000;1677;12404;357070;489103;132033
34000;1702;12494;318478;416307;97829
34000;2334;12497;378701;497408;118707
34000;2029;12554;379936;482755;102819
34000;3103;12586;615045;640129;25084
35000;889;12888;389592;448661;59069
35000;1318;12869;357651;538561;180910
35000;2561;12891;349876;441061;91185
35000;1407;12893;511867;525571;13704
35000;1379;12906;416003;538152;122149
35000;610;12875;340307;416320;76013
35000;2414;12880;402116;450986;48870
35000;1553;12833;381065;440484;59419
35000;1983;12914;385153;491370;106217
35000;1660;12901;387288;437592;50304
35000;1312;12940;342791;432460;89669
35000;1325;12922;360798;425471;64673
35000;1878;12772;354419;486929;132510
35000;3361;12815;470643;572486;101843
35000;1884;12776;425639;506230;80591
35000;1996;12921;354530;457072;102542
35000;1606;12912;347316;453712;106396
35000;1726;12800;390965;491548;100583
35000;1856;12810;382628;464530;81902
35000;1803;12991;346305;497616;151311
35000;3021;12876;302822;457922;155100
35000;1915;12833;354193;519124;164931
35000;2825;12841;384544;605953;221409
35000;559;12838;398087;447390;49303
35000;1579;12893;308413;445572;137159
35000;2470;12863;381393;465825;84432
35000;2368;12838;418895;495720;76825
35000;1007;12926;382781;469361;86580
35000;2052;12899;520615;542985;22370
35000;2445;12801;401803;487240;85437
35000;1056;12859;315991;537323;221332
35000;1796;12873;415318;442077;26759
35000;1857;12893;357538;428842;71304
35000;2514;12976;489537;522204;32667
35000;2110;12912;360827;481309;120482
35000;2014;12925;316943;420964;104021
35000;1509;12807;362244;435202;72958
35000;1880;12888;421830;442070;20240
35000;1084;12825;378330;461446;83116
35000;3445;12877;385281;564670;179389
35000;1830;12743;346862;394722;47860
35000;1581;12825;342824;435414;92590
35000;2744;12831;406386;479264;72878
35000;1527;12839;421584;473486;51902
35000;854;12810;436301;529413;93112
35000;1219;12945;385058;443512;58454
35000;2745;12909;313954;475485;161531
35000;1615;12849;474316;525840;51524
35000;1485;12880;376293;485078;108785
35000;1360;12818;346044;430716;84672
36000;2089;13317;433114;506445;73331
36000;1392;13354;473058;596680;123622
36000;983;13142;336585;437903;101318
36000;871;13372;400173;486418;86245
36000;1814;13212;419813;526116;106303
36000;3483;13215;361582;617257;255675
36000;2075;13220;530026;538395;8369
36000;328;13209;398046;454819;56773
36000;1944;13263;457400;512644;55244
36000;1259;13197;395821;523282;127461
36000;1971;13269;353711;456069;102358
36000;1552;13177;366611;572532;205921
36000;1926;13289;472773;484953;12180
36000;848;13186;445678;480803;35125
36000;1518;13302;404445;479261;74816
36000;1421;13268;399412;479025;79613
36000;1291;13296;380378;530053;149675
36000;1104;13242;345254;434076;88822
36000;1475;13252;415052;564567;149515
36000;1881;13224;443912;543307;99395
36000;1803;13299;496160;541703;45543
36000;1625;13117;441612;571946;130334
36000;1644;13250;548625;602140;53515
36000;3315;13226;403187;458569;55382
36000;2894;13271;405004;540427;135423
36000;1069;13244;438794;484208;45414
36000;1527;13257;356504;466895;110391
36000;2243;13259;534985;540711;5726
36000;2120;13273;345434;436523;91089
36000;1146;13211;420120;449159;29039
36000;1436;13308;462594;478429;15835
36000;729;13269;362747;469799;107052
36000;1898;13194;425606;457322;31716
36000;2634;13288;378790;432767;53977
36000;3503;13311;344334;464504;120170
36000;1665;13272;478662;533399;54737
36000;2839;13241;355197;422108;66911
36000;2955;13316;376127;449870;73743
36000;1060;13150;407470;462152;54682
36000;1067;13083;378339;482315;103976
36000;1532;13217;417844;464611;46767
36000;563;13224;404177;443457;39280
36000;2131;13254;500997;632280;131283
36000;1253;13325;399652;481324;81672
36000;2096;13312;401260;456552;55292
36000;2385;13280;354444;554866;200422
36000;1199;13268;377218;409181;31963
36000;1936;13370;333473;483099;149626
36000;2176;13311;438569;487476;48907
36000;1684;13185;408397;523154;114757
37000;2903;13672;361502;497098;135596
37000;1727;13577;404815;447266;42451
37000;3036;13591;337263;474347;137084
37000;504;13579;378935;487146;108211
37000;2069;13634;397925;512455;114530
37000;1825;13584;382543;439221;56678
37000;2417;13634;350996;474208;123212
37000;1207;13549;401790;476358;74568
37000;1376;13553;375222;522310;147088
37000;2385;13678;405228;556066;150838
37000;1896;13607;369812;570965;201153
37000;1606;13631;380348;455238;74890
37000;1478;13585;313060;517118;204058
37000;1561;13603;409924;499782;89858
37000;3403;13602;397380;486418;89038
37000;2472;13617;334360;475255;140895
37000;800;13612;337084;467504;130420
37000;2308;13567;396593;498768;102175
37000;3160;13527;536330;596126;59796
37000;1838;13651;441620;482628;41008
37000;1686;13610;326051;618987;292936
37000;1243;13699;452497;525781;73284
37000;2056;13631;371445;452121;80676
37000;1082;13547;388355;520021;131666
37000;1372;13657;396951;489198;92247
37000;1115;13713;440674;483365;42691
37000;2230;13658;403209;501876;98667
37000;2499;13701;444708;508093;63385
37000;1126;13587;381796;437177;55381
37000;1554;13642;402451;460345;57894
37000;2034;13677;380969;534928;153959
37000;1902;13693;429567;562790;133223
37000;2176;13595;418859;449778;30919
37000;1269;13523;371680;530108;158428
37000;2753;13616;465608;473834;8226
37000;2140;13628;383407;471975;88568
37000;2737;13603;343718;504224;160506
37000;1431;13634;395437;530826;135389
37000;1272;13576;496715;519744;23029
37000;1298;13640;404107;472981;68874
37000;1999;13619;468505;516273;47768
37000;1836;13576;380389;484634;104245
37000;2426;13628;439106;491770;52664
37000;2294;13651;362806;505844;143038
37000;2087;13715;416178;455009;38831
37000;1902;13632;371858;474657;102799
37000;1535;13601;373057;492362;119305
37000;2631;13583;446787;470457;23670
37000;1001;13605;393989;463881;69892
37000;2510;13583;380137;588188;208051
38000;3120;13852;429466;622161;192695
38000;2409;13979;434189;523158;88969
38000;3060;13960;461556;586725;125169
38000;1359;14058;398877;519221;120344
38000;1168;13916;385484;504940;119456
38000;1778;13912;382996;471318;88322
38000;1576;14023;389075;467652;78577
38000;1610;14000;480015;560757;80742
38000;1430;13908;451631;540834;89203
38000;2192;13899;377380;428546;51166
38000;973;14042;419989;580441;160452
38000;2346;14013;353076;474146;121070
38000;1902;14010;387025;503067;116042
38000;1987;13905;456821;532902;76081
38000;2402;13926;390581;522061;131480
38000;2554;13949;378001;506629;128628
38000;742;13995;585709;595193;9484
38000;1021;14055;377754;500690;122936
38000;1567;14007;434730;495100;60370
38000;2921;13895;428877;478771;49894
38000;1934;13985;572236;578129;5893
38000;2462;13953;369535;528894;159359
38000;2505;14043;418451;491842;73391
38000;1702;13998;434895;511884;76989
38000;1471;13920;374391;477888;103497
38000;1203;13928;358009;455393;97384
38000;2542;14033;427532;522686;95154
38000;2814;14098;529148;572863;43715
38000;960;14046;370626;505868;135242
38000;1148;13978;456656;577690;121034
38000;2087;13911;398522;581656;183134
38000;1807;14014;333922;516180;182258
38000;2335;14002;402501;559023;156522
38000;2144;13971;392218;554708;162490
38000;1263;14018;382352;491472;109120
38000;2466;14063;366534;474656;108122
38000;1889;14018;424696;528988;104292
38000;1273;14036;423977;489423;65446
38000;1295;13937;379875;486786;106911
38000;1692;14031;351294;446988;95694
38000;1363;13950;358158;547942;189784
38000;2016;14049;469364;568702;99338
38000;2100;13909;479679;553285;73606
38000;1405;13936;461493;515600;54107
38000;2893;14025;368184;499368;131184
38000;993;13959;596704;603184;6480
38000;388;13981;381084;545329;164245
38000;1246;13968;356918;488587;131669
38000;1366;13989;439859;646088;206229
38000;2031;13939;484838;504347;19509
39000;2464;14394;432604;504640;72036
39000;1148;14321;449223;531159;81936
39000;1222;14358;419730;518479;98749
39000;1434;14364;390644;486279;95635
39000;904;14244;500574;542860;42286
39000;2009;14327;403219;458020;54801
39000;1981;14407;370283;562548;192265
39000;1014;14429;402268;488623;86355
39000;1967;14318;447214;486928;39714
39000;1159;14357;405483;474960;69477
39000;937;14240;444867;523435;78568
39000;347;14288;399716;559653;159937
39000;2729;14229;409133;482169;73036
39000;2542;14336;414148;608663;194515
39000;1289;14347;499114;540113;40999
39000;2122;14335;392630;607366;214736
39000;1542;14345;395754;523351;127597
39000;2893;14374;449237;529606;80369
39000;1685;14397;434945;494281;59336
39000;657;14325;435066;482537;47471
39000;2133;14348;443699;542587;98888
39000;3382;14242;505406;565267;59861
39000;893;14415;445904;557593;111689
39000;1296;14259;411127;471658;60531
39000;3526;14376;555645;611447;55802
39000;1876;14324;484897;510442;25545
39000;1372;14365;366323;484331;118008
39000;1648;14299;395225;598095;202870
39000;1252;14317;439850;464586;24736
39000;2316;14303;412983;511089;98106
39000;1828;14393;462520;535862;73342
39000;1112;14362;441602;483489;41887
39000;2359;14426;362623;557734;195111
39000;732;14368;382274;544410;162136
39000;1724;14358;453754;553334;99580
39000;2533;14374;477025;623906;146881
39000;1731;14336;367787;500050;132263
39000;1579;14354;558398;573686;15288
39000;2356;14298;375074;500292;125218
39000;1578;14446;414650;587160;172510
39000;1496;14326;485032;535597;50565
39000;1936;14380;441172;543277;102105
39000;1126;14511;371316;552638;181322
39000;2193;14335;495492;510479;14987
39000;3304;14325;559327;598960;39633
39000;1373;14398;448180;594340;146160
39000;1329;14266;378214;447099;68885
39000;1242;14420;423314;550902;127588
39000;3035;14356;466997;515879;48882
39000;1390;14389;421120;602809;181689
40000;1721;14627;400466;591410;190944
40000;1274;14732;401391;480380;78989
40000;1121;14731;463746;612080;148334
40000;2689;14614;411563;545645;134082
40000;3755;14746;545469;556151;10682
40000;1725;14676;566409;604580;38171
40000;2469;14695;465260;465818;558
40000;1141;14647;478627;615940;137313
40000;804;14713;481087;612012;130925
40000;1455;14761;430366;503896;73530
40000;1755;14784;421529;534118;112589
40000;2298;14798;404431;521084;116653
40000;1454;14676;525254;568388;43134
40000;1421;14709;444632;563450;118818
40000;2143;14643;381225;582499;201274
40000;1755;14651;488444;579292;90848
40000;569;14640;425115;538859;113744
40000;1509;14629;444768;461207;16439
40000;1171;14768;415627;614097;198470
40000;3192;14689;420993;580817;159824
40000;1899;14692;359768;498523;138755
40000;2342;14728;502796;630036;127240
40000;1960;14575;435320;517021;81701
40000;1440;14657;462763;495538;32775
40000;3839;14738;390160;574485;184325
40000;3792;14718;478875;653089;174214
40000;480;14712;468552;534885;66333
40000;1044;14730;397250;553425;156175
40000;2805;14646;403454;518609;115155
40000;582;14640;575552;614641;39089
40000;1809;14687;477698;653128;175430
40000;2447;14782;447712;498818;51106
40000;2632;14670;449984;511522;61538
40000;1578;14651;441325;507890;66565
40000;3356;14737;472523;567951;95428
40000;2268;14782;492765;784057;291292
40000;1878;14872;395922;506413;110491
40000;1222;14691;623791;663920;40129
40000;1569;14671;370860;502729;131869
40000;1870;14805;474502;535027;60525
40000;1950;14751;421927;621490;199563
40000;1854;14814;438365;543061;104696
40000;2051;14727;439398;526066;86668
40000;3134;14757;402685;552063;149378
40000;1974;14750;506685;638901;132216
40000;331;14762;438274;680052;241778
40000;864;14745;468272;535762;67490
40000;1966;14711;436664;532038;95374
40000;3445;14738;482733;570332;87599
40000;2861;14539;504097;596119;92022
41000;1229;14968;424696;594131;169435
41000;3185;15115;393863;525037;131174
41000;834;15099;527851;550028;22177
41000;1846;15041;380599;493985;113386
41000;3332;15069;407989;531471;123482
41000;2040;15079;403471;543741;140270
41000;1763;15068;435645;528255;92610
41000;2048;15218;435944;625658;189714
41000;1292;15075;473462;503587;30125
41000;3128;15174;440085;502513;62428
41000;2335;15096;485812;539860;54048
41000;1049;15005;459176;601843;142667
41000;2317;15063;424953;536184;111231
41000;2291;15061;542593;597140;54547
41000;1467;15072;432224;569360;137136
41000;1662;15108;421150;495582;74432
41000;1129;15084;482569;535156;52587
41000;2981;15006;563798;626094;62296
41000;3053;15039;486276;534328;48052
41000;2814;15029;434966;509200;74234
41000;2449;15102;461834;571345;109511
41000;2548;15001;524072;597281;73209
41000;2122;15053;484534;565464;80930
41000;1704;15028;603682;733968;130286
41000;897;15199;407363;566695;159332
41000;1540;14995;436248;522885;86637
41000;1422;15159;519735;545557;25822
41000;2078;15069;552283;554097;1814
41000;1919;15222;456336;532887;76551
41000;1439;15097;424882;607005;182123
41000;2742;15063;588515;598634;10119
41000;1777;15073;461355;554683;93328
41000;3179;15036;422962;532157;109195
41000;1980;15004;521473;549085;27612
41000;4070;15085;556423;611949;55526
41000;2070;15098;442787;538929;96142
41000;2584;15000;433691;507257;73566
41000;3081;15060;580012;611837;31825
41000;3039;15098;452292;652386;200094
41000;758;14982;443217;564760;121543
41000;1557;15031;438442;488874;50432
41000;1665;15097;525120;536947;11827
41000;1610;14988;394032;586113;192081
41000;1632;15032;552295;571272;18977
41000;1796;15081;416094;530316;114222
41000;2054;15104;421110;703683;282573
41000;3411;15038;424989;577689;152700
41000;2141;15115;458742;539661;80919
41000;3668;15011;485844;641808;155964
41000;3884;15113;408723;509566;100843
42000;2055;15502;576658;586868;10210
42000;1661;15366;460709;573679;112970
42000;2962;15405;405154;498256;93102
42000;212;15508;432011;647904;215893
42000;4344;15454;465049;512922;47873
42000;2844;15641;555307;562967;7660
42000;2083;15408;412842;518803;105961
42000;2248;15591;459506;598301;138795
42000;1544;15342;512911;557290;44379
42000;2061;15518;542251;593702;51451
42000;1703;15429;488225;621830;133605
42000;1645;15426;436035;582737;146702
42000;2377;15407;520503;573865;53362
42000;2175;15504;420327;584589;164262
42000;2469;15474;444490;572503;128013
42000;1668;15385;433389;640642;207253
42000;1516;15368;467747;595561;127814
42000;1897;15391;430854;598507;167653
42000;2028;15554;409681;542182;132501
42000;1997;15371;459505;562241;102736
42000;1317;15542;425667;528572;102905
42000;2021;15444;422462;565777;143315
42000;2400;15518;428336;529982;101646
42000;1481;15529;532592;588673;56081
42000;1836;15417;471661;689527;217866
42000;2929;15462;495550;689070;193520
42000;1991;15385;506016;525925;19909
42000;1566;15427;566016;596711;30695
42000;1255;15438;442766;513968;71202
42000;1479;15442;472854;614387;141533
42000;2354;15442;476789;570423;93634
42000;2010;15485;420611;618161;197550
42000;551;15591;438844;598314;159470
42000;1884;15491;444412;551334;106922
42000;2611;15380;439074;566960;127886
42000;2284;15352;480944;639627;158683
42000;1357;15428;378615;528824;150209
42000;2367;15447;499384;578941;79557
42000;1980;15443;445519;592112;146593
42000;1155;15440;459898;506260;46362
42000;3085;15475;445180;537100;91920
42000;1456;15419;504607;584509;79902
42000;3416;15419;463905;587040;123135
42000;1978;15410;432180;567862;135682
42000;2611;15495;521205;531267;10062
42000;150;15461;404624;568871;164247
42000;2316;15398;406262;555588;149326
42000;1007;15446;441050;520058;79008
42000;1964;15422;448098;640921;192823
42000;2475;15422;516614;599534;82920
43000;2014;15901;499732;582980;83248
43000;2557;15860;508710;618744;110034
43000;1688;15882;417172;628757;211585
43000;1199;15774;496189;580711;84522
43000;2692;15759;494989;520664;25675
43000;2399;15861;618253;627304;9051
43000;3003;15726;482910;672573;189663
43000;1117;15841;478459;598309;119850
43000;2642;15766;533998;589660;55662
43000;579;15831;535413;553261;17848
43000;2205;15851;436726;616510;179784
43000;2686;15912;476151;577839;101688
43000;2281;15777;481625;547666;66041
43000;2589;15987;461894;634434;172540
43000;1623;15896;443511;539902;96391
43000;1647;15772;446301;580050;133749
43000;1215;15787;571588;621266;49678
43000;1206;15757;475186;507693;32507
43000;2257;15876;489843;666293;176450
43000;3210;15770;389638;583883;194245
43000;2047;15724;436972;529794;92822
43000;1114;15789;624502;624548;46
43000;1627;15770;464594;582468;117874
43000;2534;15765;456648;506543;49895
43000;506;15787;533769;586305;52536
43000;2340;15753;462903;628921;166018
43000;1691;15816;450017;566421;116404
43000;2980;15870;491958;572953;80995
43000;1510;15808;571829;624664;52835
43000;2917;15834;474816;641566;166750
43000;3014;15776;496519;636881;140362
43000;1170;15882;546266;558747;12481
43000;1710;15815;442337;619970;177633
43000;2202;15970;401751;583802;182051
43000;1617;15825;440307;588330;148023
43000;1939;15832;501011;639422;138411
43000;2877;15859;439542;555027;115485
43000;2531;15909;449493;609218;159725
43000;1641;15718;474278;682608;208330
43000;2428;15746;450743;590998;140255
43000;1315;15859;484040;619320;135280
43000;2221;15794;443690;489055;45365
43000;2254;15815;492175;692073;199898
43000;3307;15716;472507;697988;225481
