n;Bn;Un;Cn;Dn;Dn-Cn
77000;1961;28157;901078;1220037;318959
77000;2716;28403;916335;1072767;156432
77000;2894;28501;972739;1185929;213190
77000;2458;28327;798875;934842;135967
77000;3440;28357;816079;1046053;229974
77000;4837;28392;902346;1287184;384838
77000;2819;28286;923896;1074580;150684
77000;3124;28259;915096;1116467;201371
77000;2213;28179;768383;1215894;447511
77000;4181;28259;985689;1081026;95337
77000;4086;28428;999755;1062529;62774
77000;4574;28408;906045;1089695;183650
77000;2907;28389;832544;1151892;319348
77000;1158;28231;942519;1049418;106899
77000;2070;28378;966536;1186529;219993
77000;1942;28333;806861;986267;179406
77000;3957;28306;849909;1004265;154356
77000;3718;28295;949973;1307933;357960
77000;3048;28323;791185;1092588;301403
77000;4252;28367;1015275;1107722;92447
77000;644;28378;833819;1119867;286048
77000;4255;28292;854025;993257;139232
77000;2252;28312;947659;1177148;229489
77000;3668;28340;1004455;1096500;92045
77000;3958;28252;816471;1013393;196922
77000;3517;28263;764101;997500;233399
77000;1238;28266;1003001;1209135;206134
77000;2792;28260;818112;1166133;348021
77000;2216;28292;975483;1033061;57578
77000;4195;28267;761813;1241894;480081
77000;3513;28288;946664;1000248;53584
77000;3893;28279;900726;1244935;344209
77000;2890;28162;1186478;1291081;104603
77000;1727;28322;964845;1068707;103862
77000;3197;28245;985020;1419164;434144
77000;3418;28442;906161;1077969;171808
78000;2746;28685;977938;1014330;36392
78000;5232;28687;985279;1158169;172890
78000;5571;28869;935606;1202134;266528
78000;1372;28506;887381;1166158;278777
78000;2370;28738;1092034;1264533;172499
78000;3797;28669;975531;1279799;304268
78000;2848;28749;856628;954324;97696
78000;3160;28796;1063378;1320115;256737
78000;4478;28721;937988;1086527;148539
78000;1902;28625;924091;1235673;311582
78000;3555;28623;916832;1082053;165221
78000;1041;28755;1042732;1082643;39911
78000;2687;28619;862051;1429276;567225
78000;3485;28769;877583;1096200;218617
78000;2720;28770;876970;1110390;233420
78000;2846;28664;919098;1127648;208550
78000;3054;28786;1039250;1068121;28871
78000;1862;28784;985125;1128136;143011
78000;3677;28654;975784;1270916;295132
78000;4891;28669;1275146;1286225;11079
78000;2343;28784;1301108;1326103;24995
78000;5618;28642;865545;1230761;365216
78000;3713;28722;866635;1276552;409917
78000;2554;28746;765818;1022524;256706
78000;4698;28805;933371;1100743;167372
78000;2140;28690;792068;1068975;276907
78000;3222;28868;832695;1228018;395323
78000;4014;28390;1222932;1269864;46932
78000;1977;28551;839739;1194578;354839
78000;5543;28740;819155;992491;173336
78000;2373;28746;851322;1025697;174375
78000;1742;28782;818071;1089786;271715
78000;2996;28673;996683;1100120;103437
78000;3021;28770;857362;1027902;170540
78000;3443;28757;1024249;1047375;23126
78000;2923;28748;978642;1226311;247669
78000;1508;28791;1092106;1222595;130489
78000;3699;28802;819184;1111810;292626
78000;3511;28763;862193;1025223;163030
78000;940;28853;977576;1146203;168627
78000;3070;28758;945971;1163344;217373
78000;1302;28566;995508;1126205;130697
78000;2947;28722;813993;1023466;209473
78000;1880;28815;967272;1327115;359843
78000;2175;28624;916490;1094340;177850
78000;1860;28742;864564;1243550;378986
78000;3872;28815;867307;1366995;499688
78000;3937;28856;1000429;1061860;61431
78000;2761;28700;1079348;1130991;51643
78000;4095;28662;914997;1108440;193443
79000;892;29001;989441;1387142;397701
79000;3647;29070;925157;1118863;193706
79000;3206;29163;1060415;1178627;118212
79000;3691;29093;910705;1210892;300187
79000;1107;29137;856222;1114942;258720
79000;2358;29312;1170245;1292290;122045
79000;3560;29061;861585;1120176;258591
79000;2243;28986;912899;1191978;279079
79000;2067;29076;1130956;1159691;28735
79000;2722;29125;786688;1224098;437410
79000;2409;28966;1025440;1126426;100986
79000;2409;29006;852526;1115117;262591
79000;2929;29148;940699;1049892;109193
79000;1236;29140;908946;1420961;512015
79000;2308;29067;1066456;1286642;220186
79000;2150;29050;938084;1247718;309634
79000;2612;29128;931060;990030;58970
79000;3282;29148;913446;1098500;185054
79000;2921;29024;922092;1121494;199402
79000;2852;28918;909726;1051325;141599
79000;3405;29090;767980;1242227;474247
79000;3149;29200;959947;1042669;82722
79000;3496;29039;840972;1085133;244161
79000;2446;28964;1004070;1133305;129235
79000;3758;28953;867043;1245678;378635
79000;2222;29037;1077927;1109380;31453
79000;2160;29257;819344;1086246;266902
79000;2752;28959;1078324;1142378;64054
79000;1468;29202;884216;1099954;215738
79000;2879;29139;937851;1069174;131323
79000;876;29003;955072;1111055;155983
79000;1873;29096;960917;1099105;138188
79000;3793;29058;1156721;1378675;221954
79000;1777;28980;986887;1037943;51056
79000;2814;28895;838417;1218326;379909
79000;1450;29072;1058044;1124515;66471
79000;4784;29165;805743;1099015;293272
79000;3033;29286;941586;1339540;397954
79000;5689;29087;845819;1424227;578408
79000;2616;29033;812342;1126480;314138
79000;2186;29019;893859;1195326;301467
79000;4287;28996;1052631;1202661;150030
79000;1188;29074;896547;1198674;302127
79000;3089;29054;898460;1010609;112149
79000;2525;28834;813749;1073106;259357
79000;1567;28969;918647;1118418;199771
79000;2076;29091;886999;1050244;163245
79000;3440;29002;953684;1298792;345108
79000;3485;29042;889370;1105775;216405
79000;3240;29013;836554;1051087;214533
80000;3682;29409;1037759;1069295;31536
80000;3956;29507;925430;1347854;422424
80000;2749;29428;863201;1206477;343276
80000;5021;29448;963552;989136;25584
80000;3160;29439;823013;1044906;221893
80000;1230;29372;973957;1033775;59818
80000;1416;29495;1144146;1218138;73992
80000;3741;29444;1077126;1183014;105888
80000;6047;29546;750156;1072540;322384
80000;3237;29391;845165;1031633;186468
80000;3295;29396;908579;1173420;264841
80000;3441;29666;914469;1119673;205204
80000;2305;29476;921484;1090617;169133
80000;3598;29326;1079381;1177273;97892
80000;2790;29309;1038274;1201323;163049
80000;3948;29348;1093973;1115321;21348
80000;3252;29415;1153080;1281084;128004
80000;2069;29195;880520;1325446;444926
80000;3011;29440;801042;1082777;281735
80000;4124;29530;1012938;1166981;154043
80000;2799;29322;828769;1265968;437199
80000;3419;29378;1014107;1126795;112688
80000;2706;29537;865260;1077378;212118
80000;3185;29419;836619;1006548;169929
80000;2838;29460;907087;1242401;335314
80000;4072;29375;1007776;1289309;281533
80000;1542;29511;970597;1106466;135869
80000;1219;29399;1088481;1264400;175919
80000;4031;29332;1092544;1217005;124461
80000;1510;29484;950834;1276913;326079
80000;3557;29309;992889;1087276;94387
80000;2576;29463;911670;1151087;239417
80000;3919;29491;927338;1128086;200748
80000;4667;29449;835112;1084266;249154
80000;2741;29490;1092000;1217180;125180
80000;2883;29327;1011966;1157641;145675
80000;1589;29475;824768;1041408;216640
80000;4564;29251;908068;1105810;197742
80000;3691;29524;886548;1196492;309944
80000;1316;29359;884462;1211523;327061
80000;2834;29502;843828;1209991;366163
80000;2549;29481;818115;1107373;289258
80000;4266;29377;920143;1015979;95836
80000;3435;29459;1066898;1122296;55398
80000;3175;29411;860820;1003584;142764
80000;4126;29469;934291;1012236;77945
80000;1611;29463;898562;1367455;468893
80000;5047;29503;1013364;1274949;261585
80000;3137;29576;921488;1102236;180748
80000;2190;29367;870525;1132964;262439
81000;2975;29860;1065607;1288543;222936
81000;3026;29935;1021436;1219388;197952
81000;3652;29839;903450;1232719;329269
81000;1923;29851;1000350;1206011;205661
81000;4610;29948;936265;1127813;191548
81000;3593;29994;917535;1264933;347398
81000;6144;29840;835245;1185530;350285
81000;3077;29935;990086;1255733;265647
81000;1597;29878;1021178;1292581;271403
81000;2020;29869;918104;1205915;287811
81000;4024;30001;838967;1102753;263786
81000;1903;29879;966980;1358693;391713
81000;3428;29798;995955;1052607;56652
81000;2791;29793;959139;1204401;245262
81000;2157;29819;843434;1113842;270408
81000;4405;29717;914382;1183532;269150
81000;4372;29810;942948;1193974;251026
81000;4001;29788;881235;1268583;387348
81000;3584;29680;878396;1033820;155424
81000;2088;29757;1064046;1111785;47739
81000;3015;29805;991004;1478612;487608
81000;2404;29855;969029;1033209;64180
81000;999;29775;909124;1355901;446777
81000;4569;29815;929670;1165815;236145
81000;828;29975;957206;1184362;227156
81000;1416;29721;1039045;1228000;188955
81000;1970;29738;901849;1099160;197311
81000;3376;29895;996999;1179965;182966
81000;3902;29764;920870;1153928;233058
81000;4087;29826;848399;1122684;274285
81000;3846;29767;856080;1095476;239396
81000;4124;29757;933401;1096253;162852
81000;3059;29794;831211;1060914;229703
81000;4422;29985;962323;1056463;94140
81000;2872;29774;861972;1158015;296043
81000;3221;29861;973443;1202999;229556
81000;2746;29829;929992;1161177;231185
81000;5458;29864;980351;1098657;118306
81000;2817;29757;939014;1194608;255594
81000;2427;29971;1008961;1187199;178238
81000;4164;29869;948963;1307079;358116
81000;1288;29741;941912;1182966;241054
81000;2517;29715;1035026;1085787;50761
81000;1884;29813;953015;1109786;156771
81000;1979;29749;925624;1097147;171523
81000;4544;29796;889023;1153017;263994
81000;2439;29814;909372;1001415;92043
81000;3033;29754;785763;1228760;442997
81000;2008;29727;871153;1087049;215896
81000;1945;30006;853683;1213939;360256
82000;2529;29973;952583;1300010;347427
82000;2941;30070;803029;990347;187318
82000;3414;30131;980418;1142601;162183
82000;4270;30106;1247201;1316877;69676
82000;3688;30032;973969;1120573;146604
82000;2543;30235;868591;1163755;295164
82000;2690;30215;989111;1602234;613123
82000;1467;30156;869492;1057604;188112
82000;3904;30084;1083163;1409076;325913
82000;2885;30236;868710;1150689;281979
82000;3933;30241;961303;1109620;148317
82000;3600;30241;952916;1190952;238036
82000;3488;30053;774835;1191463;416628
82000;2625;30141;1121141;1202637;81496
82000;2342;30273;1115394;1150951;35557
82000;839;30298;841537;1131543;290006
82000;4184;30149;871061;1203757;332696
82000;2775;30168;1000391;1253580;253189
82000;2187;30243;1032082;1130267;98185
82000;1741;30228;1203551;1266221;62670
82000;4478;30096;1106472;1233494;127022
82000;3261;30152;1056665;1264221;207556
82000;3573;30030;1151068;1166350;15282
82000;1638;30155;1022048;1206507;184459
82000;2744;30097;1064185;1212243;148058
82000;3249;30211;969059;1136695;167636
82000;1445;29891;877990;1251884;373894
82000;2325;30092;864640;1163741;299101
82000;4107;30204;952053;1208385;256332
82000;3183;30236;1063432;1251181;187749
82000;4177;30340;914361;1111459;197098
82000;4545;30302;1015937;1224289;208352
82000;3388;30192;884921;1184176;299255
82000;2836;30109;1055846;1123471;67625
82000;2879;30143;987096;1399971;412875
82000;4003;30370;909610;1224678;315068
82000;2783;30330;975370;1168654;193284
82000;2695;30028;1130914;1315791;184877
82000;4408;30090;876050;1030883;154833
82000;4535;30261;988224;1287738;299514
82000;5772;30054;944696;1299901;355205
82000;3301;30190;871551;1201108;329557
82000;1218;30155;1101611;1292213;190602
82000;4760;30154;982193;1387455;405262
82000;2813;30024;944405;1164372;219967
82000;3346;30356;861481;1231715;370234
82000;2139;30246;893826;1101888;208062
82000;5096;30120;1097229;1247076;149847
82000;4361;30174;988084;1120493;132409
82000;416;29995;1007711;1179633;171922
83000;4046;30690;1005755;1238529;232774
83000;3794;30581;1051033;1213727;162694
83000;2911;30626;943387;1149598;206211
83000;2572;30405;1135033;1219516;84483
83000;1397;30708;920669;1150096;229427
83000;1932;30698;1269716;1299767;30051
83000;3058;30406;833100;1115211;282111
83000;4148;30628;1065566;1159815;94249
83000;3674;30439;930178;1159420;229242
83000;2709;30496;1251624;1261619;9995
83000;2337;30617;1050842;1187452;136610
83000;1827;30621;1183592;1224555;40963
83000;3352;30529;958008;1281552;323544
83000;3653;30568;864292;1204249;339957
83000;3982;30360;899054;1361072;462018
83000;4153;30590;1000171;1223551;223380
83000;3836;30608;876735;1267370;390635
83000;1368;30598;988985;1200394;211409
83000;5525;30814;1561446;1596792;35346
83000;4017;30507;902971;1115930;212959
83000;3144;30503;999616;1113736;114120
83000;4116;30397;1053793;1192386;138593
83000;2915;30530;978185;1131768;153583
83000;3561;30493;1089692;1139343;49651
83000;3536;30501;831528;1076503;244975
83000;2966;30572;976803;1258284;281481
83000;2917;30561;906424;1478288;571864
83000;4560;30470;979268;1132168;152900
83000;5611;30568;975756;1071907;96151
83000;4924;30599;993195;1241293;248098
83000;3515;30615;976717;1089635;112918
83000;3021;30587;1140714;1227795;87081
83000;3812;30415;871273;1170388;299115
83000;1153;30632;1027363;1209012;181649
83000;4123;30414;1196190;1212533;16343
83000;4593;30521;977856;1346243;368387
83000;2575;30536;901776;1118934;217158
83000;1618;30355;967546;1323785;356239
83000;2875;30493;993298;1149000;155702
83000;3506;30462;902260;1376605;474345
83000;3597;30335;1105340;1297487;192147
83000;3769;30625;908886;1356332;447446
83000;4309;30539;878609;1160942;282333
83000;3280;30434;954585;1337470;382885
83000;3885;30534;1044029;1205145;161116
83000;1072;30544;1042846;1320014;277168
83000;5065;30578;949885;1371412;421527
83000;3474;30532;1047901;1071944;24043
83000;3358;30621;1190829;1377093;186264
83000;2944;30315;910785;1172266;261481
84000;3938;30919;1153534;1247385;93851
84000;1445;31014;1106787;1233487;126700
84000;2613;30897;979186;1174046;194860
84000;4766;30770;1167671;1344358;176687
84000;4475;30844;928176;1070628;142452
84000;3603;30835;896883;1196432;299549
84000;3176;30873;1039236;1271588;232352
84000;2807;30796;829347;1174490;345143
84000;3133;30953;963549;1446811;483262
84000;3197;30771;944814;1236249;291435
84000;5067;30868;868051;1284786;416735
84000;2324;31136;1151628;1329209;177581
84000;4308;30886;883856;1066978;183122
84000;2614;31080;990903;1130953;140050
84000;1156;30912;913957;1081560;167603
84000;2780;30913;1057915;1184563;126648
84000;4713;30773;934966;1079907;144941
84000;5620;31102;970864;1229093;258229
84000;1438;30899;931916;1349525;417609
84000;3403;30814;840399;1299068;458669
84000;1501;30845;901969;1161562;259593
84000;1160;30798;868635;1161596;292961
84000;2390;30903;981745;1200274;218529
84000;3808;30902;1008356;1139344;130988
84000;3797;31122;1170435;1501524;331089
84000;6621;30968;1041163;1345894;304731
84000;4517;30847;963750;1155428;191678
84000;4363;31007;981303;1164705;183402
84000;2870;30804;1100449;1193447;92998
84000;2186;30702;1162424;1173423;10999
84000;2031;31064;953474;1175198;221724
84000;3796;30870;1127503;1157932;30429
84000;1869;30877;1085640;1302929;217289
84000;1247;30905;943689;1172818;229129
84000;3339;31061;1098252;1157666;59414
84000;2068;30896;1174813;1271009;96196
84000;3930;30911;946623;1115220;168597
84000;2465;31041;928469;1202307;273838
84000;4811;31016;978971;1335432;356461
84000;3849;30926;1178213;1242428;64215
84000;1898;30958;1146445;1184306;37861
84000;2703;30878;1157866;1324192;166326
84000;3717;30961;898457;1187863;289406
84000;1999;30983;951010;1081290;130280
84000;3881;30795;901732;1316982;415250
84000;1957;30945;1022031;1151161;129130
84000;3489;30982;1032509;1184521;152012
84000;1580;31044;930722;1236679;305957
84000;2030;30847;925852;1158562;232710
84000;4117;30844;1015945;1047191;31246
85000;2330;31262;928160;1238528;310368
85000;2300;31332;987646;1263306;275660
85000;2308;31129;1015909;1224373;208464
85000;4588;31393;1225000;1564107;339107
85000;3316;31114;1065770;1618867;553097
85000;2818;31179;1273673;1397169;123496
85000;2716;31193;958835;1213627;254792
85000;2626;31439;1118763;1267575;148812
85000;1022;31256;944868;1187590;242722
85000;4351;31313;953335;1314084;360749
85000;3943;31370;1062725;1232621;169896
85000;3825;31197;1014897;1174332;159435
85000;3151;31271;1001112;1167962;166850
85000;2745;31091;1022366;1191194;168828
85000;4751;30978;1222617;1269312;46695
85000;2181;31317;1027809;1109861;82052
85000;3625;31358;995762;1203451;207689
85000;1889;31250;1046899;1228504;181605
85000;3364;31385;891135;1196812;305677
85000;1181;31204;1337199;1337524;325
85000;4000;31261;917121;1131193;214072
85000;2226;31437;961182;1290630;329448
85000;3729;31175;841289;1240930;399641
85000;4120;31351;908592;1210599;302007
85000;1868;31175;871126;1155702;284576
85000;3532;31420;998715;1232274;233559
85000;3753;31449;932226;1056507;124281
85000;4520;31352;870894;1085103;214209
85000;3463;31244;1056734;1225503;168769
85000;4736;31371;1064720;1428257;363537
85000;4449;31348;920244;1493855;573611
85000;2626;31264;929896;1414449;484553
85000;4055;31221;1152671;1236110;83439
85000;4821;31183;1076739;1167523;90784
85000;5892;31301;1066380;1220618;154238
85000;6139;31304;963867;1195805;231938
85000;2956;31083;1041124;1384330;343206
85000;2339;31429;1121502;1334892;213390
85000;2845;31215;900540;1317171;416631
85000;3683;31389;886739;1220464;333725
85000;2596;31261;949194;1232081;282887
85000;1537;31193;970637;1329900;359263
85000;3837;31149;928278;1277801;349523
85000;1990;31173;1014918;1183833;168915
85000;2895;31257;979083;1390024;410941
85000;3839;31228;1020745;1184460;163715
85000;3893;31276;1037831;1366749;328918
85000;2414;31200;983566;1206721;223155
85000;5047;31461;934475;1181987;247512
85000;2115;31157;1082132;1176114;93982
86000;3351;31557;956387;1412751;456364
86000;2744;31698;1065254;1189441;124187
86000;5295;31639;1441605;1630624;189019
86000;652;31512;1026689;1349148;322459
86000;2360;31755;889256;1193747;304491
86000;4775;31565;841123;1161227;320104
86000;3098;31606;1030291;1310632;280341
86000;3527;31521;1010232;1319374;309142
86000;2184;31508;1119708;1336299;216591
86000;3845;31624;950833;1262705;311872
86000;2402;31594;1044845;1142229;97384
86000;2203;31590;990887;1114754;123867
86000;3793;31646;894443;1309452;415009
86000;3699;31775;1029494;1239380;209886
86000;2937;31788;950975;1322095;371120
86000;4306;31532;889326;1178862;289536
86000;4228;31604;922191;1265409;343218
86000;2828;31623;1188047;1308257;120210
86000;3650;31441;1135622;1153061;17439
86000;2633;31820;1003695;1252644;248949
86000;4509;31684;1071636;1420574;348938
86000;3493;31633;1151433;1575118;423685
86000;2098;31488;1011627;1126161;114534
86000;3170;31526;1054687;1155087;100400
86000;5626;31748;1118003;1281144;163141
86000;4141;31632;926984;1140126;213142
86000;1998;31503;931277;1307163;375886
86000;3027;31552;1040975;1097689;56714
86000;4138;31513;1155114;1344393;189279
86000;3674;31788;952332;1180032;227700
86000;5432;31688;1301330;1590327;288997
86000;2820;31596;1096559;1227031;130472
86000;2451;31586;1336437;1504878;168441
86000;4748;31556;939463;1232612;293149
86000;1662;31683;1271622;1301019;29397
86000;3384;31482;907041;1106100;199059
86000;2889;31630;1405355;1485587;80232
86000;4065;31835;999191;1379920;380729
86000;4469;31720;891963;1286221;394258
86000;4079;31848;988697;1134392;145695
86000;1451;31594;1031061;1326729;295668
86000;1475;31601;1022899;1231971;209072
86000;3117;31671;964141;1193130;228989
86000;3763;31556;1036347;1375509;339162
86000;2909;31765;926738;1092169;165431
86000;2044;31469;983656;1186417;202761
86000;3953;31588;993053;1352646;359593
86000;2780;31698;991898;1198223;206325
86000;3484;31745;994582;1107171;112589
86000;2986;31740;974743;1189126;214383
87000;2678;31966;1019406;1199490;180084
87000;4721;31976;948954;1319966;371012
87000;4937;32078;943803;1243505;299702
87000;4346;31984;1068124;1304215;236091
87000;3023;32020;1030367;1184266;153899
87000;3157;31962;1002155;1315743;313588
87000;4461;32173;873496;1268014;394518
87000;3312;32033;1069389;1316955;247566
87000;4314;32034;998895;1162486;163591
87000;5512;32021;1016661;1151693;135032
87000;2304;32034;1062994;1307389;244395
87000;3668;32096;1033052;1332098;299046
87000;3591;31976;1109660;1237649;127989
87000;5593;31954;1006725;1123786;117061
87000;1775;32100;1025433;1298294;272861
87000;4661;32007;1042691;1154859;112168
87000;2696;31878;959025;1202241;243216
87000;3596;31976;845800;1051622;205822
87000;4998;32218;1036051;1131102;95051
87000;3200;31949;977731;1148667;170936
87000;3039;32034;1114939;1267840;152901
87000;1148;32172;1045616;1516091;470475
87000;4085;31879;972749;1210027;237278
87000;2468;31966;1001601;1223731;222130
87000;3078;31973;1037907;1225310;187403
87000;2612;31959;1163895;1253310;89415
87000;3623;31926;1120624;1295847;175223
87000;3520;32067;905193;1124481;219288
87000;2902;31938;1047260;1522738;475478
87000;2921;32025;1290778;1291033;255
87000;3818;31752;948397;1543630;595233
87000;3022;31988;935580;1320700;385120
87000;2753;31929;1017024;1500279;483255
87000;3302;32029;1289097;1375381;86284
87000;3531;32064;915260;1163940;248680
87000;2307;32161;1126169;1260574;134405
87000;2559;32124;978959;1186151;207192
87000;2706;31941;1140208;1408777;268569
87000;2659;31978;997513;1270255;272742
87000;4009;32148;1007793;1310975;303182
87000;2311;31981;976564;1272961;296397
87000;3730;31925;995494;1086573;91079
87000;3782;32019;1023546;1260642;237096
87000;3854;31889;941104;1402348;461244
87000;2073;31947;893497;1151477;257980
87000;4135;31906;970543;1164637;194094
87000;4728;32039;1120671;1326188;205517
87000;5120;32055;1057476;1479603;422127
87000;2741;32015;1059638;1149731;90093
87000;2304;31944;1073778;1485313;411535
88000;2488;32451;1016395;1202637;186242
88000;1621;32592;1100131;1278592;178461
88000;3212;32478;1215511;1353164;137653
88000;4039;32205;1217149;1356759;139610
88000;4068;32361;989028;1279095;290067
88000;4284;32308;951113;1210875;259762
88000;2997;32395;1066966;1301798;234832
88000;3612;32485;1248134;1300270;52136
88000;1723;32500;1088425;1167976;79551
88000;991;32471;1048930;1275039;226109
88000;5007;32412;1142034;1283444;141410
88000;3617;32405;959845;1430210;470365
88000;1642;32311;1140843;1338163;197320
88000;3168;32427;1031106;1147820;116714
88000;2206;32378;903839;1170501;266662
88000;3874;32324;1098090;1353840;255750
88000;4865;32386;900341;1127062;226721
88000;3035;32506;1368436;1425299;56863
88000;1790;32364;1046347;1338467;292120
88000;2161;32388;896872;1320959;424087
88000;4876;32389;996920;1255015;258095
88000;3623;32465;1189183;1226005;36822
88000;5038;32359;904836;1283183;378347
88000;2767;32231;1039974;1327220;287246
88000;340;32441;1302027;1353664;51637
88000;4313;32208;948223;1180897;232674
88000;4670;32288;1156097;1268653;112556
88000;1550;32466;994572;1127795;133223
88000;3069;32301;1041314;1281244;239930
88000;1877;32160;960800;1127203;166403
88000;6404;32344;1132574;1275691;143117
88000;3660;32495;1055632;1202333;146701
88000;3592;32319;989110;1331725;342615
88000;4278;32370;1276472;1523395;246923
88000;1681;32234;909645;1353580;443935
88000;2182;32303;967491;1152438;184947
88000;2215;32420;995616;1159099;163483
88000;3697;32415;1079194;1581403;502209
88000;3682;32173;1239771;1898620;658849
88000;3517;32212;1039369;1368720;329351
88000;1491;32534;1093795;1247753;153958
88000;736;32387;1157751;1635946;478195
88000;2167;32443;1171936;1252260;80324
88000;3336;32357;1156489;1193067;36578
88000;4541;32367;1126987;1438587;311600
88000;730;32477;1010965;1212945;201980
88000;1830;32396;942877;1393578;450701
88000;5419;32372;871019;1213968;342949
88000;3295;32396;1001002;1118352;117350
88000;1675;32459;1282688;1470963;188275
89000;3897;32503;997595;1218069;220474
89000;1840;32664;1267533;1422219;154686
89000;3522;32886;1222292;1510535;288243
89000;3791;32716;1140097;1165285;25188
89000;3684;32784;931417;1430971;499554
89000;3068;32842;1019333;1179874;160541
89000;4821;32641;1234791;1324006;89215
89000;3658;32599;949898;1207029;257131
89000;3878;32836;1296570;1577378;280808
89000;4006;32716;1080121;1261632;181511
89000;1335;32709;986967;1292300;305333
89000;1242;32656;1289385;1493947;204562
89000;6043;32733;1148352;1298850;150498
89000;4480;32689;1159019;1258310;99291
89000;3341;32741;1182931;1391977;209046
89000;2693;32542;1108755;1311307;202552
89000;3238;32651;1320013;1395301;75288
89000;3277;32879;1341219;1449599;108380
89000;1061;32683;904917;1185860;280943
89000;3152;32681;1010111;1408882;398771
89000;6822;32637;1198613;1476223;277610
89000;1461;32864;944258;1370583;426325
89000;1550;32802;1007127;1555264;548137
89000;4430;32556;1120489;1221979;101490
89000;1970;32730;990069;1367776;377707
89000;3970;32683;1190813;1311774;120961
89000;2903;32863;1067850;1322243;254393
89000;6603;32800;1103803;1239508;135705
89000;4205;32687;1288423;1512487;224064
89000;3328;32784;1011280;1332745;321465
89000;4492;32646;1157613;1345322;187709
89000;1529;32703;1024156;1221420;197264
89000;5069;32908;1024593;1309174;284581
89000;1707;32643;1001350;1411540;410190
89000;3057;32794;1250318;1307791;57473
89000;5343;32815;1200818;1404459;203641
89000;3517;32735;966044;1193219;227175
89000;3182;32812;1066142;1299719;233577
89000;3329;32759;1245415;1380934;135519
89000;2887;32712;1252670;1397260;144590
89000;4870;32688;1654439;1687419;32980
89000;2402;32768;1097399;1391639;294240
89000;3008;32797;974064;1121778;147714
89000;3731;32742;1010228;1331446;321218
89000;5187;32718;1140730;1480713;339983
89000;5045;32683;1000234;1166002;165768
89000;2975;32811;952751;1252450;299699
89000;3814;32664;950168;1539446;589278
89000;4751;32585;919366;1336832;417466
89000;3505;32841;1115900;1222559;106659
90000;4866;33196;1009096;1227419;218323
90000;3588;33183;1333875;1491456;157581
90000;4239;33257;1257222;1379636;122414
90000;3502;33209;904553;1378051;473498
90000;522;32985;1030691;1398504;367813
90000;4421;33094;977700;1138833;161133
90000;1723;33184;1133274;1293561;160287
90000;4888;33087;1023805;1190397;166592
90000;4742;33147;1141129;1310120;168991
90000;3905;33191;1091819;1378108;286289
90000;2847;33120;1080381;1244259;163878
90000;3243;33190;1058796;1270203;211407
90000;3166;33111;1020177;1242585;222408
90000;2497;33041;1032389;1325905;293516
90000;4127;33181;979448;1131994;152546
90000;3171;33011;1246400;1461209;214809
90000;3351;33163;1173030;1237804;64774
90000;4177;33034;1112970;1145800;32830
90000;2634;33156;894127;1183980;289853
90000;4641;32923;1085703;1231645;145942
90000;1145;33124;1288536;1666332;377796
90000;3281;33206;1096517;1465593;369076
90000;1507;33134;1108754;1642387;533633
90000;2083;32985;1050828;1734919;684091
90000;1627;32977;1214891;1477457;262566
90000;2798;33087;1045770;1276001;230231
90000;2644;33092;1108400;1296060;187660
90000;2799;33126;1047849;1344815;296966
90000;1779;33011;1003658;1230194;226536
90000;3899;33214;1334919;1439528;104609
90000;3185;33129;886708;1200609;313901
90000;3708;32996;1063937;1174012;110075
90000;4025;33156;1184070;1371743;187673
90000;2964;32966;992082;1236422;244340
90000;2784;33130;1370284;1406132;35848
90000;1621;33082;1179823;1431759;251936
90000;4123;33121;1039153;1491447;452294
90000;4731;32893;1382945;1389184;6239
90000;5158;33139;953477;1235797;282320
90000;2436;33315;1170737;1372140;201403
90000;2277;33313;1253932;1288690;34758
90000;4669;33005;864545;1228327;363782
90000;1308;32983;1077189;1292697;215508
90000;3773;33127;938434;1363379;424945
90000;2438;33166;984079;1499514;515435
90000;3567;33108;1073000;1262297;189297
90000;4667;33174;1170503;1389741;219238
90000;3048;33127;970715;1170541;199826
90000;2994;33042;1025659;1323262;297603
90000;3234;33248;1268839;1407669;138830
91000;3011;33499;992333;1626109;633776
91000;1240;33667;954565;1251170;296605
91000;4486;33418;1052254;1168717;116463
91000;3155;33510;1099253;1501563;402310
91000;5044;33474;1080929;1298882;217953
91000;1245;33466;998037;1396813;398776
91000;3015;33535;1120461;1180562;60101
91000;2332;33437;1023807;1228093;204286
91000;3942;33467;940378;1326490;386112
91000;1952;33417;1225900;1293706;67806
91000;3063;33374;997093;1338515;341422
91000;3310;33505;1148020;1259060;111040
91000;4861;33449;1025639;1252983;227344
91000;1715;33511;1113391;1178561;65170
91000;2434;33422;1235068;1341201;106133
91000;2965;33483;1243833;1335101;91268
91000;3423;33556;1318672;1423957;105285
91000;1409;33405;1094711;1478010;383299
91000;4491;33505;942605;1235705;293100
91000;1800;33423;1137086;1525145;388059
91000;2318;33566;1142497;1242812;100315
91000;2380;33489;974897;1190153;215256
91000;3036;33470;1044754;1204594;159840
91000;6191;33494;1346150;1621658;275508
91000;3528;33564;989425;1306713;317288
91000;1781;33508;960646;1304715;344069
91000;4923;33477;1255291;1285150;29859
91000;2018;33604;1003392;1188190;184798
91000;4445;33618;1020820;1266471;245651
91000;3708;33577;1081573;1303177;221604
91000;4767;33265;1073298;1483759;410461
91000;4413;33597;1133494;1244358;110864
91000;2871;33615;1299605;1372473;72868
